OG0000410	rna3438	SAKL-ORF15757, SAKL-ORF4725
OG0000411	rna707, rna3427	SAKL-ORF14443
OG0000412	rna732	SAKL-ORF9555, Mod_transcript_57
OG0000413	rna4925	SAKL-ORF6495
OG0000414	rna1346	SAKL-ORF4340
OG0000415	rna167	SAKL-ORF4879
OG0000417	rna6113	SAKL-ORF227
OG0000418	rna984, rna982, rna983	SAKL-ORF1362
OG0000419	rna4569	SAKL-ORF2697
OG0000420	rna949, rna238	SAKL-ORF9796
OG0000421	rna4080, rna1168	SAKL-ORF1394
OG0000422	rna5470, rna3728	SAKL-ORF4544
OG0000423	rna729, rna4961	SAKL-ORF6601
OG0000424	rna4336	SAKL-ORF9474
OG0000425	rna5827, rna4748	SAKL-ORF9332
OG0000426	rna3512	SAKL-ORF7596
OG0000427	rna695	SAKL-ORF3934, SAKL-ORF4190
OG0000428	rna5603	SAKL-ORF14930
OG0000429	rna3939	SAKL-ORF1072
OG0000430	rna5158	SAKL-ORF8692
OG0000431	rna2826	SAKL-ORF6253, SAKL-ORF14514, SAKL-ORF8399
OG0000432	rna2790	SAKL-ORF13262
OG0000433	rna3394, rna4378	SAKL-ORF2825
OG0000434	rna4298	SAKL-ORF2924
OG0000436	rna329	SAKL-ORF13744
OG0000437	rna4725	SAKL-ORF14003
OG0000438	rna3441	SAKL-ORF14649
OG0000439	rna4142	SAKL-ORF9790, SAKL-ORF7980, SAKL-ORF14900
OG0000440	rna1858	SAKL-ORF14279
OG0000441	rna510	SAKL-ORF8761
OG0000443	rna1770	SAKL-ORF850
OG0000444	rna4812	SAKL-ORF9527
OG0000445	rna2136	SAKL-ORF15311
OG0000446	rna1897	SAKL-ORF8636
OG0000447	rna4966	SAKL-ORF6619
OG0000448	rna2619	SAKL-ORF3610
OG0000449	rna4329	SAKL-ORF9519
OG0000450	rna3390	SAKL-ORF4847
OG0000451	rna4677	SAKL-ORF15471
OG0000452	rna2996	SAKL-ORF5906
OG0000453	rna6201, rna2305	SAKL-ORF5761
OG0000454	rna3022	SAKL-ORF2692
OG0000455	rna3015	SAKL-ORF531, SAKL-ORF11981, SAKL-ORF8598
OG0000456	rna1341	SAKL-ORF4362, SAKL-ORF4354
OG0000457	rna2956	SAKL-ORF5613
OG0000458	rna168	SAKL-ORF2261, SAKL-ORF6334, SAKL-ORF2265
OG0000459	rna122	SAKL-ORF5079
OG0000460	rna179	SAKL-ORF13842
OG0000461	rna6112	SAKL-ORF232
OG0000462	rna864	SAKL-ORF7479
OG0000463	rna2883	SAKL-ORF5987, SAKL-ORF7163
OG0000465	rna2009	SAKL-ORF132
OG0000466	rna996	SAKL-ORF9325
OG0000467	rna4103	SAKL-ORF12725, SAKL-ORF12094, SAKL-ORF8752
OG0000468	rna981	SAKL-ORF9267
OG0000470	rna1846	SAKL-ORF14312
OG0000471	rna4521	SAKL-ORF13321
OG0000472	rna1503, rna6288	SAKL-ORF13228
OG0000473	rna2980, rna5428	SAKL-ORF5933
OG0000476	rna3037	SAKL-ORF4730
OG0000477	rna1988	SAKL-ORF6184
OG0000478	rna1367	SAKL-ORF4250
OG0000479	rna1747	SAKL-ORF14188, SAKL-ORF754
OG0000480	rna19	SAKL-ORF8145
OG0000481	rna5737	SAKL-ORF13496
OG0000482	rna1162	SAKL-ORF1377, SAKL-ORF10278
OG0000483	rna4148	SAKL-ORF14915
OG0000484	rna4153	SAKL-ORF14927
OG0000486	rna2195	SAKL-ORF477
OG0000487	rna2468	SAKL-ORF2358
OG0000488	rna3715	SAKL-ORF11254
OG0000489	rna629	SAKL-ORF6377, SAKL-ORF11712
OG0000490	rna3088	TCONS_novel_00000204_1-frame_2
OG0000491	rna1290	SAKL-ORF3885
OG0000492	rna5490	SAKL-ORF4594
OG0000493	rna3738	SAKL-ORF4588
OG0000494	rna2591	SAKL-ORF8620
OG0000495	rna2202	SAKL-ORF428
OG0000496	rna2190	SAKL-ORF460
OG0000497	rna2492	SAKL-ORF2469
OG0000498	rna2795	SAKL-ORF13249
OG0000499	rna607	SAKL-ORF8546
OG0000500	rna3272	SAKL-ORF3259
OG0000501	rna1381	SAKL-ORF4181
OG0000502	rna4456	SAKL-ORF4176
OG0000503	rna4453	SAKL-ORF4167
OG0000504	rna4447	SAKL-ORF4137
OG0000505	rna4433	SAKL-ORF4076
OG0000506	rna1407	SAKL-ORF4075
OG0000507	rna4265	SAKL-ORF3058
OG0000508	rna872	SAKL-ORF3068
OG0000509	rna4260	SAKL-ORF3076
OG0000510	rna3411	SAKL-ORF13267
OG0000511	rna4395	SAKL-ORF2895
OG0000512	rna4396	SAKL-ORF2896
OG0000513	rna4291	SAKL-ORF2949
OG0000514	rna3555	SAKL-ORF7772, SAKL-ORF7764
OG0000515	rna3556	SAKL-ORF7774, SAKL-ORF7766
OG0000516	rna1906	SAKL-ORF8585
OG0000517	rna3770, rna5817	SAKL-ORF9164
OG0000518	rna260	SAKL-ORF9161
OG0000519	rna5802, rna5812	SAKL-ORF9146
OG0000520	rna250	SAKL-ORF9139
OG0000521	rna3093	SAKL-ORF11498
OG0000522	rna3094	SAKL-ORF11474
OG0000523	rna2270	SAKL-ORF2195
OG0000524	rna5706	SAKL-ORF2183
OG0000525	rna338	SAKL-ORF13712
OG0000526	rna332	SAKL-ORF13736
OG0000527	rna6153	SAKL-ORF13741
OG0000528	rna6033	SAKL-ORF1603
OG0000529	rna3029	SAKL-ORF12935
OG0000530	rna6151	SAKL-ORF13754
OG0000531	rna6141	SAKL-ORF13807
OG0000532	rna311	SAKL-ORF13827
OG0000533	rna4589	SAKL-ORF7637
OG0000534	rna5712	SAKL-ORF14007
OG0000535	rna3653	SAKL-ORF14813
OG0000536	rna3561	SAKL-ORF7803
OG0000537	rna554	SAKL-ORF12885
OG0000538	rna570	SAKL-ORF12756
OG0000539	rna4890	SAKL-ORF12421
OG0000540	rna3055	SAKL-ORF12015
OG0000541	rna3064	SAKL-ORF11853
OG0000542	rna637	SAKL-ORF11832
OG0000543	rna636	SAKL-ORF11826
OG0000544	rna920	SAKL-ORF10810
OG0000545	rna923	SAKL-ORF10706
OG0000546	rna4154	SAKL-ORF14931
OG0000547	rna5412	SAKL-ORF7886
OG0000548	rna1357	Mod_transcript_61
OG0000549	rna5188	SAKL-ORF15641
OG0000550	rna5185	SAKL-ORF15626
OG0000551	rna663	SAKL-ORF15619
OG0000552	rna657	SAKL-ORF15606
OG0000553	rna656	SAKL-ORF15605
OG0000554	rna5667	SAKL-ORF2060
OG0000555	rna1240	SAKL-ORF3644
OG0000556	rna3231	SAKL-ORF3489
OG0000557	rna364	SAKL-ORF10053
OG0000558	rna3602	SAKL-ORF8196
OG0000559	rna3599	SAKL-ORF8207
OG0000560	rna4502	SAKL-ORF8221
OG0000561	rna5283	SAKL-ORF9706
OG0000562	rna28	SAKL-ORF8190
OG0000563	rna5515	SAKL-ORF6910
OG0000564	rna5509	SAKL-ORF6930
OG0000565	rna2289	SAKL-ORF13604
OG0000566	rna6180	SAKL-ORF13610
OG0000567	rna798	SAKL-ORF5338
OG0000569	rna4063	SAKL-ORF5310
OG0000570	rna4166	SAKL-ORF262
OG0000571	rna4180	SAKL-ORF384
OG0000572	rna2207	SAKL-ORF389
OG0000573	rna1511	SAKL-ORF7942
OG0000574	rna5422	SAKL-ORF7907
OG0000575	rna4767	SAKL-ORF9380
OG0000576	rna2213	SAKL-ORF576
OG0000577	rna3178	SAKL-ORF9000
OG0000578	rna5703	SAKL-ORF2152
OG0000579	rna4279	SAKL-ORF3003
OG0000580	rna243	SAKL-ORF9773
OG0000581	rna5152	SAKL-ORF8699
OG0000582	rna1834	SAKL-ORF14410
OG0000583	rna1862	SAKL-ORF14261
OG0000584	rna3904	SAKL-ORF14454
OG0000585	rna1819	SAKL-ORF14467
OG0000586	rna5626	SAKL-ORF1875
OG0000587	rna5961	SAKL-ORF1909
OG0000588	rna5960	SAKL-ORF1911
OG0000589	rna1859	SAKL-ORF14273
OG0000590	rna5010	SAKL-ORF6703
OG0000591	rna733	SAKL-ORF6623
OG0000592	rna5593	SAKL-ORF14869
OG0000593	rna2418	SAKL-ORF3230
OG0000594	rna3386	SAKL-ORF4860
OG0000595	rna3383	SAKL-ORF1446, SAKL-ORF4869
OG0000596	rna780	SAKL-ORF5279
OG0000597	rna4059	SAKL-ORF5288
OG0000598	rna1297	SAKL-ORF3920
OG0000599	rna3000	SAKL-ORF5923
OG0000600	rna2995	SAKL-ORF5889
OG0000601	rna2302	SAKL-ORF5786
OG0000602	rna3956	SAKL-ORF1132, SAKL-ORF1246, SAKL-ORF4747
OG0000603	rna1094	SAKL-ORF1153
OG0000604	rna3970	SAKL-ORF1196
OG0000605	rna1111	SAKL-ORF1217
OG0000606	rna3980	SAKL-ORF1228
OG0000607	rna1113	SAKL-ORF1232
OG0000608	rna719	SAKL-ORF6547
OG0000609	rna717	SAKL-ORF6535
OG0000610	rna4933	SAKL-ORF6517
OG0000611	rna4930	SAKL-ORF6508
OG0000612	rna3788	SAKL-ORF52
OG0000613	rna1757	SAKL-ORF788
OG0000614	rna3368	SAKL-ORF4941
OG0000615	rna892	SAKL-ORF7396, SAKL-ORF2247
OG0000616	rna5260	SAKL-ORF9596
OG0000617	rna1334, rna5541	SAKL-ORF4392
OG0000618	rna1921	SAKL-ORF5627
OG0000619	rna6276	SAKL-ORF4780
OG0000620	rna887	SAKL-ORF2270
OG0000621	rna3378	SAKL-ORF4893
OG0000622	rna162	SAKL-ORF4898
OG0000623	rna3356	SAKL-ORF4968
OG0000624	rna108	SAKL-ORF5029
OG0000625	rna119	SAKL-ORF475, SAKL-ORF5063
OG0000626	rna120	SAKL-ORF5071
OG0000627	rna3607	SAKL-ORF8245
OG0000628	rna5136	SAKL-ORF7228
OG0000629	rna5131	SAKL-ORF7257
OG0000630	rna827	SAKL-ORF7267
OG0000631	rna1019	SAKL-ORF764
OG0000632	rna1744	SAKL-ORF739
OG0000633	rna4759	SAKL-ORF9357
OG0000634	rna2604	SAKL-ORF3571
OG0000635	rna2599	SAKL-ORF3562
OG0000636	rna2651	SAKL-ORF3740
OG0000637	rna6042	SAKL-ORF1541
OG0000638	rna3746	SAKL-ORF6459
OG0000639	rna6093	SAKL-ORF1790, SAKL-ORF14206
OG0000640	rna1874	SAKL-ORF14211
OG0000641	rna1872	SAKL-ORF14213
OG0000642	rna4818	SAKL-ORF14502, SAKL-ORF2607
OG0000643	rna3703	SAKL-ORF10975
OG0000644	rna2738	SAKL-ORF3097
OG0000645	rna3436	SAKL-ORF3158, SAKL-ORF6137, SAKL-ORF9132
OG0000646	rna5826	SAKL-ORF3172
OG0000647	rna3875	SAKL-ORF3180
OG0000648	rna1217	SAKL-ORF3941
OG0000649	rna5447	SAKL-ORF3951
OG0000650	rna222	SAKL-ORF9880
OG0000651	rna5910	SAKL-ORF15196
OG0000652	rna5907	SAKL-ORF15219
OG0000653	rna160	SAKL-ORF5228
OG0000654	rna1696	SAKL-ORF5167
OG0000656	rna5268	SAKL-ORF9641
OG0000657	rna419	SAKL-ORF1678
OG0000658	rna407	SAKL-ORF1709
OG0000659	rna5781	SAKL-ORF8129
OG0000660	rna5785	SAKL-ORF8121
OG0000661	rna5982	SAKL-ORF1806
OG0000662	rna5617	SAKL-ORF1831
OG0000663	rna3215	SAKL-ORF8830, SAKL-ORF8832, SAKL-ORF8829
OG0000664	rna369	SAKL-ORF10154, SAKL-ORF9935
OG0000665	rna2506	SAKL-ORF2511
OG0000666	rna3362	SAKL-ORF4952
OG0000667	rna473	SAKL-ORF15167
OG0000668	rna469	SAKL-ORF15148
OG0000669	rna5370	SAKL-ORF13545
OG0000670	rna5371	SAKL-ORF13547
OG0000671	rna237	SAKL-ORF9798
OG0000672	rna903	SAKL-ORF10502
OG0000673	rna3888	SAKL-ORF14393
OG0000674	rna2017	SAKL-ORF148
OG0000675	rna2160	SAKL-ORF341
OG0000676	rna1607	SAKL-ORF6145
OG0000677	rna1049	SAKL-ORF916
OG0000678	rna3168	SAKL-ORF9042
OG0000679	rna2406	SAKL-ORF3354
OG0000680	rna5461	SAKL-ORF4502
OG0000681	rna5473	SAKL-ORF4551
OG0000682	rna5479	SAKL-ORF4565
OG0000683	rna5484	SAKL-ORF4580
OG0000684	rna3735	SAKL-ORF4583
OG0000685	rna3797	SAKL-ORF91
OG0000686	rna1056	SAKL-ORF933
OG0000687	rna1075	SAKL-ORF1033
OG0000688	rna1081	SAKL-ORF1086
OG0000689	rna5590	SAKL-ORF14851
OG0000690	rna2222	SAKL-ORF13232, SAKL-ORF594
OG0000691	rna2681	SAKL-ORF3937
OG0000692	rna2045	SAKL-ORF8792
OG0000693	rna5762	SAKL-ORF5425, SAKL-ORF13392
OG0000694	rna5032	SAKL-ORF6817
OG0000695	rna5030	SAKL-ORF6802, SAKL-ORF4689
OG0000696	rna3616	SAKL-ORF14691
OG0000697	rna3620	SAKL-ORF14700
OG0000698	rna3567	SAKL-ORF2735
OG0000699	rna2944	SAKL-ORF5552
OG0000700	rna2961	SAKL-ORF5642
OG0000701	rna2965	SAKL-ORF5638
OG0000702	rna2716	SAKL-ORF6726
OG0000704	rna1835	SAKL-ORF14408
OG0000705	rna2870, rna2869	SAKL-ORF7085
OG0000711	rna2358	SAKL-ORF3322
OG0000712	rna3186	SAKL-ORF8965
OG0000713	rna2834	SAKL-ORF6398
OG0000714	rna2836	SAKL-ORF6402
OG0000715	rna1960	SAKL-ORF6288
OG0000716	rna1932	SAKL-ORF6285
OG0000717	rna1961	SAKL-ORF6278
OG0000718	rna1962	SAKL-ORF6277
OG0000719	rna1963	SAKL-ORF6274
OG0000720	rna1964	SAKL-ORF6273
OG0000721	rna1965	SAKL-ORF6268
OG0000722	rna1966	SAKL-ORF6266
OG0000723	rna1967	SAKL-ORF6263
OG0000724	rna1968	SAKL-ORF6259
OG0000725	rna1970	SAKL-ORF6256
OG0000726	rna1928	SAKL-ORF6254
OG0000727	rna1971	SAKL-ORF6250
OG0000728	rna1973	SAKL-ORF6248
OG0000729	rna1927	SAKL-ORF6246
OG0000730	rna1925	SAKL-ORF6243
OG0000731	rna1924	SAKL-ORF6242
OG0000732	rna1626	SAKL-ORF6235
OG0000733	rna1977	SAKL-ORF6230
OG0000734	rna1625	SAKL-ORF6225
OG0000735	rna1982	SAKL-ORF6208
OG0000736	rna1617	SAKL-ORF6203
OG0000737	rna1985	SAKL-ORF6196
OG0000738	rna1987	SAKL-ORF6191
OG0000739	rna1991	SAKL-ORF6176
OG0000740	rna4457	SAKL-ORF4194
OG0000741	rna4459	SAKL-ORF4200
OG0000742	rna1373	SAKL-ORF4223
OG0000743	rna1517	Mod_transcript_63
OG0000744	rna1518	SAKL-ORF4233
OG0000745	rna1371	SAKL-ORF4234
OG0000746	rna1520	SAKL-ORF4241
OG0000747	rna1368	SAKL-ORF4249
OG0000748	rna1366	SAKL-ORF4256
OG0000749	rna1364	Mod_transcript_62
OG0000750	rna5572	SAKL-ORF4260
OG0000751	rna1363	SAKL-ORF4262
OG0000752	rna5575	SAKL-ORF4268
OG0000753	rna5570	SAKL-ORF4273
OG0000754	rna4209	SAKL-ORF14089
OG0000755	rna2252	SAKL-ORF14084
OG0000756	rna2253	SAKL-ORF14078
OG0000757	rna4212	SAKL-ORF14072
OG0000758	rna2255	SAKL-ORF14069, SAKL-ORF2999
OG0000759	rna4213	SAKL-ORF14062
OG0000760	rna2263	SAKL-ORF14045
OG0000761	rna6097	SAKL-ORF14194
OG0000762	rna6099	SAKL-ORF14185
OG0000763	rna2037	SAKL-ORF14170
OG0000764	rna2039	SAKL-ORF14169
OG0000765	rna750	SAKL-ORF1424
OG0000766	rna749	SAKL-ORF1425
OG0000768	rna5775	SAKL-ORF8160
OG0000769	rna22	SAKL-ORF8161
OG0000770	rna23	SAKL-ORF8162
OG0000771	rna24	SAKL-ORF8164
OG0000772	rna5773	SAKL-ORF8170
OG0000773	rna25	SAKL-ORF8174
OG0000774	rna5772	SAKL-ORF8175
OG0000775	rna5284	SAKL-ORF9707
OG0000776	rna5738	SAKL-ORF13475
OG0000777	rna44	SAKL-ORF13477
OG0000778	rna46	SAKL-ORF13480
OG0000779	rna1160	SAKL-ORF1374
OG0000780	rna4087	SAKL-ORF1371
OG0000781	rna1159	SAKL-ORF1370
OG0000782	rna4147	SAKL-ORF14913
OG0000783	rna4151	SAKL-ORF14922
OG0000784	rna2359	SAKL-ORF581
OG0000785	rna2157	SAKL-ORF305
OG0000786	rna2184	SAKL-ORF495
OG0000787	rna2185	SAKL-ORF493
OG0000788	rna2186	SAKL-ORF492
OG0000789	rna2187	SAKL-ORF490
OG0000790	rna206	SAKL-ORF482
OG0000791	rna2194	SAKL-ORF468
OG0000792	rna2193	SAKL-ORF467
OG0000793	rna2192	SAKL-ORF463
OG0000794	rna2477	SAKL-ORF2407
OG0000796	rna2756	SAKL-ORF2402
OG0000797	rna2755	SAKL-ORF2399
OG0000798	rna2753	SAKL-ORF2393
OG0000799	rna2751	SAKL-ORF2387
OG0000800	rna2750	SAKL-ORF2386
OG0000801	rna2749	SAKL-ORF2381
OG0000802	rna2470	SAKL-ORF2366
OG0000803	rna2469	SAKL-ORF2361
OG0000804	rna3709	SAKL-ORF11215
OG0000805	rna3710	SAKL-ORF11219
OG0000806	rna3711	SAKL-ORF11228
OG0000807	rna3116	Mod_transcript_22
OG0000808	rna3114	SAKL-ORF11282
OG0000809	rna2508	Mod_transcript_21
OG0000810	rna3718	SAKL-ORF11328
OG0000811	rna3719	Mod_transcript_20
OG0000812	rna3720	SAKL-ORF11356, SAKL-ORF3916
OG0000813	rna3721	Mod_transcript_19
OG0000814	rna3076	SAKL-ORF11705
OG0000815	rna3078	SAKL-ORF11685
OG0000816	rna3079	SAKL-ORF11682
OG0000817	rna3476	SAKL-ORF11667
OG0000818	rna3477	SAKL-ORF11631
OG0000819	rna3086	SAKL-ORF11623, SAKL-ORF11621
OG0000820	rna3479	SAKL-ORF11589
OG0000821	rna3482	SAKL-ORF11560
OG0000822	rna3089	SAKL-ORF11553
OG0000823	rna3090	SAKL-ORF11549
OG0000824	rna3484	SAKL-ORF11539
OG0000825	rna1291	SAKL-ORF3895
OG0000826	rna5444	Mod_transcript_70
OG0000827	rna1429	SAKL-ORF3980
OG0000828	rna5291	SAKL-ORF9732
OG0000829	rna2562	SAKL-ORF9735
OG0000830	rna5497	SAKL-ORF6464
OG0000831	rna3744	SAKL-ORF6477
OG0000832	rna5494	SAKL-ORF6479
OG0000833	rna3743	SAKL-ORF4605
OG0000834	rna3741	SAKL-ORF4602
OG0000835	rna5492	SAKL-ORF4596
OG0000836	rna5491	SAKL-ORF4595
OG0000837	rna3739	SAKL-ORF4589
OG0000838	rna5486	SAKL-ORF4584
OG0000839	rna3316	SAKL-ORF8377
OG0000840	rna1902	SAKL-ORF8611
OG0000841	rna593	SAKL-ORF8690
OG0000842	rna73	SAKL-ORF427
OG0000843	rna2199	SAKL-ORF438
OG0000844	rna75	SAKL-ORF440
OG0000845	rna2757	SAKL-ORF2408
OG0000846	rna2760	SAKL-ORF2413
OG0000847	rna2767	SAKL-ORF2417
OG0000848	rna2483	SAKL-ORF2436
OG0000849	rna2773	SAKL-ORF2443
OG0000850	rna2774	SAKL-ORF2444
OG0000851	rna2775	SAKL-ORF2447
OG0000852	rna4785	SAKL-ORF2448
OG0000853	rna2485	SAKL-ORF2451
OG0000854	rna2486	SAKL-ORF2453
OG0000855	rna2488	SAKL-ORF2455
OG0000856	rna2490	SAKL-ORF2464
OG0000857	rna2491	SAKL-ORF2466
OG0000858	rna4791	SAKL-ORF2471
OG0000859	rna4793	SAKL-ORF2482
OG0000860	rna4795	SAKL-ORF2486
OG0000861	rna4797	SAKL-ORF2498
OG0000862	rna4811	SAKL-ORF2501
OG0000863	rna4810	SAKL-ORF2504
OG0000864	rna1790	SAKL-ORF13248
OG0000865	rna1791	SAKL-ORF13246
OG0000866	rna265	SAKL-ORF9179
OG0000867	rna963	SAKL-ORF9175
OG0000868	rna5396	SAKL-ORF8580
OG0000869	rna1883	SAKL-ORF8576
OG0000870	rna5391	SAKL-ORF8564
OG0000871	rna1881	SAKL-ORF8561
OG0000872	rna5389	SAKL-ORF8559
OG0000873	rna5388	SAKL-ORF8556
OG0000874	rna609	SAKL-ORF8539
OG0000875	rna617	SAKL-ORF8514
OG0000876	rna1562	SAKL-ORF8511
OG0000877	rna1561	SAKL-ORF8507
OG0000878	rna627	SAKL-ORF8504
OG0000879	rna1556	SAKL-ORF8492
OG0000880	rna623	SAKL-ORF8491
OG0000881	rna5002	SAKL-ORF6749
OG0000882	rna5000	SAKL-ORF6754
OG0000883	rna5013	SAKL-ORF6758
OG0000884	rna5015	SAKL-ORF6765
OG0000885	rna5016	SAKL-ORF6768
OG0000886	rna5017	SAKL-ORF6770
OG0000887	rna2414	SAKL-ORF3264
OG0000888	rna3273	SAKL-ORF3257
OG0000889	rna2083	SAKL-ORF15065
OG0000890	rna1610	SAKL-ORF6161
OG0000891	rna1992	SAKL-ORF6173
OG0000892	rna1380	SAKL-ORF4184
OG0000893	rna1383	SAKL-ORF4178
OG0000894	rna4455	SAKL-ORF4173
OG0000895	rna1384	Mod_transcript_64
OG0000896	rna1385	SAKL-ORF4163
OG0000897	rna4451	Mod_transcript_65
OG0000898	rna1386	SAKL-ORF4153
OG0000899	rna4450	Mod_transcript_66
OG0000900	rna5266	SAKL-ORF9621
OG0000901	rna4445	SAKL-ORF4133
OG0000902	rna4444	SAKL-ORF4129
OG0000903	rna4443	SAKL-ORF4123
OG0000904	rna1399	SAKL-ORF4108
OG0000905	rna1400	SAKL-ORF4103
OG0000906	rna1403	SAKL-ORF4091
OG0000907	rna4435	SAKL-ORF4084
OG0000908	rna1405	SAKL-ORF4081
OG0000909	rna1406	SAKL-ORF4079
OG0000910	rna5870	SAKL-ORF15370
OG0000911	rna5875	SAKL-ORF15348
OG0000912	rna2071	SAKL-ORF15343
OG0000913	rna5877	SAKL-ORF15339
OG0000914	rna5878	SAKL-ORF15337
OG0000915	rna5879	SAKL-ORF15336
OG0000916	rna2072	SAKL-ORF15335
OG0000917	rna2073	SAKL-ORF15333
OG0000918	rna2074	SAKL-ORF15331
OG0000920	rna5881	SAKL-ORF15327
OG0000921	rna5882	SAKL-ORF15326
OG0000922	rna2138	SAKL-ORF15317
OG0000923	rna5886	SAKL-ORF15315
OG0000924	rna3465	SAKL-ORF3006
OG0000925	rna4277	SAKL-ORF3007
OG0000926	rna3470	SAKL-ORF3024
OG0000927	rna3473	SAKL-ORF3038
OG0000928	rna4272	SAKL-ORF3040
OG0000929	rna3474	SAKL-ORF3042
OG0000930	rna4268	SAKL-ORF3048
OG0000931	rna4267	SAKL-ORF3052
OG0000932	rna868	SAKL-ORF3055
OG0000933	rna4259	SAKL-ORF3084
OG0000934	rna874	SAKL-ORF3085
OG0000935	rna5735	SAKL-ORF13915
OG0000936	rna4256	SAKL-ORF2327
OG0000937	rna4255	SAKL-ORF2323
OG0000938	rna877	Sakl0H.mRNA.at.7.m
OG0000939	rna6278	SAKL-ORF4774
OG0000940	rna6280	SAKL-ORF4769
OG0000941	rna6284	SAKL-ORF4760
OG0000942	rna6285	SAKL-ORF4757
OG0000943	rna6286	SAKL-ORF4755
OG0000944	rna2792	SAKL-ORF13256
OG0000945	rna3412	SAKL-ORF13265
OG0000946	rna3410	SAKL-ORF2761
OG0000947	rna2789	SAKL-ORF2762
OG0000948	rna3409	SAKL-ORF2763
OG0000949	rna3408	SAKL-ORF2765
OG0000950	rna3406	SAKL-ORF2771
OG0000951	rna2788	SAKL-ORF2774
OG0000952	rna3405	SAKL-ORF2777
OG0000953	rna3404	SAKL-ORF2781
OG0000954	rna3400	SAKL-ORF2790
OG0000955	rna3399	SAKL-ORF2794
OG0000956	rna2781	SAKL-ORF2797
OG0000957	rna2780	SAKL-ORF2799
OG0000958	rna3398	SAKL-ORF2804
OG0000959	rna4377	Sakl0G.mRNA.294GF.p
OG0000960	rna3028	SAKL-ORF2814
OG0000961	rna3396	SAKL-ORF2816
OG0000962	rna4379	SAKL-ORF2827
OG0000963	rna3392	SAKL-ORF2834
OG0000964	rna4307	SAKL-ORF2857
OG0000965	rna4390	SAKL-ORF2876
OG0000966	rna4391	SAKL-ORF2878
OG0000967	rna4399	SAKL-ORF2908
OG0000968	rna4300	SAKL-ORF2910
OG0000969	rna4299	SAKL-ORF2911
OG0000970	rna4401	SAKL-ORF2914
OG0000971	rna4297	SAKL-ORF2927
OG0000972	rna4295	SAKL-ORF2934
OG0000973	rna5566	SAKL-ORF4279
OG0000974	rna1361	SAKL-ORF4277
OG0000975	rna4206	SAKL-ORF14097
OG0000976	rna2245	SAKL-ORF14101
OG0000977	rna4204	SAKL-ORF14103
OG0000978	rna2238	SAKL-ORF14114
OG0000979	rna4197	SAKL-ORF14119
OG0000980	rna4196	SAKL-ORF14136
OG0000981	rna4194	SAKL-ORF14147
OG0000982	rna2227	SAKL-ORF14151
OG0000983	rna3455	SAKL-ORF8338
OG0000984	rna3325	SAKL-ORF8341
OG0000985	rna958	SAKL-ORF9166
OG0000986	rna257	SAKL-ORF9156
OG0000987	rna956	SAKL-ORF9152
OG0000988	rna952	SAKL-ORF9141
OG0000989	rna247	SAKL-ORF9130
OG0000990	rna3486	SAKL-ORF11511
OG0000991	rna3488	SAKL-ORF11487
OG0000992	rna3102	SAKL-ORF11400
OG0000993	rna3103	SAKL-ORF11397
OG0000994	rna635	SAKL-ORF11789
OG0000995	rna5312	Mod_transcript_27
OG0000996	rna1437	SAKL-ORF10225
OG0000997	rna4231	SAKL-ORF2228
OG0000998	rna2273	SAKL-ORF2205
OG0000999	rna2271	SAKL-ORF2199
OG0001000	rna4719	SAKL-ORF2178
OG0001001	rna4718	SAKL-ORF2171
OG0001002	rna4717	SAKL-ORF2168
OG0001003	rna6149	SAKL-ORF13761
OG0001004	rna6148	SAKL-ORF13763
OG0001005	rna6147	SAKL-ORF13764
OG0001006	rna6144	SAKL-ORF13772
OG0001007	rna4753	SAKL-ORF9345
OG0001008	rna5356	SAKL-ORF9339
OG0001010	rna345	SAKL-ORF13675
OG0001011	rna6167	SAKL-ORF13677
OG0001012	rna6164	SAKL-ORF13689
OG0001013	rna6160	SAKL-ORF13706
OG0001014	rna336	SAKL-ORF13723
OG0001015	rna334	SAKL-ORF13726
OG0001016	rna6155	SAKL-ORF13732
OG0001017	rna333	SAKL-ORF13735
OG0001018	rna384	SAKL-ORF11448, SAKL-ORF1602
OG0001019	rna382	SAKL-ORF1588
OG0001020	rna375	SAKL-ORF1556
OG0001021	rna1432	SAKL-ORF1546
OG0001022	rna1270	SAKL-ORF3762
OG0001023	rna2653	SAKL-ORF3764
OG0001024	rna1271	SAKL-ORF3769
OG0001025	rna4685	SAKL-ORF15503
OG0001026	rna4686	SAKL-ORF15505
OG0001027	rna5839	SAKL-ORF15510
OG0001028	rna474	SAKL-ORF15179
OG0001029	rna5914	SAKL-ORF15187
OG0001030	rna6258	SAKL-ORF4829
OG0001031	rna4314	SAKL-ORF4822
OG0001032	rna6261	SAKL-ORF4810
OG0001033	rna6262	SAKL-ORF4808
OG0001034	rna6263	SAKL-ORF4807
OG0001035	rna6264	SAKL-ORF4806
OG0001036	rna6232	SAKL-ORF6040
OG0001037	rna2336	SAKL-ORF6036
OG0001038	rna6230	SAKL-ORF6034
OG0001039	rna6229	SAKL-ORF6032
OG0001040	rna6227	SAKL-ORF6026
OG0001041	rna6222	SAKL-ORF6013
OG0001042	rna6221	SAKL-ORF6011
OG0001043	rna6218	SAKL-ORF6000
OG0001044	rna6216	SAKL-ORF5995
OG0001045	rna6215	SAKL-ORF5994
OG0001046	rna6212	SAKL-ORF5990
OG0001047	rna2326	SAKL-ORF5985
