Orthogroup	s_cerevisiae_proteins	s_mikatae_proteins
OG0003956	rna587	Smik_3.74
OG0003957	rna3894	Smik_12.126
OG0003958	rna3895	Smik_12.127
OG0003959	rna1817	Smik_6.27
OG0003960	rna3040	Smik_17.4
OG0003961	rna5625	Smik_15.394
OG0003962	rna5632	Smik_15.401
OG0003963	rna5637	Smik_15.406
OG0003964	rna5949	Smik_6.341
OG0003965	rna3880	Smik_12.112
OG0003967	rna4967	Smik_14.142
OG0003968	rna4964	Smik_14.139
OG0003969	rna353	Smik_2.271
OG0003970	rna6168	Smik_16.326
OG0003971	rna3844	Smik_12.79
OG0003972	rna4369	Smik_13.44
OG0003973	rna4997	Smik_14.173
OG0003974	rna1195	Smik_4.496
OG0003975	rna2989	Smik_9.194
OG0003977	rna2544	Smik_8.21
OG0003978	rna2295	Smik_6.169
OG0003979	rna477	Smik_2.396
OG0003980	rna1917	Smik_7.352
OG0003981	rna1099	Smik_4.400
OG0003982	rna1105	Smik_4.407
OG0003983	rna1116	Smik_4.419
OG0003984	rna1133	Smik_4.436
OG0003985	rna2528	Smik_8.5
OG0003987	rna2532	Smik_8.9
OG0003988	rna3786	Smik_12.15
OG0003989	rna1756	Smik_5.320
OG0003990	rna4234	Smik_12.463
OG0003991	rna4648	Smik_13.369
OG0003992	rna4832	Smik_14.4
OG0003993	rna1325	Smik_4.637
OG0003994	rna1336	Smik_4.649
OG0003995	rna1340	Smik_4.653
OG0003996	rna5546	Smik_15.312
OG0003998	rna3948	Smik_12.185
OG0003999	rna1922	Smik_7.358
OG0004002	rna4243	Smik_12.472
OG0004003	rna886	Smik_4.177
OG0004004	rna3377	Smik_10.403
OG0004005	rna106	Smik_2.11
OG0004007	rna4844	Smik_14.17
OG0004011	rna3592	Smik_11.187
OG0004013	rna2909	Smik_9.100
OG0004014	rna5144	Smik_14.313
OG0004015	rna2052	Smik_7.119
OG0004016	rna836	Smik_4.126
OG0004017	rna1576	Smik_5.115
OG0004018	rna201	Smik_2.108
OG0004019	rna2180	Smik_7.265
OG0004020	rna2177	Smik_7.262
OG0004021	rna2175	Smik_7.258
OG0004022	rna183	Smik_2.87
OG0004023	rna6041	Smik_16.185
OG0004024	rna5499	Smik_15.260
OG0004025	rna1871	Smik_6.83
OG0004026	rna3699	Smik_11.306
OG0004027	rna3704	Smik_11.311
OG0004028	rna2457	Smik_16.73
OG0004031	rna3284	Smik_10.298
OG0004032	rna1205	Smik_4.507
OG0004035	rna511	Smik_2.430
OG0004036	rna5897	Smik_6.400
OG0004037	rna776	Smik_4.66
OG0004038	rna154	Smik_2.58
OG0004039	rna1312	Smik_4.627
OG0004040	rna2684	Smik_8.180
OG0004041	rna1302	Smik_4.617
OG0004042	rna861	Smik_4.152
OG0004044	rna3295	Smik_10.306
OG0004045	rna6025	Smik_16.169
OG0004046	rna423	Smik_2.341
OG0004047	rna6017	Smik_16.161
OG0004048	rna413	Smik_2.334
OG0004052	rna386	Smik_2.306
OG0004053	rna385	Smik_2.305
OG0004054	rna15	Smik_1.10
OG0004057	rna496	Smik_2.415
OG0004058	rna503	Smik_2.422
OG0004059	rna506	Smik_2.425
OG0004060	rna487	Smik_2.406
OG0004063	rna806	Smik_4.96
OG0004064	rna773	Smik_4.63
OG0004066	rna858	Smik_4.149
OG0004067	rna53	Smik_1.49
OG0004068	rna2022	Smik_7.88
OG0004069	rna2077	Smik_7.145
OG0004070	rna2094	Smik_7.166
OG0004071	rna2828	Smik_9.8
OG0004073	rna1438	Smik_4.765
OG0004076	rna5229	Smik_14.397
OG0004078	rna187	Smik_2.91
OG0004079	rna3164	Smik_10.146
OG0004080	rna3171	Smik_10.153
OG0004081	rna2389	Smik_6.278
OG0004082	rna3823	Smik_12.58
OG0004083	rna3492	Smik_11.74
OG0004084	rna3730	Smik_11.337
OG0004085	rna5476	Smik_15.240
OG0004087	rna4616	Smik_13.331
OG0004088	rna3862	Smik_12.95
OG0004091	rna2373	Smik_6.263
OG0004092	rna3915	Smik_12.146
OG0004093	rna3919	Smik_12.150
OG0004096	rna4120	Smik_12.338
OG0004098	rna4963	Smik_14.138
OG0004099	rna1288	Smik_4.596
OG0004100	rna2608	Smik_8.99
OG0004101	rna2385	Smik_6.274
OG0004102	rna1890	Smik_7.321
OG0004104	rna5529	Smik_15.292
OG0004105	rna2698	Smik_8.194
OG0004106	rna2704	Smik_8.200
OG0004107	rna5020	Smik_14.194
OG0004108	rna5298	Smik_15.47
OG0004109	rna1844	Smik_6.55
OG0004111	rna2552	Smik_8.28
OG0004112	rna4553	Smik_13.253
OG0004113	rna1485	Smik_4.815
OG0004114	rna4534	Smik_13.233
OG0004115	rna4517	Smik_13.211
OG0004116	rna6084	Smik_16.230
OG0004118	rna429	Smik_2.347
OG0004119	rna4678	Smik_13.396
OG0004120	rna515	Smik_2.434
OG0004121	rna4125	Smik_12.342
OG0004122	rna3879	Smik_12.111
OG0004123	rna5744	Smik_15.510
OG0004124	rna5764	Smik_15.534
OG0004125	rna538	Smik_3.16
OG0004126	rna3701	Smik_11.308
OG0004127	rna3700	Smik_11.307
OG0004128	rna254	Smik_2.154
OG0004129	rna372	Smik_2.292
OG0004130	rna4345	Smik_13.21
OG0004131	rna954	Smik_4.249
OG0004133	rna3204	Smik_10.185
OG0004134	rna5386	Smik_15.140
OG0004135	rna3322	Smik_10.343
OG0004137	rna4500	Smik_13.194
OG0004138	rna4599	Smik_13.306
OG0004139	rna865	Smik_4.156
OG0004140	rna6236	Smik_16.400
OG0004141	rna4048	Smik_12.250
OG0004142	rna3348	Smik_10.371
OG0004143	rna6259	Smik_16.423
OG0004144	rna6279	Smik_16.448
OG0004145	rna1377	Smik_4.697
OG0004146	rna1235	Smik_4.536
OG0004147	rna3495	Smik_11.76
OG0004148	rna3277	Smik_10.291
OG0004149	rna4251	Smik_12.479
OG0004150	rna5687	Smik_15.455
OG0004151	rna5654	Smik_15.422
OG0004152	rna6027	Smik_16.171
OG0004153	rna4505	Smik_13.199
OG0004154	rna3930	Smik_12.161
OG0004155	rna1072	Smik_4.370
OG0004156	rna2220	Smik_7.305
OG0004157	rna2217	Smik_7.302
OG0004158	rna2029	Smik_7.95
OG0004159	rna2527	Smik_8.3
OG0004160	rna3781	Smik_12.10
OG0004161	rna1812	Smik_6.8
OG0004163	rna3579	Smik_11.170
OG0004165	rna3661	Smik_11.260
OG0004166	rna3417	Smik_10.444
OG0004167	rna16	Smik_1.11
OG0004171	rna4415	Smik_13.99
OG0004172	rna5392	Smik_15.146
OG0004173	rna5218	Smik_14.390
OG0004176	rna4452	Smik_13.138
OG0004178	rna4253	Smik_12.481
OG0004182	rna3067	Smik_10.40
OG0004183	rna2276	Smik_6.150
OG0004186	rna6037	Smik_16.181
OG0004189	rna3523	Smik_11.107
OG0004190	rna3330	Smik_10.353
OG0004192	rna540	Smik_3.18
OG0004193	rna1455	Smik_4.783
OG0004194	rna5345	Smik_15.95
OG0004195	rna925	Smik_4.220
OG0004196	rna4699	Smik_13.417
OG0004197	rna659	Smik_3.159
OG0004198	rna1233	Smik_4.534
OG0004199	rna5061	Smik_14.235
OG0004202	rna4172	Smik_12.401
OG0004204	rna5224	Smik_44.2
OG0004205	rna1948	Smik_7.5
OG0004207	rna3812	Smik_12.48
OG0004208	rna3893	Smik_12.125
OG0004209	rna4700	Smik_13.418
OG0004210	rna1604	Smik_5.146
OG0004211	rna1955	Smik_7.12
OG0004213	rna6052	Smik_16.196
OG0004214	rna5845	Smik_6.452
OG0004215	rna4674	Smik_13.392
OG0004219	rna3104	Smik_10.81
OG0004220	rna1097	Smik_4.398
OG0004221	rna1119	Smik_4.422
OG0004222	rna1127	Smik_4.430
OG0004223	rna1758	Smik_5.322
OG0004224	rna751	Smik_4.40
OG0004225	rna1332	Smik_4.645
OG0004227	rna3358	Smik_10.381
OG0004228	rna4846	Smik_14.19
OG0004229	rna3629	Smik_11.229
OG0004230	rna430	Smik_2.348
OG0004233	rna999	Smik_4.292
OG0004234	rna6096	Smik_16.244
OG0004235	rna6091	Smik_16.237
OG0004236	rna2426	Smik_16.103
OG0004237	rna216	Smik_2.120
OG0004238	rna948	Smik_4.242
OG0004239	rna3562	Smik_11.152
OG0004240	rna2117	Smik_7.196
OG0004241	rna2123	Smik_7.202
OG0004242	rna4052	Smik_12.254
OG0004243	rna775	Smik_4.65
OG0004245	rna4840	Smik_14.13
OG0004246	rna1553	Smik_5.84
OG0004248	rna13	Smik_1.8
OG0004249	rna10	Smik_1.5
OG0004252	rna5723	Smik_15.488
OG0004253	rna452	Smik_2.372
OG0004254	rna1865	Smik_6.75
OG0004256	rna1165	Smik_4.465
OG0004257	rna3156	Smik_10.135
OG0004258	rna3871	Smik_12.103
OG0004259	rna3864	Smik_12.97
OG0004262	rna5714	Smik_15.479
OG0004263	rna2966	Smik_9.166
OG0004264	rna2824	Smik_9.4
OG0004265	rna4548	Smik_13.248
OG0004267	rna330	Smik_2.247
OG0004268	rna6190	Smik_16.346
OG0004269	rna3591	Smik_11.186
OG0004270	rna1792	Smik_25.2
OG0004271	rna568	Smik_3.49
OG0004272	rna3053	Smik_10.22
OG0004274	rna4079	Smik_12.282
OG0004275	rna969	Smik_4.266
OG0004276	rna4109	Smik_12.326
OG0004279	rna5164	Smik_14.335
OG0004280	rna5819	Smik_6.480
OG0004282	rna548	Smik_3.26
OG0004283	rna3549	Smik_11.140
OG0004285	rna4593	Smik_13.301
OG0004287	rna2868	Smik_9.47
OG0004288	rna1931	Smik_7.367
OG0004290	rna149	Smik_2.53
OG0004291	rna118	Smik_2.23
OG0004292	rna3344	Smik_10.368
OG0004293	rna1382	Smik_4.702
OG0004294	rna1206	Smik_4.508
OG0004295	rna2623	Smik_8.115
OG0004296	rna2625	Smik_8.117
OG0004297	rna4306	Smik_12.543
OG0004298	rna3571	Smik_11.160
OG0004299	rna4089	Smik_12.293
OG0004301	rna6104	Smik_16.252
OG0004302	rna240	Smik_2.141
OG0004303	rna1813	Smik_6.9
OG0004304	rna5791	Smik_15.561
OG0004305	rna5965	Smik_6.326
OG0004306	rna1499, rna5235	Smik_14.402, Smik_5.18
OG0004315	rna630	Smik_3.132
OG0004320	rna1941	Smik_3.6
OG0004334	rna92	Smik_1.106
OG0004336	rna4705	Smik_13.423
OG0004344	rna4169	Smik_12.396
OG0004351	rna2424	Smik_16.105
OG0004357	rna3780	Smik_12.9
OG0004363	rna3380	Smik_10.406
OG0004368	rna2172	Smik_7.254
OG0004378	rna5004	Smik_14.180
OG0004387	rna4613	Smik_13.328
OG0004388	rna4123	Smik_12.340
OG0004392	rna2082	Smik_7.151
OG0004393	rna3422	Smik_10.10, Smik_19.9
OG0004394	rna6072	Smik_16.217
OG0004395	rna4207	Smik_12.437
OG0004396	rna3697	Smik_11.304
OG0004397	rna297	Smik_2.208
OG0004398	rna622	Smik_3.120
OG0004401	rna288	Smik_2.200
OG0004402	rna2955	Smik_9.154
OG0004403	rna4921	Smik_14.96
OG0004404	rna1262	Smik_4.567
OG0004406	rna3288	Smik_10.303
OG0004407	rna2737	Smik_8.237
OG0004409	rna420	Smik_2.339
OG0004410	rna6023	Smik_16.167
OG0004411	rna3840	Smik_12.75
OG0004412	rna3047	Smik_10.5
OG0004413	rna2687	Smik_8.183
OG0004414	rna3977	Smik_12.218
OG0004415	rna5236	Smik_17.25
OG0004416	rna2114	Smik_7.193
OG0004421	rna754	Smik_4.43
OG0004422	rna3285	Smik_10.299
OG0004423	rna4328	Smik_13.3
OG0004424	rna3867	Smik_12.99
OG0004424	rna2904	Smik_9.90
OG0004461	rna793	Smik_4.83
OG0004482	rna2718	Smik_8.217
OG0004533	rna3435	Smik_11.3
OG0004537	rna1938	Smik_7.375
OG0004538	rna6058	Smik_16.202
OG0004539	rna5381	Smik_15.136
OG0004543	rna408	Smik_2.328
OG0004545	rna3837	Smik_12.72
OG0004546	rna2360	Smik_6.249
OG0004547	rna5183	Smik_14.354
OG0004548	rna4163	Smik_12.390
OG0004549	rna2782	Smik_8.284
OG0004550	rna1700	Smik_5.250
OG0004551	rna1702	Smik_5.252
OG0004552	rna1153	Smik_4.455
OG0004553	rna5513	Smik_15.277
OG0004554	rna484	Smik_2.403
OG0004555	rna1548	Smik_5.79
OG0004556	rna590	Smik_3.77
OG0004557	rna4168	Smik_12.395
OG0004559	rna5605	Smik_15.374
OG0004560	rna2837	Smik_9.17
OG0004561	rna4950	Smik_14.124
OG0004562	rna4965	Smik_14.140
OG0004563	rna5006	Smik_14.181
OG0004564	rna1498	Smik_2.2
OG0004565	rna5567	Smik_15.332
OG0004566	rna3758	Smik_11.365
OG0004567	rna3229	Smik_10.233
OG0004568	rna5400	Smik_15.155, Smik_16.124
OG0004569	rna5800	Smik_39.1, Smik_7.2
OG0004570	rna711	Smik_19.7, Smik_58.1
OG0004571	rna2538	Smik_8.15
OG0004572	rna530, rna641	Smik_3.141
OG0004573	rna2963, rna6157	Smik_9.163
OG0004620	rna4164	Smik_12.391
OG0004656	rna2569	Smik_8.50
OG0004692	rna1496	Smik_4.818
OG0004693	rna1497	Smik_2.1
OG0004719	rna724	Smik_4.13
OG0004721	rna4630	Smik_13.346
OG0004722	rna4629	Smik_13.345
OG0004734	rna3113	Smik_10.89
OG0004737	rna3859	Smik_12.93
OG0004738	rna3872	Smik_12.104
OG0004739	rna3883	Smik_12.115
OG0004740	rna3910	Smik_12.141
OG0004741	rna3981	Smik_12.222
OG0004742	rna4038	Smik_12.240
OG0004743	rna4060	Smik_12.262
OG0004744	rna4198	Smik_12.428
OG0004745	rna4303	Smik_12.539
OG0004746	rna3540	Smik_11.131
OG0004747	rna3631	Smik_11.231
OG0004748	rna3671	Smik_11.272
OG0004749	rna1920	Smik_7.356
OG0004750	rna3222	Smik_10.218
OG0004751	rna3228	Smik_10.232
OG0004752	rna4375	Smik_13.54
OG0004753	rna4411	Smik_13.95
OG0004754	rna4491	Smik_13.181
OG0004755	rna4492	Smik_13.182
OG0004756	rna4513	Smik_13.207
OG0004757	rna4749	Smik_13.468
OG0004758	rna4959	Smik_14.134
OG0004759	rna5108	Smik_14.280
OG0004760	rna2633	Smik_8.127
OG0004761	rna2637	Smik_8.128
OG0004762	rna2708	Smik_8.207
OG0004763	rna2742	Smik_8.241
OG0004764	rna2745	Smik_8.244
OG0004765	rna5899	Smik_6.398
OG0004766	rna5968	Smik_6.323
OG0004767	rna6064	Smik_16.208
OG0004768	rna6069	Smik_16.214
OG0004769	rna6118	Smik_16.269
OG0004770	rna6163	Smik_16.321
OG0004771	rna986	Smik_4.280
OG0004772	rna1066	Smik_4.363
OG0004773	rna1222	Smik_4.522
OG0004774	rna1486	Smik_4.816
OG0004775	rna1487	Smik_4.817
OG0004776	rna614	Smik_3.106
OG0004777	rna541	Smik_3.19
OG0004778	rna575	Smik_3.58
OG0004779	rna713	Smik_4.2
OG0004780	rna747	Smik_4.36
OG0004781	rna752	Smik_4.41
OG0004782	rna876	Smik_4.167
OG0004783	rna285	Smik_2.197
OG0004784	rna287	Smik_2.199
OG0004785	rna404	Smik_2.324
OG0004786	rna508	Smik_2.427
OG0004787	rna1512	Smik_5.30
OG0004788	rna5836	Smik_13.192
OG0004789	rna1679	Smik_5.224
OG0004790	rna1846	Smik_6.57
OG0004791	rna3138	Smik_10.115
OG0004792	rna3074	Smik_10.47
OG0004793	rna1974	Smik_7.29
OG0004795	rna2035	Smik_7.101
OG0004796	rna2086	Smik_7.158
OG0004797	rna2146	Smik_7.223
OG0004798	rna2189	Smik_7.275
OG0004799	rna2368	Smik_6.258
OG0004800	rna2388	Smik_6.277
OG0004801	rna2585	Smik_8.71
OG0004803	rna5592	Smik_15.362
OG0004804	rna5698	Smik_15.464
OG0004805	rna2901	Smik_9.87
OG0004808	rna5124, rna5142	Smik_35.2
OG0004809	rna5125, rna5141	Smik_35.3
OG0004870	rna1795	Smik_16.1
OG0004999	rna3805	Smik_12.42
OG0005001	rna5249	Smik_10.1
OG0005020	rna4657	Smik_13.378
OG0005043	rna6235	Smik_16.397
OG0005047	rna1229	Smik_4.530
OG0005083	rna517	Smik_2.436
OG0005084	rna1597	Smik_5.139
OG0005085	rna1904	Smik_7.338
OG0005220	rna4	Smik_22.2
OG0005234	rna1678	Smik_5.223
OG0005239	rna1886	Smik_7.317
OG0005241	rna4816	Smik_13.534
OG0005242	rna5250	Smik_21.4
OG0005439	rna1488	Smik_4.821
OG0005443	rna2000	Smik_21.9
OG0005449	rna3617	Smik_11.211
OG0005450	rna3630	Smik_11.230
