Orthogroup	s_cerevisiae_proteins	l_waltii_v3_proteins
OG0003700	rna4074	Kwal_27.11601
OG0003701	rna3551	Kwal_26.7808
OG0003702	rna3547	Kwal_26.7783
OG0003703	rna3544	Kwal_26.7768
OG0003704	rna4566	Kwal_26.7766
OG0003705	rna4567	Kwal_26.7755
OG0003706	rna4573	Kwal_26.7730
OG0003707	rna3167	Kwal_26.7370
OG0003708	rna3678	Kwal_26.7417
OG0003710	rna1767	Kwal_56.23413
OG0003711	rna1036	Kwal_56.23410
OG0003712	rna2386	Kwal_33.15354
OG0003713	rna5341	Kwal_56.22849
OG0003714	rna934	Kwal_27.11032
OG0003715	rna936	Kwal_27.11025
OG0003717	rna3245	Kwal_33.15334
OG0003718	rna3271	Kwal_33.15321
OG0003720	rna2401	Kwal_33.15024
OG0003721	rna2396	Kwal_33.15049
OG0003722	rna3852	Kwal_19.2714
OG0003723	rna3849	Kwal_33.15130
OG0003725	rna3846	Kwal_33.15144
OG0003726	rna3261	Kwal_33.15160
OG0003727	rna3820	Kwal_33.15167
OG0003728	rna49	Kwal_26.7110
OG0003729	rna5464	Kwal_55.21609
OG0003731	rna5467	Kwal_55.21639
OG0003732	rna3723	Kwal_55.21649
OG0003733	rna5469	Kwal_55.21668
OG0003735	rna5475	Kwal_55.21703
OG0003736	rna5480	Kwal_55.21724
OG0003737	rna5481	Kwal_55.21731
OG0003738	rna1525	Kwal_27.10092
OG0003739	rna1529	Kwal_27.10114
OG0003740	rna1532	Kwal_27.10146
OG0003741	rna867	Kwal_47.17859
OG0003742	rna4619	Kwal_47.17849
OG0003743	rna4617	Kwal_47.17842
OG0003744	rna4615	Kwal_47.17834
OG0003745	rna4614	Kwal_47.17827
OG0003746	rna3863	Kwal_47.17792
OG0003747	rna4610	Kwal_47.17776
OG0003748	rna4609	Kwal_47.17766
OG0003749	rna2967	Kwal_55.20343
OG0003751	rna284	Kwal_27.10546
OG0003752	rna281	Kwal_27.10945
OG0003753	rna979	Kwal_56.23079
OG0003754	rna995	Kwal_27.10531
OG0003755	rna292	Kwal_27.10521
OG0003756	rna1057	Kwal_56.23607
OG0003757	rna1058	Kwal_56.23799
OG0003758	rna1060	Kwal_56.23781
OG0003759	rna1064	Kwal_56.23771
OG0003760	rna1065	Kwal_56.23766
OG0003761	rna1069	Kwal_56.23745
OG0003762	rna3922	Kwal_56.23738
OG0003763	rna3923	Kwal_56.23731
OG0003764	rna1071	Kwal_56.23714
OG0003765	rna3932	Kwal_56.23670
OG0003766	rna1079	Kwal_56.23630
OG0003767	rna4126	Kwal_56.23233
OG0003768	rna4119	Kwal_14.2254
OG0003769	rna2371	Kwal_26.7525
OG0003770	rna1151	Kwal_23.3178
OG0003771	rna726	Kwal_23.4588
OG0003772	rna730	Kwal_23.4628
OG0003773	rna3692	Kwal_27.12673
OG0003774	rna2630	Kwal_23.5596
OG0003775	rna2629	Kwal_23.5604
OG0003776	rna3280	Kwal_33.15461
OG0003777	rna2422	Kwal_33.15471
OG0003778	rna3282	Kwal_33.15482
OG0003779	rna1300	Kwal_55.20034
OG0003780	rna1298	Kwal_55.20049
OG0003781	rna2169	Kwal_14.2251
OG0003782	rna2030	Kwal_47.17324
OG0003783	rna3248	Kwal_33.15372
OG0003784	rna4032	Kwal_14.2615
OG0003785	rna4113	Kwal_0.132
OG0003787	rna5765	Kwal_26.6917
OG0003788	rna5526	Kwal_26.8455
OG0003789	rna5528	Kwal_47.17888
OG0003790	rna2700	Kwal_33.14748
OG0003792	rna2703	Kwal_27.9848
OG0003793	rna5026	Kwal_14.1491
OG0003794	rna2706	Kwal_33.14699
OG0003795	rna5343	Kwal_56.22833
OG0003796	rna5720	Kwal_34.15925
OG0003797	rna4727	Kwal_55.20278
OG0003798	rna5713	Kwal_55.20296
OG0003800	rna1845	Kwal_47.17998
OG0003801	rna3882	Kwal_47.17997
OG0003802	rna2546	Kwal_26.8146
OG0003804	rna2555	Kwal_26.8084
OG0003805	rna2561	Kwal_26.8067
OG0003806	rna2573	Kwal_14.969
OG0003807	rna4547	Kwal_14.982
OG0003808	rna4546	Kwal_14.987
OG0003809	rna4545	Kwal_14.990
OG0003810	rna4543	Kwal_33.14881
OG0003811	rna4532	Kwal_33.14964
OG0003812	rna3581	Kwal_33.14968
OG0003814	rna3589	Kwal_26.8363
OG0003815	rna3590	Kwal_26.8359
OG0003816	rna3605	Kwal_26.8347
OG0003817	rna6085	Kwal_23.5117
OG0003818	rna6083	Kwal_23.5106
OG0003819	rna6076	Kwal_23.5094
OG0003820	rna674	Kwal_23.6356
OG0003821	rna672	Kwal_23.6347
OG0003822	rna1642	Kwal_23.5779
OG0003823	rna1637	Kwal_47.18155
OG0003824	rna2964	Kwal_55.20350
OG0003825	rna4994	Kwal_33.14618
OG0003826	rna4993	Kwal_33.14620
OG0003827	rna5856	Kwal_56.24274
OG0003828	rna5885	Kwal_56.24084
OG0003829	rna446	Kwal_14.1785
OG0003830	rna3652	Kwal_26.7914
OG0003831	rna4392	Kwal_47.16958
OG0003832	rna5751	Kwal_26.7009
OG0003833	rna551	Kwal_33.13121
OG0003834	rna631	Kwal_33.13698
OG0003835	rna358	Kwal_27.9835
OG0003836	rna4871	Kwal_23.5204
OG0003837	rna968	Kwal_56.23035
OG0003838	rna1555	Kwal_34.16116
OG0003839	rna2050	Kwal_27.11425
OG0003840	rna4462	Kwal_27.11464
OG0003841	rna1639	Kwal_23.5757
OG0003842	rna1138	Kwal_23.3258
OG0003843	rna1783	Kwal_56.22377, Kwal_56.23511
OG0003844	rna6108	Kwal_14.2188
OG0003845	rna2154	Kwal_26.7457
OG0003846	rna1949	Kwal_14.824, Kwal_23.6522
OG0003850	rna2842	Kwal_55.19707
OG0003851	rna2843	Kwal_55.19716
OG0003852	rna1926	Kwal_47.19203
OG0003854	rna1624	Kwal_47.19168
OG0003855	rna1990	Kwal_47.19083
OG0003857	rna1370	Kwal_47.18693
OG0003861	rna43	Kwal_26.7066
OG0003862	rna2752	Kwal_56.24753
OG0003863	rna3075	Kwal_33.13711
OG0003865	rna3478	Kwal_33.13792
OG0003866	rna5495	Kwal_55.21831
OG0003871	rna71	Kwal_47.17577
OG0003872	rna2762	Kwal_23.4373
OG0003873	rna2768	Kwal_23.4364
OG0003874	rna2771	Kwal_23.4352
OG0003875	rna4786	Kwal_23.4301
OG0003876	rna2493	Kwal_26.9424
OG0003877	rna2494	Kwal_26.9433
OG0003878	rna2497	Kwal_26.9464
OG0003884	rna5790	Kwal_23.6547
OG0003885	rna5219	Kwal_55.19600
OG0003889	rna4262	Kwal_23.4146
OG0003891	rna6283	Kwal_23.5407
OG0003892	rna4383	Kwal_47.16862
OG0003893	rna4299	Kwal_YGOB_Anc_4.319
OG0003895	rna261	Kwal_56.22949
OG0003896	rna258	Kwal_56.22934
OG0003898	rna953	Kwal_56.22908
OG0003899	rna3096	Kwal_33.13865
OG0003901	rna2277	Kwal_26.9272
OG0003903	rna2267	Kwal_26.9226
OG0003904	rna4752	Kwal_27.10411
OG0003906	rna1268	Kwal_34.15989
OG0003909	rna6211	Kwal_55.21085
OG0003910	rna5383	Kwal_55.21009
OG0003911	rna3009	Kwal_55.21008
OG0003913	rna4588	Kwal_26.7577
OG0003914	rna4218	Kwal_55.20339
OG0003916	rna2563	Kwal_26.7881
OG0003918	rna564	Kwal_33.13175
OG0003919	rna569	Kwal_33.13198
OG0003920	rna1448	Kwal_33.13281
OG0003921	rna2741	Kwal_33.13474
OG0003923	rna435	Kwal_14.1851
OG0003924	rna4470	Kwal_56.22494
OG0003926	rna4714	Kwal_26.9141
OG0003927	rna4711	Kwal_26.9098
OG0003928	rna4709	Kwal_26.9080
OG0003929	rna2920	Kwal_23.5943
OG0003931	rna1652	Kwal_23.5835
OG0003932	rna658	Kwal_23.6253
OG0003935	rna1230	Kwal_23.5643
OG0003938	rna4876	Kwal_56.22767
OG0003941	rna5066	Kwal_23.3014
OG0003943	rna4429	Kwal_47.18355
OG0003944	rna1176	Kwal_27.11652
OG0003945	rna2286	Kwal_23.3787
OG0003946	rna4663	Kwal_56.24217
OG0003948	rna2025	Kwal_47.17248
OG0003949	rna4165	Kwal_14.2329
OG0003951	rna4181	Kwal_47.17654
OG0003952	rna690	Kwal_23.6497
OG0003953	rna5798	Kwal_14.2415
OG0003954	rna5115	Kwal_47.17136
OG0003956	rna587	Kwal_0.201
OG0003957	rna3894	Kwal_14.1114
OG0003959	rna1817	Kwal_27.12776
OG0003960	rna3040	Kwal_23.2799
OG0003962	rna5632	Kwal_26.8633
OG0003963	rna5637	Kwal_26.8664
OG0003964	rna5949	Kwal_26.8717
OG0003965	rna3880	Kwal_47.17965
OG0003967	rna4967	Kwal_23.4666
OG0003968	rna4964	Kwal_23.4648
OG0003969	rna353	Kwal_23.3855
OG0003970	rna6168	Kwal_23.3889
OG0003971	rna3844	Kwal_23.2887
OG0003972	rna4369	Kwal_27.9739
OG0003973	rna4997	Kwal_33.14603
OG0003974	rna1195	Kwal_27.11805
OG0003977	rna2544	Kwal_55.20800
OG0003978	rna2295	Kwal_47.17193
OG0003979	rna477	Kwal_55.20457
OG0003980	rna1917	Kwal_55.20403
OG0003981	rna1099	Kwal_YGOB_RPA14
OG0003982	rna1105	Kwal_27.11299
OG0003983	rna1116	Kwal_23.3391
OG0003984	rna1133	Kwal_23.3294
OG0003985	rna2528	Kwal_34.15767
OG0003988	rna3786	Kwal_55.20579
OG0003989	rna1756	Kwal_14.1950
OG0003991	rna4648	Kwal_23.3541
OG0003992	rna4832	Kwal_55.22136
OG0003993	rna1325	Kwal_55.21402
OG0003995	rna1340	Kwal_55.21322
OG0003996	rna5546	Kwal_55.21309
OG0003998	rna3948	Kwal_56.23894
OG0003999	rna1922	Kwal_47.18077
OG0004002	rna4243	Kwal_26.9409
OG0004003	rna886	Kwal_26.9365
OG0004004	rna3377	Kwal_55.19823
OG0004005	rna106	Kwal_27.10572
OG0004007	rna4844	Kwal_55.22045
OG0004010	rna5279	Kwal_55.21989
OG0004011	rna3592	Kwal_26.8230
OG0004013	rna2909	Kwal_27.11468
OG0004014	rna5144	Kwal_27.11447
OG0004015	rna2052	Kwal_27.11416
OG0004016	rna836	Kwal_23.3458
OG0004017	rna1576	Kwal_14.2057
OG0004019	rna2180	Kwal_47.17405
OG0004021	rna2175	Kwal_47.17377
OG0004022	rna183	Kwal_27.12467
OG0004023	rna6041	Kwal_27.11872
OG0004024	rna5499	Kwal_55.19749
OG0004025	rna1871	Kwal_23.5138
OG0004026	rna3699	Kwal_33.14139
OG0004027	rna3704	Kwal_33.14109
OG0004028	rna2457	Kwal_27.12751
OG0004029	rna2734	Kwal_27.12724
OG0004031	rna3284	Kwal_33.15505
OG0004032	rna1205	Kwal_55.19953
OG0004033	rna946	Kwal_56.23100
OG0004035	rna511	Kwal_26.7957
OG0004037	rna776	Kwal_33.14852
OG0004039	rna1312	Kwal_55.21478
OG0004040	rna2684	Kwal_55.21545
OG0004041	rna1302	Kwal_55.21551
OG0004042	rna861	Kwal_34.15835
OG0004043	rna3308	Kwal_27.10190
OG0004044	rna3295	Kwal_34.16092
OG0004045	rna6025	Kwal_27.11998
OG0004047	rna6017	Kwal_27.12044
OG0004048	rna413	Kwal_27.12077
OG0004054	rna15	Kwal_26.6794
OG0004057	rna496	Kwal_14.2506
OG0004059	rna506	Kwal_0.57
OG0004060	rna487	Kwal_0.64
OG0004063	rna806	Kwal_56.24484
OG0004064	rna773	Kwal_23.5986
OG0004066	rna858	Kwal_34.15814
OG0004067	rna53	Kwal_26.7152
OG0004069	rna2077	Kwal_14.1796
OG0004070	rna2094	Kwal_14.1652
OG0004071	rna2828	Kwal_55.19615
OG0004073	rna1438	Kwal_56.22681
OG0004076	rna5229	Kwal_27.10482
OG0004077	rna1053	Kwal_56.23568
OG0004078	rna187	Kwal_14.2079
OG0004079	rna3164	Kwal_26.7353
OG0004080	rna3171	Kwal_26.7391
OG0004081	rna2389	Kwal_33.15336
OG0004082	rna3823	Kwal_33.15171
OG0004085	rna5476	Kwal_55.21708
OG0004087	rna4616	Kwal_47.17837
OG0004088	rna3862	Kwal_47.17786
OG0004093	rna3919	Kwal_56.23777
OG0004094	rna3928	Kwal_56.23701
OG0004095	rna1078	Kwal_56.23633
OG0004096	rna4120	Kwal_56.22573
OG0004098	rna4963	Kwal_23.4640
OG0004099	rna1288	Kwal_55.20123
OG0004100	rna2608	Kwal_23.5586
OG0004102	rna1890	Kwal_0.124
OG0004104	rna5529	Kwal_47.17892
OG0004105	rna2698	Kwal_33.14776
OG0004107	rna5020	Kwal_33.14696
OG0004108	rna5298	Kwal_56.22771
OG0004109	rna1844	Kwal_47.18023
OG0004110	rna2545	Kwal_26.8152
OG0004111	rna2552	Kwal_26.8122
OG0004113	rna1485	Kwal_33.14911
OG0004114	rna4534	Kwal_33.14951
OG0004115	rna4517	Kwal_26.8377
OG0004116	rna6084	Kwal_23.5110
OG0004117	rna6081	Kwal_23.5072
OG0004118	rna429	Kwal_27.11962
OG0004119	rna4678	Kwal_56.24370
OG0004120	rna515	Kwal_26.6697
OG0004121	rna4125	Kwal_14.1010
OG0004122	rna3879	Kwal_47.17967
OG0004123	rna5744	Kwal_26.7044
OG0004124	rna5764	Kwal_26.6924
OG0004125	rna538	Kwal_YGOB_YCL058W-A
OG0004126	rna3701	Kwal_33.14128
OG0004127	rna3700	Kwal_33.14136
OG0004128	rna254	Kwal_56.22776
OG0004129	rna372	Kwal_56.23222
OG0004130	rna4345	Kwal_27.10286
OG0004131	rna954	Kwal_56.22915
OG0004133	rna3204	Kwal_14.2537
OG0004134	rna5386	Kwal_34.16217
OG0004135	rna3322	Kwal_27.10027
OG0004137	rna4500	Kwal_26.8246
OG0004139	rna865	Kwal_47.17878
OG0004140	rna6236	Kwal_55.21219
OG0004141	rna4048	Kwal_33.14829
OG0004142	rna3348	Kwal_23.4695
OG0004143	rna6259	Kwal_55.21933
OG0004144	rna6279	Kwal_23.5383
OG0004145	rna1377	Kwal_47.18642
OG0004146	rna1235	Kwal_23.5656
OG0004147	rna3495	Kwal_23.5606
OG0004148	rna3277	Kwal_33.15444
OG0004149	rna4251	Kwal_23.3757
OG0004150	rna5687	Kwal_26.8985
OG0004151	rna5654	Kwal_26.8729
OG0004152	rna6027	Kwal_27.11993
OG0004154	rna3930	Kwal_56.23675
OG0004155	rna1072	Kwal_56.23707
OG0004156	rna2220	Kwal_14.2238
OG0004157	rna2217	Kwal_47.17703
OG0004158	rna2029	Kwal_47.17298
OG0004159	rna2527	Kwal_34.15761
OG0004160	rna3781	Kwal_34.15759
OG0004161	rna1812	Kwal_33.15269
OG0004164	rna1986	Kwal_47.19106
OG0004168	rna3123	Kwal_YGOB_Anc_1.218
OG0004171	rna4415	Kwal_27.10039
OG0004173	rna5218	Kwal_55.19602
OG0004175	rna4456	Kwal_30.12887, Kwal_47.18595
OG0004180	rna4305	Kwal_47.16962
OG0004181	rna2234	Kwal_14.1327
OG0004184	rna4223	Kwal_26.9254
OG0004185	rna4750	Kwal_27.10422
OG0004188	rna176	Kwal_27.12506
OG0004190	rna3330	Kwal_27.9972
OG0004191	rna539	Kwal_33.13016
OG0004193	rna1455	Kwal_33.13230
OG0004195	rna925	Kwal_27.9821
OG0004196	rna4699	Kwal_26.8982
OG0004198	rna1233	Kwal_23.5662
OG0004201	rna4180	Kwal_47.17646
OG0004202	rna4172	Kwal_47.17609
OG0004205	rna1948	Kwal_34.15741
OG0004207	rna3812	Kwal_56.22747
OG0004209	rna4700	Kwal_26.8827
OG0004217	rna1914	Kwal_55.20411
OG0004223	rna1758	Kwal_14.1938
OG0004226	rna4249	Kwal_23.4235
OG0004228	rna4846	Kwal_55.22036
OG0004229	rna3629	Kwal_14.868
OG0004230	rna430	Kwal_27.11951
OG0004231	rna5117	Kwal_27.11558
OG0004232	rna194	Kwal_14.2123
OG0004236	rna2426	Kwal_33.15494
OG0004238	rna948	Kwal_27.10972
OG0004239	rna3562	Kwal_14.955
OG0004240	rna2117	Kwal_27.11182
OG0004243	rna775	Kwal_33.14843
OG0004244	rna143	Kwal_27.10830
OG0004246	rna1553	Kwal_34.16112
OG0004247	rna406	Kwal_27.12113
OG0004255	rna5656	Kwal_26.8759
OG0004260	rna4608	Kwal_47.17762
OG0004261	rna5041	Kwal_26.8470
OG0004262	rna5714	Kwal_55.20292
OG0004264	rna2824	Kwal_14.1256
OG0004265	rna4548	Kwal_26.8016
OG0004267	rna330	Kwal_23.3739
OG0004268	rna6190	Kwal_26.7237
OG0004271	rna568	Kwal_33.13188
OG0004274	rna4079	Kwal_33.14145
OG0004275	rna969	Kwal_56.23039
OG0004276	rna4109	Kwal_0.146
OG0004280	rna5819	Kwal_56.22341
OG0004281	rna5409	Kwal_56.22488
OG0004285	rna4593	Kwal_26.7603
OG0004288	rna1931	Kwal_47.19256
OG0004291	rna118	Kwal_27.10657
OG0004292	rna3344	Kwal_27.10569
OG0004293	rna1382	Kwal_30.12896
OG0004294	rna1206	Kwal_55.19957
OG0004295	rna2623	Kwal_23.5632
OG0004297	rna4306	Kwal_7.529
OG0004299	rna4089	Kwal_23.3171
OG0004301	rna6104	Kwal_14.2210
OG0004302	rna240	Kwal_23.5167
OG0004303	rna1813	Kwal_33.15260
OG0004304	rna5791	Kwal_23.6537
OG0004305	rna5965	Kwal_26.8617
OG0004313	rna1972	Kwal_47.19212
OG0004314	rna5574	Kwal_47.18759
OG0004315	rna630	Kwal_33.13709
OG0004316	rna3580	Kwal_23.2835
OG0004318	rna1564	Kwal_34.16174
OG0004319	rna5014	Kwal_YGOB_Anc_2.126
OG0004320	rna1941	Kwal_23.2782
OG0004322	rna877	Kwal_23.4201
OG0004323	rna3403	Kwal_47.16685
OG0004324	rna4377	Kwal_47.16642
OG0004325	rna4393	Kwal_47.16965
OG0004326	rna2246	Kwal_14.1402
OG0004328	rna383	Kwal_27.11943
OG0004329	rna3340	Kwal_33.15570
OG0004331	rna1461	Kwal_33.13172
OG0004332	rna4901	Kwal_33.13478
OG0004333	rna4914	Kwal_33.13550
OG0004335	rna4783	Kwal_27.10209
OG0004338	rna5191	Kwal_23.6338
OG0004340	rna1032	Kwal_56.23403
OG0004341	rna3600	Kwal_26.8294
OG0004342	rna4430	Kwal_47.18360
OG0004343	rna2654	Kwal_34.15976
OG0004344	rna4169	Kwal_14.2165
OG0004345	rna1039	Kwal_56.23482
OG0004349	rna5627	Kwal_26.8612
OG0004350	rna4366	Kwal_27.9710
OG0004353	rna5852	Kwal_56.24293
OG0004355	rna6289	Kwal_55.19561
OG0004357	rna3780	Kwal_34.15758
OG0004358	rna1333	Kwal_55.21374
OG0004359	rna1335	Kwal_55.21366
OG0004361	rna6277	Kwal_23.5375
OG0004362	rna170	Kwal_55.19883
OG0004366	rna5135	Kwal_YGOB_Anc_2.291
OG0004367	rna5438	Kwal_YGOB_Anc_5.606
OG0004368	rna2172	Kwal_14.2297
OG0004369	rna2597	Kwal_23.5526
OG0004370	rna4597	Kwal_26.7570
OG0004372	rna2028	Kwal_47.17295
OG0004374	rna2460	Kwal_14.1036
OG0004378	rna5004	Kwal_33.14646
OG0004380	rna4073	Kwal_56.24483
OG0004381	rna2099	Kwal_14.1621
OG0004382	rna5197	Kwal_23.6386
OG0004383	rna6185	Kwal_23.3750
OG0004384	rna457	Kwal_14.1678
OG0004385	rna3870	Kwal_47.17819
OG0004386	rna3869	Kwal_47.17817
OG0004390	rna5323	Kwal_56.23205
OG0004391	rna2574	Kwal_14.963
OG0004396	rna3697	Kwal_33.14165
OG0004399	rna4493	Kwal_26.8200
OG0004406	rna3288	Kwal_33.15522
OG0004413	rna2687	Kwal_55.21533
OG0004415	rna5236	Kwal_23.4061
OG0004417	rna3774	Kwal_14.775
OG0004427	rna3090	Kwal_33.13823
OG0004430	rna70	Kwal_47.17586
OG0004431	rna4789	Kwal_23.4264
OG0004432	rna5226	Kwal_27.10170
OG0004435	rna4440	Kwal_47.18460
OG0004436	rna2067	Kwal_56.24163
OG0004437	rna5874	Kwal_56.24149
OG0004438	rna4254	Kwal_23.4203
OG0004441	rna955	Kwal_56.22920
OG0004443	rna5357	Kwal_27.10428
OG0004444	rna341	Kwal_23.3928
OG0004445	rna6219	Kwal_55.21123
OG0004447	rna310	Kwal_27.12494
OG0004449	rna3655	Kwal_26.7923
OG0004452	rna4895	Kwal_33.13424
OG0004453	rna911	Kwal_33.14177
OG0004455	rna438	Kwal_14.1817
OG0004458	rna1025	Kwal_14.1927
OG0004459	rna4509	Kwal_26.8331
OG0004460	rna4067	Kwal_56.24538
OG0004462	rna786	Kwal_YGOB_Anc_7.341
OG0004463	rna1272	Kwal_34.15975
OG0004464	rna2024	Kwal_47.17243
OG0004465	rna4162	Kwal_14.2337
OG0004466	rna4173	Kwal_47.17610
OG0004467	rna67	Kwal_47.17606
OG0004470	rna1510	Kwal_56.22359
OG0004472	rna3463	Kwal_47.17167
OG0004474	rna1832	Kwal_14.1132
OG0004475	rna3906	Kwal_14.1052
OG0004477	rna1850	Kwal_47.17970
OG0004478	rna4989	Kwal_33.14545
OG0004479	rna2727	Kwal_33.14524
OG0004480	rna731	Kwal_23.4644
OG0004481	rna4133	Kwal_56.23289
OG0004483	rna1275	Kwal_55.20255
OG0004484	rna2659	Kwal_55.20247
OG0004485	rna1583	Kwal_55.20933
OG0004486	rna1578	Kwal_55.20906
OG0004487	rna1573	Kwal_55.20887
OG0004489	rna2313	Kwal_55.20495
OG0004491	rna4947	Kwal_23.4528
OG0004493	rna5536	Kwal_55.21413
OG0004494	rna1337	Kwal_55.21342
OG0004495	rna1634	Kwal_47.18142
OG0004496	rna880	Kwal_23.4227
OG0004498	rna3276	Kwal_33.15442
OG0004501	rna3224	Kwal_23.5498
OG0004503	rna898	Kwal_56.22881
OG0004506	rna1321	Kwal_55.21432
OG0004507	rna2683	Kwal_55.21556
OG0004511	rna3196	Kwal_14.2601
OG0004512	rna5104	Kwal_23.4923
OG0004513	rna2884	Kwal_23.4951
OG0004515	rna4690	Kwal_23.6076
OG0004519	rna5147	Kwal_0.173
OG0004521	rna3264	Kwal_33.15193
OG0004522	rna5463	Kwal_55.21606
OG0004523	rna1009	Kwal_14.2044
OG0004524	rna1067	Kwal_YGOB_YDR119W-A
OG0004525	rna3921	Kwal_56.23743
OG0004526	rna1077	Kwal_56.23678
OG0004528	rna5033	Kwal_33.14762
OG0004531	rna3884	Kwal_47.18006
OG0004543	rna408	Kwal_27.12107
OG0004578	rna1929	Kwal_47.19228
OG0004583	rna2205	Kwal_47.17596
OG0004584	rna620	Kwal_34.16172
OG0004585	rna619	Kwal_34.16168
OG0004592	rna6150	Kwal_27.12610
OG0004594	rna1269	Kwal_34.15986
OG0004597	rna3649	Kwal_26.7909
OG0004613	rna2618	Kwal_23.5675
OG0004617	rna6183	Kwal_23.3767
OG0004620	rna4164	Kwal_YGOB_YLR307C-A
OG0004621	rna4185	Kwal_47.17715
OG0004630	rna3235	Kwal_23.2879
OG0004631	rna3278	Kwal_33.15448
OG0004633	rna1953	Kwal_47.19313
OG0004634	rna4056	Kwal_56.24650
OG0004636	rna480	Kwal_55.20446
OG0004641	rna1338	Kwal_55.21341
OG0004643	rna6241	Kwal_47.18903
OG0004648	rna831	Kwal_23.3435
OG0004654	rna182	Kwal_27.12474
OG0004660	rna1315	Kwal_55.21455
OG0004665	rna6057	Kwal_34.15812
OG0004675	rna3818	Kwal_33.15148
OG0004676	rna4605	Kwal_47.17743
OG0004677	rna1084	Kwal_56.23883
OG0004678	rna280	Kwal_27.10949
OG0004702	rna4683	Kwal_56.24393
OG0004703	rna2171	Kwal_14.2291
OG0004706	rna1411, rna5007	Kwal_YGOB_MFA1
OG0004891	rna720	Kwal_YGOB_Anc_2.37
OG0004895	rna1329	Kwal_YGOB_YDR374W-A
OG0004911	rna2889	Kwal_YGOB_YIL102C-A
OG0004912	rna3514	Kwal_YGOB_Anc_2.426
OG0004937	rna5721	Kwal_34.15911
OG0004957	rna5718	Kwal_YGOB_Anc_8.775
OG0004962	rna3130	Kwal_YGOB_Anc_1.226
OG0004969	rna171	Kwal_YGOB_Anc_7.478
OG0004978	rna1628	Kwal_47.18100
OG0004981	rna4642	Kwal_23.3597
OG0004983	rna1788	Kwal_YGOB_Anc_8.253
OG0004984	rna5331	Kwal_56.23129
OG0004985	rna5082	Kwal_23.4729
OG0004986	rna3057	Kwal_33.13579
OG0004987	rna859	Kwal_34.15822
OG0005113	rna4330	Kwal_27.9729
OG0005199	rna6129	Kwal_YGOB_Anc_7.453
OG0005201	rna3583	Kwal_YGOB_Anc_2.611
OG0005203	rna5820	Kwal_56.22333
OG0005204	rna5902	Kwal_YGOB_Anc_6.192
OG0005394	rna5996	Kwal_YGOB_Anc_8.576
OG0005398	rna1412	Kwal_YGOB_YDR461C-A
