Orthogroup	s_cerevisiae_proteins	s_bayanus_proteins
OG0003806	rna2573	Sbay_8.59
OG0003808	rna4546	Sbay_13.242
OG0003809	rna4545	Sbay_13.241
OG0003810	rna4543	Sbay_13.238
OG0003811	rna4532	Sbay_13.225
OG0003812	rna3581	Sbay_11.153
OG0003813	rna4526	Sbay_13.217
OG0003814	rna3589	Sbay_11.161
OG0003815	rna3590	Sbay_11.162
OG0003816	rna3605	Sbay_11.178
OG0003817	rna6085	Sbay_16.313
OG0003818	rna6083	Sbay_16.311
OG0003819	rna6076	Sbay_16.304
OG0003820	rna674	Sbay_3.114
OG0003821	rna672	Sbay_3.112
OG0003822	rna1642	Sbay_5.161
OG0003823	rna1637	Sbay_5.156
OG0003824	rna2964	Sbay_9.172
OG0003825	rna4994	Sbay_14.181
OG0003826	rna4993	Sbay_14.180
OG0003827	rna5856	Sbay_16.70
OG0003828	rna5885	Sbay_16.99
OG0003829	rna446	Sbay_4.479
OG0003830	rna3652	Sbay_11.224
OG0003831	rna4392	Sbay_13.88
OG0003832	rna5751	Sbay_8.389
OG0003833	rna551	Sbay_3.166
OG0003834	rna631	Sbay_3.63
OG0003835	rna358	Sbay_4.386
OG0003836	rna4871	Sbay_14.53
OG0003837	rna968	Sbay_2.181
OG0003838	rna1555	Sbay_5.68
OG0003839	rna2050	Sbay_7.109
OG0003840	rna4462	Sbay_13.158
OG0003841	rna1639	Sbay_5.158
OG0003842	rna1138	Sbay_2.361
OG0003843	rna1783	Sbay_5.312
OG0003844	rna6108	Sbay_16.341
OG0003845	rna2154	Sbay_7.224
OG0003846	rna1949	Sbay_7.6
OG0003848	rna5327	Sbay_15.84
OG0003848	rna5326	Sbay_15.83
OG0003852	rna1926	Sbay_12.15
OG0003855	rna1990	Sbay_7.48
OG0003856	rna1376	Sbay_2.598
OG0003857	rna1370	Sbay_2.591
OG0003858	rna2044	Sbay_7.102
OG0003861	rna43	Sbay_1.39
OG0003862	rna2752	Sbay_15.367
OG0003863	rna3075	Sbay_6.264
OG0003864	rna3087	Sbay_6.250
OG0003865	rna3478	Sbay_11.47
OG0003866	rna5495	Sbay_8.127
OG0003869	rna4413	Sbay_12.142, Sbay_13.109
OG0003871	rna71	Sbay_1.72
OG0003872	rna2762	Sbay_15.376
OG0003873	rna2768	Sbay_15.383
OG0003874	rna2771	Sbay_15.387
OG0003876	rna2493	Sbay_7.567
OG0003877	rna2494	Sbay_7.568
OG0003878	rna2497	Sbay_7.571
OG0003880	rna266	Sbay_4.280
OG0003882	rna612	Sbay_3.42
OG0003883	rna1565	Sbay_5.52
OG0003884	rna5790	Sbay_8.435
OG0003885	rna5219	Sbay_14.416
OG0003886	rna2084	Sbay_7.149
OG0003888	rna4275	Sbay_10.530
OG0003889	rna4262	Sbay_10.521
OG0003890	rna873	Sbay_4.176
OG0003891	rna6283	Sbay_16.520
OG0003894	rna4201	Sbay_10.441
OG0003895	rna261	Sbay_4.275
OG0003897	rna251	Sbay_4.267
OG0003899	rna3096	Sbay_6.241
OG0003900	rna4228	Sbay_10.485
OG0003902	rna2268	Sbay_7.341
OG0003903	rna2267	Sbay_7.340
OG0003904	rna4752	Sbay_13.442
OG0003905	rna377	Sbay_4.408
OG0003906	rna1268	Sbay_2.486
OG0003910	rna5383	Sbay_15.139
OG0003911	rna3009	Sbay_9.225
OG0003912	rna5373	Sbay_15.131
OG0003913	rna4588	Sbay_13.286
OG0003914	rna4218	Sbay_10.461
OG0003915	rna3656	Sbay_11.228
OG0003916	rna2563	Sbay_8.48
OG0003917	rna3439	Sbay_11.6
OG0003918	rna564	Sbay_3.181
OG0003919	rna569	Sbay_3.186
OG0003920	rna1448	Sbay_2.676
OG0003921	rna2741	Sbay_15.355
OG0003923	rna435	Sbay_4.470
OG0003924	rna4470	Sbay_13.166
OG0003925	rna1353	Sbay_2.572
OG0003926	rna4714	Sbay_13.408
OG0003927	rna4711	Sbay_13.404
OG0003928	rna4709	Sbay_13.402
OG0003929	rna2920	Sbay_9.129
OG0003931	rna1652	Sbay_5.173
OG0003933	rna3668	Sbay_11.243
OG0003935	rna1230	Sbay_2.448
OG0003936	rna2159	Sbay_7.230
OG0003937	rna1769	Sbay_5.297
OG0003940	rna5768	Sbay_8.408
OG0003941	rna5066	Sbay_14.253
OG0003943	rna4429	Sbay_13.122
OG0003944	rna1176	Sbay_2.397
OG0003945	rna2286	Sbay_7.361
OG0003946	rna4663	Sbay_13.359
OG0003948	rna2025	Sbay_7.81
OG0003949	rna4165	Sbay_10.404
OG0003951	rna4181	Sbay_10.421
OG0003952	rna690	Sbay_3.133
OG0003953	rna5798	Sbay_16.19
OG0003954	rna5115	Sbay_14.307
OG0003956	rna587	Sbay_3.11
OG0003957	rna3894	Sbay_10.149
OG0003958	rna3895	Sbay_10.150
OG0003959	rna1817	Sbay_6.4
OG0003960	rna3040	Sbay_44.1
OG0003961	rna5625	Sbay_8.261
OG0003962	rna5632	Sbay_8.268
OG0003963	rna5637	Sbay_8.273
OG0003964	rna5949	Sbay_16.167
OG0003965	rna3880	Sbay_10.134
OG0003967	rna4967	Sbay_14.154
OG0003968	rna4964	Sbay_14.150
OG0003970	rna6168	Sbay_16.413
OG0003971	rna3844	Sbay_10.96
OG0003973	rna4997	Sbay_14.184
OG0003975	rna2989	Sbay_9.202
OG0003977	rna2544	Sbay_8.31
OG0003978	rna2295	Sbay_7.370
OG0003979	rna477	Sbay_4.514
OG0003982	rna1105	Sbay_2.327
OG0003984	rna1133	Sbay_2.355
OG0003985	rna2528	Sbay_8.15
OG0003987	rna2532	Sbay_8.19
OG0003988	rna3786	Sbay_10.27
OG0003990	rna4234	Sbay_10.492
OG0003992	rna4832	Sbay_14.13
OG0003993	rna1325	Sbay_2.543
OG0003994	rna1336	Sbay_2.554
OG0003995	rna1340	Sbay_2.558
OG0003996	rna5546	Sbay_8.184
OG0003998	rna3948	Sbay_10.210
OG0004002	rna4243	Sbay_10.502
OG0004003	rna886	Sbay_4.192
OG0004004	rna3377	Sbay_12.201
OG0004005	rna106	Sbay_2.9
OG0004007	rna4844	Sbay_14.25
OG0004010	rna5279	Sbay_15.33
OG0004011	rna3592	Sbay_11.165
OG0004013	rna2909	Sbay_9.115
OG0004015	rna2052	Sbay_7.111
OG0004016	rna836	Sbay_4.136
OG0004017	rna1576	Sbay_5.87
OG0004019	rna2180	Sbay_7.255
OG0004020	rna2177	Sbay_7.251
OG0004021	rna2175	Sbay_7.249
OG0004023	rna6041	Sbay_16.264
OG0004025	rna1871	Sbay_6.64
OG0004026	rna3699	Sbay_11.278
OG0004028	rna2457	Sbay_7.525
OG0004029	rna2734	Sbay_15.349
OG0004031	rna3284	Sbay_12.106
OG0004032	rna1205	Sbay_2.426
OG0004035	rna511	Sbay_4.548
OG0004036	rna5897	Sbay_16.112
OG0004038	rna154	Sbay_2.59
OG0004039	rna1312	Sbay_2.533
OG0004042	rna861	Sbay_4.163
OG0004043	rna3308	Sbay_12.129
OG0004045	rna6025	Sbay_16.246
OG0004046	rna423	Sbay_4.455
OG0004048	rna413	Sbay_4.448
OG0004052	rna386	Sbay_4.418
OG0004053	rna385	Sbay_4.416
OG0004054	rna15	Sbay_1.11
OG0004057	rna496	Sbay_4.533
OG0004059	rna506	Sbay_4.543
OG0004060	rna487	Sbay_4.524
OG0004063	rna806	Sbay_4.105
OG0004064	rna773	Sbay_4.71
OG0004066	rna858	Sbay_4.158
OG0004067	rna53	Sbay_1.49
OG0004068	rna2022	Sbay_7.78
OG0004070	rna2094	Sbay_7.159
OG0004071	rna2828	Sbay_9.25
OG0004076	rna5229	Sbay_14.425
OG0004077	rna1053	Sbay_2.265
OG0004078	rna187	Sbay_2.96
OG0004079	rna3164	Sbay_6.170
OG0004081	rna2389	Sbay_7.461
OG0004083	rna3492	Sbay_11.64
OG0004084	rna3730	Sbay_11.310
OG0004085	rna5476	Sbay_8.110
OG0004087	rna4616	Sbay_13.313
OG0004088	rna3862	Sbay_10.113
OG0004091	rna2373	Sbay_7.449
OG0004092	rna3915	Sbay_10.171
OG0004093	rna3919	Sbay_10.175
OG0004095	rna1078	Sbay_2.293
OG0004096	rna4120	Sbay_10.361
OG0004098	rna4963	Sbay_14.149
OG0004099	rna1288	Sbay_2.506
OG0004100	rna2608	Sbay_15.218
OG0004101	rna2385	Sbay_7.457
OG0004104	rna5529	Sbay_8.167
OG0004105	rna2698	Sbay_15.313
OG0004106	rna2704	Sbay_15.319
OG0004107	rna5020	Sbay_14.205
OG0004108	rna5298	Sbay_15.56
OG0004109	rna1844	Sbay_6.35
OG0004110	rna2545	Sbay_8.32
OG0004111	rna2552	Sbay_8.38
OG0004112	rna4553	Sbay_13.251
OG0004113	rna1485	Sbay_2.730
OG0004114	rna4534	Sbay_13.227
OG0004116	rna6084	Sbay_16.312
OG0004118	rna429	Sbay_4.461
OG0004119	rna4678	Sbay_13.372
OG0004120	rna515	Sbay_4.553
OG0004121	rna4125	Sbay_10.365
OG0004122	rna3879	Sbay_10.133
OG0004124	rna5764	Sbay_8.404
OG0004125	rna538	Sbay_3.154
OG0004126	rna3701	Sbay_11.280
OG0004127	rna3700	Sbay_11.279
OG0004128	rna254	Sbay_4.268
OG0004129	rna372	Sbay_4.402
OG0004130	rna4345	Sbay_13.31
OG0004131	rna954	Sbay_2.165
OG0004133	rna3204	Sbay_6.131
OG0004134	rna5386	Sbay_15.142
OG0004135	rna3322	Sbay_12.144
OG0004136	rna3423	Sbay_12.252
OG0004137	rna4500	Sbay_13.193
OG0004138	rna4599	Sbay_13.296
OG0004139	rna865	Sbay_4.167
OG0004140	rna6236	Sbay_16.476
OG0004141	rna4048	Sbay_10.286
OG0004142	rna3348	Sbay_12.171
OG0004143	rna6259	Sbay_16.494
OG0004144	rna6279	Sbay_16.516
OG0004145	rna1377	Sbay_2.599
OG0004146	rna1235	Sbay_2.453
OG0004147	rna3495	Sbay_11.67
OG0004148	rna3277	Sbay_12.96
OG0004149	rna4251	Sbay_10.509
OG0004150	rna5687	Sbay_8.322
OG0004151	rna5654	Sbay_8.288
OG0004152	rna6027	Sbay_16.248
OG0004153	rna4505	Sbay_13.198
OG0004154	rna3930	Sbay_10.187
OG0004155	rna1072	Sbay_2.287
OG0004156	rna2220	Sbay_7.299
OG0004157	rna2217	Sbay_7.296
OG0004158	rna2029	Sbay_7.87
OG0004159	rna2527	Sbay_8.14
OG0004160	rna3781	Sbay_10.22
OG0004161	rna1812	Sbay_4.557
OG0004163	rna3579	Sbay_1.117, Sbay_6.292
OG0004165	rna3661	Sbay_11.236
OG0004166	rna3417	Sbay_12.246
OG0004167	rna16	Sbay_1.12
OG0004172	rna5392	Sbay_15.148
OG0004173	rna5218	Sbay_14.415
OG0004178	rna4253	Sbay_10.511
OG0004180	rna4305	Sbay_10.562
OG0004182	rna3067	Sbay_6.273
OG0004183	rna2276	Sbay_7.349
OG0004184	rna4223	Sbay_10.466
OG0004185	rna4750	Sbay_13.440
OG0004186	rna6037	Sbay_16.258
OG0004189	rna3523	Sbay_11.96
OG0004190	rna3330	Sbay_12.152
OG0004191	rna539	Sbay_3.155
OG0004192	rna540	Sbay_3.156
OG0004193	rna1455	Sbay_2.683
OG0004194	rna5345	Sbay_15.102
OG0004197	rna659	Sbay_3.95
OG0004198	rna1233	Sbay_2.451
OG0004199	rna5061	Sbay_14.248
OG0004202	rna4172	Sbay_10.412
OG0004204	rna5224	Sbay_14.421, Sbay_14.422
OG0004205	rna1948	Sbay_5.321
OG0004208	rna3893	Sbay_10.148
OG0004210	rna1604	Sbay_5.119
OG0004211	rna1955	Sbay_7.12
OG0004213	rna6052	Sbay_16.277
OG0004214	rna5845	Sbay_16.59
OG0004215	rna4674	Sbay_13.368
OG0004219	rna3104	Sbay_6.231
OG0004221	rna1119	Sbay_2.340
OG0004223	rna1758	Sbay_5.285
OG0004224	rna751	Sbay_4.48
OG0004225	rna1332	Sbay_2.550
OG0004226	rna4249	Sbay_10.507
OG0004227	rna3358	Sbay_12.181
OG0004228	rna4846	Sbay_14.27
OG0004231	rna5117	Sbay_14.305
OG0004232	rna194	Sbay_40.2
OG0004233	rna999	Sbay_2.213
OG0004234	rna6096	Sbay_16.325
OG0004235	rna6091	Sbay_16.320
OG0004237	rna216	Sbay_2.127
OG0004241	rna2123	Sbay_7.189
OG0004242	rna4052	Sbay_10.290
OG0004245	rna4840	Sbay_14.21
OG0004247	rna406	Sbay_4.437
OG0004248	rna13	Sbay_1.9
OG0004249	rna10	Sbay_1.6
OG0004252	rna5723	Sbay_8.358
OG0004253	rna452	Sbay_4.485
OG0004254	rna1865	Sbay_6.56
OG0004256	rna1165	Sbay_2.386
OG0004257	rna3156	Sbay_6.178
OG0004258	rna3871	Sbay_10.125
OG0004259	rna3864	Sbay_10.116
OG0004260	rna4608	Sbay_2.732
OG0004263	rna2966	Sbay_9.174
OG0004264	rna2824	Sbay_9.19
OG0004267	rna330	Sbay_4.354
OG0004268	rna6190	Sbay_16.433
OG0004269	rna3591	Sbay_11.164
OG0004272	rna3053	Sbay_6.288
OG0004274	rna4079	Sbay_10.318
OG0004275	rna969	Sbay_2.182
OG0004276	rna4109	Sbay_10.350
OG0004279	rna5164	Sbay_14.357
OG0004280	rna5819	Sbay_16.33
OG0004281	rna5409	Sbay_15.167
OG0004282	rna548	Sbay_3.163
OG0004283	rna3549	Sbay_11.124
OG0004285	rna4593	Sbay_13.291
OG0004287	rna2868	Sbay_9.69
OG0004288	rna1931	Sbay_12.10
OG0004290	rna149	Sbay_2.54
OG0004291	rna118	Sbay_2.20
OG0004292	rna3344	Sbay_12.168
OG0004293	rna1382	Sbay_2.604
OG0004294	rna1206	Sbay_2.427
OG0004295	rna2623	Sbay_15.234
OG0004296	rna2625	Sbay_15.236
OG0004297	rna4306	Sbay_10.564
OG0004298	rna3571	Sbay_11.145
OG0004299	rna4089	Sbay_10.327
OG0004302	rna240	Sbay_2.151
OG0004303	rna1813	Sbay_4.558
OG0004304	rna5791	Sbay_8.436
OG0004305	rna5965	Sbay_16.183
OG0004306	rna1499, rna5235	Sbay_12.265
OG0004316	rna3580	Sbay_17.4
OG0004326	rna2246	Sbay_7.322
OG0004328	rna383	Sbay_4.414
OG0004329	rna3340	Sbay_12.164
OG0004331	rna1461	Sbay_2.692
OG0004334	rna92	Sbay_4.230
OG0004336	rna4705	Sbay_13.398
OG0004342	rna4430	Sbay_13.123
OG0004346	rna5225	Sbay_14.423
OG0004348	rna3808	Sbay_10.56
OG0004351	rna2424	Sbay_7.495
OG0004353	rna5852	Sbay_16.66
OG0004355	rna6289	Sbay_16.526
OG0004361	rna6277	Sbay_16.514
OG0004362	rna170	Sbay_2.78
OG0004364	rna161	Sbay_2.68
OG0004372	rna2028	Sbay_7.85
OG0004373	rna838	Sbay_4.138
OG0004376	rna3636	Sbay_11.209
OG0004388	rna4123	Sbay_10.363
OG0004392	rna2082	Sbay_7.147
OG0004393	rna3422	Sbay_14.427
OG0004394	rna6072	Sbay_16.300
OG0004395	rna4207	Sbay_10.449
OG0004396	rna3697	Sbay_11.275
OG0004397	rna297	Sbay_4.314
OG0004398	rna622	Sbay_3.53
OG0004399	rna4493	Sbay_13.186
OG0004401	rna288	Sbay_4.306
OG0004402	rna2955	Sbay_9.163
OG0004403	rna4921	Sbay_14.105
OG0004404	rna1262	Sbay_2.482
OG0004406	rna3288	Sbay_12.111
OG0004407	rna2737	Sbay_15.352
OG0004409	rna420	Sbay_4.453
OG0004410	rna6023	Sbay_16.244
OG0004411	rna3840	Sbay_10.92
OG0004412	rna3047	Sbay_4.561
OG0004413	rna2687	Sbay_15.301
OG0004415	rna5236	Sbay_7.2
OG0004416	rna2114	Sbay_7.179
OG0004417	rna3774	Sbay_10.13, Sbay_13.222
OG0004421	rna754	Sbay_4.51
OG0004422	rna3285	Sbay_12.107
OG0004423	rna4328	Sbay_13.10
OG0004424	rna3867, rna2904	Sbay_10.118
OG0004425	rna5794	Sbay_8.438
OG0004432	rna5226	Sbay_14.424
OG0004482	rna2718	Sbay_15.333
OG0004507	rna2683	Sbay_15.296
OG0004512	rna5104	Sbay_14.290
OG0004537	rna1938	Sbay_17.6
OG0004538	rna6058	Sbay_16.283
OG0004539	rna5381	Sbay_15.138
OG0004541	rna3839	Sbay_10.91
OG0004543	rna408	Sbay_4.440
OG0004545	rna3837	Sbay_10.88
OG0004546	rna2360	Sbay_7.436
OG0004547	rna5183	Sbay_14.379
OG0004548	rna4163	Sbay_10.402
OG0004549	rna2782	Sbay_15.398
OG0004550	rna1700	Sbay_5.224
OG0004551	rna1702	Sbay_5.227
OG0004552	rna1153	Sbay_2.377
OG0004553	rna5513	Sbay_8.151
OG0004554	rna484	Sbay_4.521
OG0004555	rna1548	Sbay_5.44
OG0004556	rna590	Sbay_3.14
OG0004557	rna4168	Sbay_10.407
OG0004559	rna5605	Sbay_8.245
OG0004560	rna2837	Sbay_9.36
OG0004561	rna4950	Sbay_14.135
OG0004562	rna4965	Sbay_14.151
OG0004563	rna5006	Sbay_14.193
OG0004564	rna1498	Sbay_16.1
OG0004565	rna5567	Sbay_8.203
OG0004566	rna3758	Sbay_11.339
OG0004567	rna3229	Sbay_12.25, Sbay_12.41
OG0004568	rna5400	Sbay_15.157
OG0004569	rna5800	Sbay_2.736
OG0004570	rna711	Sbay_4.3
OG0004571	rna2538	Sbay_8.25
OG0004625	rna1668	Sbay_28.2
OG0004690	rna6095	Sbay_16.324
OG0004692	rna1496	Sbay_3.97
OG0004719	rna724	Sbay_4.17
OG0004721	rna4630	Sbay_13.327
OG0004722	rna4629	Sbay_13.326
OG0004734	rna3113	Sbay_6.224
OG0004737	rna3859	Sbay_10.111
OG0004738	rna3872	Sbay_10.126
OG0004739	rna3883	Sbay_10.137
OG0004740	rna3910	Sbay_10.166
OG0004741	rna3981	Sbay_10.253
OG0004742	rna4038	Sbay_10.276
OG0004743	rna4060	Sbay_10.298
OG0004744	rna4198	Sbay_10.438
OG0004745	rna4303	Sbay_10.560
OG0004746	rna3540	Sbay_11.114
OG0004747	rna3631	Sbay_11.203
OG0004748	rna3671	Sbay_11.247
OG0004749	rna1920	Sbay_12.21
OG0004750	rna3222	Sbay_12.30
OG0004751	rna3228	Sbay_12.40
OG0004752	rna4375	Sbay_13.67
OG0004753	rna4411	Sbay_13.107
OG0004754	rna4491	Sbay_13.184
OG0004755	rna4492	Sbay_13.185
OG0004756	rna4513	Sbay_13.206
OG0004757	rna4749	Sbay_13.439
OG0004758	rna4959	Sbay_14.145
OG0004759	rna5108	Sbay_14.294
OG0004760	rna2633	Sbay_15.245
OG0004761	rna2637	Sbay_15.246
OG0004762	rna2708	Sbay_15.323
OG0004763	rna2742	Sbay_15.356
OG0004764	rna2745	Sbay_15.359
OG0004765	rna5899	Sbay_16.114
OG0004766	rna5968	Sbay_16.186
OG0004767	rna6064	Sbay_16.290
OG0004768	rna6069	Sbay_16.297
OG0004769	rna6118	Sbay_16.355
OG0004770	rna6163	Sbay_16.407
OG0004771	rna986	Sbay_2.199
OG0004772	rna1066	Sbay_2.279
OG0004773	rna1222	Sbay_2.439
OG0004774	rna1486	Sbay_2.734
OG0004775	rna1487	Sbay_2.735
OG0004776	rna614	Sbay_3.45
OG0004777	rna541	Sbay_3.157
OG0004778	rna575	Sbay_3.194
OG0004779	rna713	Sbay_4.5
OG0004780	rna747	Sbay_4.44
OG0004781	rna752	Sbay_4.49
OG0004782	rna876	Sbay_4.181
OG0004783	rna285	Sbay_4.303
OG0004784	rna287	Sbay_4.305
OG0004785	rna404	Sbay_4.435
OG0004786	rna508	Sbay_4.545
OG0004787	rna1512	Sbay_5.11
OG0004788	rna5836	Sbay_5.71
OG0004789	rna1679	Sbay_5.198
OG0004790	rna1846	Sbay_6.37
OG0004791	rna3138	Sbay_6.199
OG0004792	rna3074	Sbay_6.265
OG0004793	rna1974	Sbay_7.29
OG0004795	rna2035	Sbay_7.93
OG0004796	rna2086	Sbay_7.151
OG0004797	rna2146	Sbay_7.214
OG0004798	rna2189	Sbay_7.264
OG0004799	rna2368	Sbay_7.444
OG0004800	rna2388	Sbay_7.460
OG0004801	rna2585	Sbay_8.70
OG0004803	rna5592	Sbay_8.233
OG0004804	rna5698	Sbay_8.332
OG0004805	rna2901	Sbay_9.107
OG0004806	rna2977, rna2890	Sbay_9.189
OG0004997	rna3771	Sbay_10.7, Sbay_10.580
OG0004999	rna3805	Sbay_10.52
OG0005001	rna5249	Sbay_10.193
OG0005002	rna3951	Sbay_10.218, Sbay_2.6
OG0005010	rna3553	Sbay_11.127
OG0005020	rna4657	Sbay_13.354
OG0005028	rna5223	Sbay_14.420
OG0005029	rna5230	Sbay_14.426
OG0005043	rna6235	Sbay_16.475
OG0005047	rna1229	Sbay_2.447
OG0005197	rna5244	Sbay_15.417
OG0005215	rna2011	Sbay_7.69
OG0005220	rna4	Sbay_1.113
OG0005221	rna3768	Sbay_10.5
OG0005223	rna3899	Sbay_10.154
OG0005224	rna3375	Sbay_12.199
OG0005225	rna5256	Sbay_15.9
OG0005432	rna3213	Sbay_6.122
