Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0000814	rna203	SAKL-ORF303	rna1489	Kwal_26.7474	rna600	Sbay_7.227	rna2156	Skud_7.236	Smik_7.235	Spar_7.243	rna4305
OG0000815	rna204	SAKL-ORF305	rna1490	Kwal_26.7477	rna3115	Sbay_7.228	rna2157	Skud_7.237	Smik_7.236	Spar_7.244	rna692
OG0000816	rna205	SAKL-ORF495	rna2461	Kwal_47.17447	rna165	Sbay_7.259	rna2184	Skud_7.267	Smik_7.270	Spar_7.280	rna5545
OG0000817	rna206	SAKL-ORF493	rna2462	Kwal_47.17449	rna164	Sbay_7.260	rna2185	Skud_7.268	Smik_7.271	Spar_7.281	rna4568
OG0000818	rna207	SAKL-ORF492	rna2463	Kwal_47.17451	rna163	Sbay_7.261	rna2186	Skud_7.269	Smik_7.272	Spar_7.282	rna2596
OG0000819	rna208	SAKL-ORF490	rna2464	Kwal_47.17453	rna162	Sbay_7.262	rna2187	Skud_7.270	Smik_7.273	Spar_7.283	rna1146
OG0000820	rna211	SAKL-ORF482	rna2467	Kwal_47.17465	rna347	Sbay_2.117	rna206	Skud_2.103	Smik_2.112	Spar_2.128	rna5240
OG0000821	rna214	SAKL-ORF468	rna2470	Kwal_47.17492	rna159	Sbay_7.271	rna2194	Skud_7.277	Smik_7.280	Spar_7.290	rna1950
OG0000822	rna215	SAKL-ORF467	rna2471	Kwal_47.17493	rna158	Sbay_7.270	rna2193	Skud_7.276	Smik_7.279	Spar_7.289	rna3632
OG0000823	rna217	SAKL-ORF463	rna2473	Kwal_47.17499	rna352	Sbay_7.269	rna2192	Skud_7.275	Smik_7.278	Spar_7.288	rna2690
OG0000824	rna218	SAKL-ORF2407	rna4662	Kwal_56.24780	rna3284	Sbay_7.549	rna2477	Skud_7.586	Smik_16.54	Spar_7.614	rna2189
OG0000825	rna220	SAKL-ORF2402	rna4664	Kwal_56.24769	rna3285	Sbay_15.371	rna2756	Skud_8.235	Smik_8.255	Spar_8.268	rna4600
OG0000826	rna221	SAKL-ORF2399	rna4665	Kwal_56.24766	rna3286	Sbay_15.370	rna2755	Skud_8.234	Smik_8.254	Spar_8.267	rna440
OG0000827	rna223	SAKL-ORF2394	rna4667	Kwal_56.24760	rna4063	Sbay_15.369	rna2754	Skud_8.233	Smik_8.253	Spar_8.266	rna5541
OG0000828	rna224	SAKL-ORF2393	rna4668	Kwal_56.24755	rna3287	Sbay_15.368	rna2753	Skud_8.232	Smik_8.252	Spar_8.265	rna2965
OG0000829	rna226	SAKL-ORF2387	rna4670	Kwal_56.24750	rna3289	Sbay_15.366	rna2751	Skud_8.230	Smik_8.250	Spar_8.263	rna742
OG0000830	rna227	SAKL-ORF2386	rna4671	Kwal_56.24738	rna3290	Sbay_15.365	rna2750	Skud_8.229	Smik_8.249	Spar_8.262	rna1477
OG0000831	rna229	SAKL-ORF2381	rna4673	Kwal_56.24725	rna3292	Sbay_15.363	rna2749	Skud_8.228	Smik_8.248	Spar_8.261	rna5139
OG0000832	rna234	SAKL-ORF2366	rna4680	Kwal_56.24681	rna4055	Sbay_7.541	rna2470	Skud_7.579	Smik_16.61	Spar_7.606	rna4842
OG0000833	rna235	SAKL-ORF2361	rna4679	Kwal_56.24691	rna4050	Sbay_7.540	rna2469	Skud_7.578	Smik_16.62	Spar_7.605	rna3334
OG0000834	rna242	SAKL-ORF11215	rna3131	Kwal_33.14017	rna2421	Sbay_11.288	rna3709	Skud_11.290	Smik_11.316	Spar_11.344	rna2572
OG0000835	rna243	SAKL-ORF11219	rna3130	Kwal_33.14015	rna2422	Sbay_11.289	rna3710	Skud_11.291	Smik_11.317	Spar_11.345	rna1731
OG0000836	rna244	SAKL-ORF11228	rna3129	Kwal_33.14009	rna2423	Sbay_11.290	rna3711	Skud_11.292	Smik_11.318	Spar_11.346	rna424
OG0000837	rna251	Mod_transcript_22	rna3123	Kwal_33.13991	rna2429	Sbay_6.220	rna3116	Skud_10.74	Smik_10.92	Spar_10.94	rna3685
OG0000838	rna252	SAKL-ORF11276	rna3122	Kwal_33.13984	rna5589		rna3115	Skud_10.73	Smik_10.91	Spar_10.93	rna1442, rna6477
OG0000839	rna255	Mod_transcript_21	rna3119	Kwal_33.13972	rna2979	Sbay_7.583	rna2508	Skud_7.619	Smik_16.22	Spar_7.641	rna5749
OG0000840	rna259	SAKL-ORF11328	rna3115	Kwal_33.13952	rna2430	Sbay_11.297	rna3718	Skud_11.298	Smik_11.324	Spar_11.352	rna5946
OG0000841	rna263	Mod_transcript_20	rna3111	Kwal_33.13941	rna2432	Sbay_11.298	rna3719	Skud_11.299	Smik_11.325	Spar_11.353	rna5559
OG0000842	rna267	Mod_transcript_19	rna3107	Kwal_33.13921	rna2434	Sbay_11.300	rna3721	Skud_11.301	Smik_11.327	Spar_11.355	rna845
OG0000843	rna273	SAKL-ORF11705	rna3063	Kwal_33.13718	rna5619	Sbay_6.263	rna3076	Skud_10.34	Smik_10.49	Spar_10.49	rna3874
OG0000844	rna275	SAKL-ORF11685	rna3064	Kwal_33.13726	rna5618	Sbay_6.261	rna3078	Skud_10.36	Smik_10.51	Spar_10.51	rna814
OG0000845	rna276	SAKL-ORF11682	rna3065	Kwal_33.13730	rna5617	Sbay_6.260	rna3079	Skud_10.37	Smik_10.52	Spar_10.52	rna4098
OG0000846	rna279	SAKL-ORF11667	rna3068	Kwal_33.13739	rna2454	Sbay_11.45	rna3476	Skud_11.47	Smik_11.51	Spar_11.70	rna5899
OG0000847	rna285	SAKL-ORF11631	rna3073	Kwal_33.13772	rna2453	Sbay_11.46	rna3477	Skud_11.48	Smik_11.52	Spar_11.71	rna1581
OG0000848	rna286	SAKL-ORF11621, SAKL-ORF11623	rna3074	Kwal_33.13778	rna2452	Sbay_6.251	rna3086	Skud_10.44	Smik_10.59	Spar_10.59	
OG0000849	rna290	SAKL-ORF11589	rna3078	Kwal_33.13803	rna2450	Sbay_11.48	rna3479	Skud_11.50	Smik_11.54	Spar_11.73	rna6764
OG0000850	rna293	SAKL-ORF11560	rna3081	Kwal_33.13817	rna5608	Sbay_11.51	rna3482	Skud_11.53	Smik_11.57	Spar_11.76	rna1107
OG0000851	rna294	SAKL-ORF11553	rna3082	Kwal_33.13820	rna2447	Sbay_6.248	rna3089	Skud_10.47	Smik_10.63	Spar_10.64	rna741
OG0000852	rna297	SAKL-ORF11539	rna3085	Kwal_33.13830	rna2445	Sbay_11.53	rna3484	Skud_11.55	Smik_11.59	Spar_11.78	rna5113
OG0000853	rna307	SAKL-ORF3895	rna2251	Kwal_55.20089	rna4407	Sbay_2.509	rna1291	Skud_4.606	Smik_4.599	Spar_4.719	rna3910
OG0000854	rna310	Mod_transcript_70	rna2220	Kwal_55.19935	rna4587	Sbay_8.80	rna5444	Skud_15.192	Smik_15.205	Spar_15.223	rna6287
OG0000855	rna313	SAKL-ORF3980	rna2217	Kwal_55.19922	rna825	Sbay_2.653	rna1429	Skud_4.753	Smik_4.756	Spar_4.847	rna6642
OG0000856	rna324	SAKL-ORF9732	rna47	Kwal_23.5297	rna3006	Sbay_15.45	rna5291	Skud_15.38	Smik_15.38	Spar_15.56	rna1748
OG0000857	rna333	SAKL-ORF6464	rna3691	Kwal_55.21839	rna4540	Sbay_8.129	rna5497	Skud_15.245	Smik_15.258	Spar_15.287	rna6325
OG0000858	rna337	SAKL-ORF6477	rna3686	Kwal_55.21816	rna326	Sbay_11.324	rna3744	Skud_11.325	Smik_11.351	Spar_11.380	rna4325
OG0000859	rna338	SAKL-ORF6479	rna3685	Kwal_55.21814	rna4543	Sbay_8.126	rna5494	Skud_15.242	Smik_15.255	Spar_15.284	rna4530
OG0000860	rna339	SAKL-ORF4605	rna3684	Kwal_55.21811	rna327	Sbay_11.323	rna3743	Skud_11.324	Smik_11.350	Spar_11.379	rna1058
OG0000861	rna341	SAKL-ORF4602	rna3682	Kwal_55.21797	rna336	Sbay_11.321	rna3741	Skud_11.322	Smik_11.348	Spar_11.376	rna6063
OG0000862	rna344	SAKL-ORF4596	rna3679	Kwal_55.21786	rna337	Sbay_8.124	rna5492	Skud_15.240	Smik_15.253	Spar_15.282	rna6163
OG0000863	rna345	SAKL-ORF4595	rna3678	Kwal_55.21783	rna4545	Sbay_8.123	rna5491	Skud_15.239	Smik_15.252	Spar_15.281	rna2076
OG0000864	rna347	SAKL-ORF4589	rna3676	Kwal_55.21778	rna332	Sbay_11.319	rna3739	Skud_11.320	Smik_11.346	Spar_11.374	rna1551
OG0000865	rna350	SAKL-ORF4585	rna3673	Kwal_55.21765	rna335	Sbay_11.316	rna3736	Skud_11.317	Smik_11.343	Spar_11.371	rna4317
OG0000866	rna351	SAKL-ORF4584	rna3672	Kwal_55.21757	rna4548	Sbay_8.120	rna5486	Skud_15.236	Smik_15.249	Spar_15.269	rna3546
OG0000867	rna352	SAKL-ORF8377	rna930	Kwal_27.10077	rna1362	Sbay_12.137	rna3316	Skud_10.271	Smik_10.333	Spar_10.322	rna5702
OG0000868	rna372	SAKL-ORF8611	rna5220	Kwal_0.384	rna2336	Sbay_6.97	rna1902	Skud_6.109	Smik_7.336	Spar_6.133	rna5934
OG0000869	rna379	SAKL-ORF8690	rna5194	Kwal_0.279	rna3042	Sbay_3.17	rna593	Skud_3.57	Smik_3.80	Spar_3.76	rna2804
OG0000870	rna386	SAKL-ORF427	rna2489	Kwal_47.17572	rna5743	Sbay_1.74	rna73	Skud_1.64	Smik_1.70	Spar_1.79	rna1393
OG0000871	rna391	SAKL-ORF438	rna2483	Kwal_47.17547	rna667	Sbay_7.276	rna2199	Skud_7.281	Smik_7.284	Spar_7.294	rna1515
OG0000872	rna392	SAKL-ORF440	rna2482	Kwal_47.17541	rna5746	Sbay_1.76	rna75	Skud_1.66	Smik_1.72	Spar_1.81	rna4712
OG0000873	rna399	SAKL-ORF2408	rna718	Kwal_23.4386	rna3283	Sbay_15.372	rna2757	Skud_8.236	Smik_8.256	Spar_8.269	rna4537
OG0000874	rna401	SAKL-ORF2413	rna720	Kwal_23.4378	rna3281	Sbay_15.375	rna2760	Skud_8.239	Smik_8.259	Spar_8.272	rna4291
OG0000875	rna405	SAKL-ORF2417	rna724	Kwal_23.4368	rna3276	Sbay_15.382	rna2767	Skud_8.244	Smik_8.269	Spar_8.286	rna6151
OG0000876	rna411	SAKL-ORF2436	rna730	Kwal_23.4343	rna4065	Sbay_7.556	rna2483	Skud_7.592	Smik_16.48	Spar_7.620	rna4621
OG0000877	rna413	SAKL-ORF2443	rna732	Kwal_23.4327	rna4302	Sbay_15.389	rna2773	Skud_8.252	Smik_8.275	Spar_8.294	rna830
OG0000878	rna414	SAKL-ORF2444	rna733	Kwal_23.4326	rna4323	Sbay_15.390	rna2774	Skud_8.253	Smik_8.276	Spar_8.295	rna4277
OG0000879	rna415	SAKL-ORF2447	rna734	Kwal_23.4318	rna4322	Sbay_15.391	rna2775	Skud_8.254	Smik_8.277	Spar_8.296	rna5300
OG0000880	rna416	SAKL-ORF2448	rna735	Kwal_23.4310	rna4321	Sbay_13.478	rna4785	Skud_13.461	Smik_13.504	Spar_13.485	rna2415
OG0000881	rna417	SAKL-ORF2451	rna736	Kwal_23.4306	rna4070	Sbay_7.559	rna2485	Skud_7.594	Smik_16.46	Spar_7.623	rna1394
OG0000882	rna420	SAKL-ORF2453	rna739	Kwal_23.4298	rna4071	Sbay_7.560	rna2486	Skud_7.595	Smik_16.45	Spar_7.624	rna887
OG0000883	rna422	SAKL-ORF2458	rna741	Kwal_23.4288	rna4318	Sbay_13.480	rna4787	Skud_13.463	Smik_13.506	Spar_13.488	rna2352
OG0000884	rna425	SAKL-ORF2464	rna744	Kwal_23.4272	rna4074	Sbay_7.564	rna2490	Skud_7.599	Smik_16.41	Spar_7.630	rna979
OG0000885	rna426	SAKL-ORF2466	rna745	Kwal_23.4267	rna4075	Sbay_7.565	rna2491	Skud_7.600	Smik_16.40	Spar_7.631	rna973
OG0000886	rna429	SAKL-ORF2469	rna747	Kwal_23.4253	rna4076	Sbay_7.566	rna2492	Skud_7.603	Smik_16.38	Spar_7.633	rna1692
OG0000887	rna430	SAKL-ORF2470	rna748	Kwal_23.4249	rna4314	Sbay_13.483	rna4790	Skud_13.467	Smik_13.509	Spar_13.491	rna3615
OG0000888	rna431	SAKL-ORF2471	rna749	Kwal_26.9422	rna4313	Sbay_13.484	rna4791	Skud_13.468	Smik_13.510	Spar_13.492	rna6391
OG0000889	rna435	SAKL-ORF2482	rna755	Kwal_26.9448	rna4311	Sbay_13.486	rna4793	Skud_13.470	Smik_13.512	Spar_13.494	rna4274
OG0000890	rna437	SAKL-ORF2486	rna757	Kwal_26.9457	rna4079, rna4309	Sbay_13.488	rna4795	Skud_13.472	Smik_13.515	Spar_13.496	
OG0000891	rna442	SAKL-ORF2498	rna762	Kwal_26.9477	rna3401	Sbay_13.490	rna4797	Skud_13.474	Smik_13.517	Spar_13.498	rna2981
OG0000892	rna443	SAKL-ORF2500	rna763	Kwal_26.9480	rna3400	Sbay_13.491	rna4798	Skud_13.475	Smik_13.518	Spar_13.499	rna2047
OG0000893	rna445	SAKL-ORF2504	rna765	Kwal_26.9488	rna3389	Sbay_13.506	rna4810	Skud_13.487	Smik_13.530	Spar_13.512	rna6561
OG0000894	rna449	SAKL-ORF13248	rna2082	Kwal_47.16776	rna662	Sbay_5.319	rna1790	Skud_5.325	Smik_5.357	Spar_5.383	rna787
OG0000895	rna450	SAKL-ORF13246	rna2081	Kwal_47.16779	rna2397	Sbay_5.320	rna1791	Skud_5.326	Smik_5.358	Spar_5.384	rna4762
OG0000896	rna462	SAKL-ORF9179	rna1147	Kwal_56.22985	rna5489	Sbay_4.279	rna265	Skud_2.162	Smik_2.170	Spar_2.194	rna6585
OG0000897	rna464	SAKL-ORF9175	rna1149	Kwal_56.22978	rna1085	Sbay_2.174	rna963	Skud_4.276	Smik_4.258	Spar_4.311	rna2846
OG0000898	rna468	SAKL-ORF8580	rna5239	Kwal_34.16287	rna920	Sbay_15.153	rna5396	Skud_15.142	Smik_15.151	Spar_15.168	rna1444
OG0000899	rna471	SAKL-ORF8576	rna5241	Kwal_34.16271	rna3204	Sbay_6.82	rna1883	Skud_6.93	Smik_7.315	Spar_6.110	rna4956
OG0000900	rna474	SAKL-ORF8564	rna5245	Kwal_34.16245	rna3202	Sbay_15.147	rna5391	Skud_15.137	Smik_15.145	Spar_15.163	rna5343
OG0000901	rna475	SAKL-ORF8561	rna5246	Kwal_34.16240	rna3201	Sbay_6.84	rna1881	Skud_6.95	Smik_7.313	Spar_6.108	rna4261
OG0000902	rna477	SAKL-ORF8559	rna5248	Kwal_34.16235	rna925	Sbay_15.145	rna5389	Skud_15.135	Smik_15.143	Spar_15.161	rna4949
OG0000903	rna478	SAKL-ORF8556	rna5249	Kwal_34.16232	rna926	Sbay_15.144	rna5388	Skud_15.134	Smik_15.142	Spar_15.160	rna3290
OG0000904	rna484	SAKL-ORF8539	rna5256	Kwal_34.16201	rna4827	Sbay_3.40	rna609	Skud_3.79	Smik_3.100	Spar_3.100	rna4349
OG0000905	rna494	SAKL-ORF8514	rna5265	Kwal_34.16159	rna873	Sbay_3.48	rna617	Skud_3.90	Smik_3.114	Spar_3.117	rna436
OG0000906	rna496	SAKL-ORF8511	rna5267	Kwal_YGOB_34.16151	rna4838	Sbay_5.59	rna1562	Skud_5.83	Smik_5.95	Spar_5.73	rna3440
OG0000907	rna497	SAKL-ORF8507	rna5268	Kwal_34.16145	rna4839	Sbay_5.61	rna1561	Skud_5.82	Smik_5.93	Spar_5.71	rna4286
OG0000908	rna498	SAKL-ORF8504	rna5269	Kwal_34.16142	rna870	Sbay_3.60	rna627	Skud_3.103	Smik_3.126	Spar_3.129	rna3376
OG0000909	rna503	SAKL-ORF8492	rna5273	Kwal_34.16121	rna4915	Sbay_5.67	rna1556	Skud_5.77	Smik_5.88	Spar_5.66	rna1733
OG0000910	rna504	SAKL-ORF8491	rna5274	Kwal_34.16119	rna867	Sbay_3.54	rna623	Skud_3.98	Smik_3.121	Spar_3.124	rna3203
OG0000911	rna505	SAKL-ORF6749	rna601	Kwal_33.14652	rna4729	Sbay_14.189	rna5002	Skud_14.183	Smik_14.178	Spar_14.189	rna3971
OG0000912	rna508	SAKL-ORF6754	rna599	Kwal_33.14656	rna4731	Sbay_14.187	rna5000	Skud_14.181	Smik_14.176	Spar_14.187	rna3962
OG0000913	rna509	SAKL-ORF6758	rna598	Kwal_33.14659	rna4732	Sbay_14.198	rna5013	Skud_14.191	Smik_14.187	Spar_14.198	rna377
OG0000914	rna512	SAKL-ORF6765	rna595	Kwal_33.14671	rna4735	Sbay_14.200	rna5015	Skud_14.193	Smik_14.189	Spar_14.200	rna5871
OG0000915	rna513	SAKL-ORF6768	rna594	Kwal_33.14675	rna4736	Sbay_14.201	rna5016	Skud_14.194	Smik_14.190	Spar_14.201	rna5208
OG0000916	rna514	SAKL-ORF6770	rna593	Kwal_33.14683	rna4737	Sbay_14.202	rna5017	Skud_14.195	Smik_14.191	Spar_14.202	rna5513
OG0000917	rna515	SAKL-ORF6771	rna592	Kwal_33.14687	rna4738	Sbay_14.203	rna5018	Skud_14.196	Smik_14.192	Spar_14.203	rna3472
OG0000918	rna520	SAKL-ORF3257	rna426	Kwal_33.15425	rna3338	Sbay_12.92	rna3273	Skud_10.231	Smik_10.287	Spar_10.279	rna2138
OG0000919	rna547	SAKL-ORF15065	rna4913	Kwal_14.1724	rna3491	Sbay_7.148	rna2083	Skud_7.152	Smik_7.152	Spar_7.159	rna4396
OG0000920	rna549	SAKL-ORF6161	rna3841	Kwal_47.19051	rna4477	Sbay_5.126	rna1610	Skud_5.138	Smik_5.152	Spar_5.165	rna1868
OG0000921	rna557	SAKL-ORF4184	rna3935	Kwal_47.18601	rna5209	Sbay_2.602	rna1380	Skud_4.701	Smik_4.700	Spar_4.794	rna5465
OG0000922	rna559	SAKL-ORF4178	rna3938	Kwal_30.12890	rna5210	Sbay_2.605	rna1383	Skud_4.704	Smik_4.703	Spar_4.797	rna4109
OG0000923	rna561	SAKL-ORF4173	rna3940	Kwal_47.18587	rna5212	Sbay_13.151	rna4455	Skud_13.141	Smik_13.141	Spar_13.143	rna586
OG0000924	rna564	Mod_transcript_64	rna3944	Kwal_47.18577	rna4203	Sbay_2.606	rna1384	Skud_4.705	Smik_4.704	Spar_4.798	rna3529
OG0000925	rna565	SAKL-ORF4163	rna3945	Kwal_47.18572	rna4204	Sbay_2.607	rna1385	Skud_4.706	Smik_4.705	Spar_4.800	rna2460
OG0000926	rna567	Mod_transcript_65	rna3947	Kwal_47.18564	rna5216	Sbay_13.146	rna4451	Skud_13.137	Smik_13.137	Spar_13.139	rna1240
OG0000927	rna568	SAKL-ORF4153	rna3948	Kwal_47.18555	rna4205	Sbay_2.609	rna1386	Skud_4.707	Smik_4.706	Spar_4.801	rna2130
OG0000928	rna569	Mod_transcript_66	rna3949	Kwal_47.18547	rna4206	Sbay_13.145	rna4450	Skud_13.136	Smik_13.136	Spar_13.138	rna991
OG0000929	rna570	SAKL-ORF4150	rna3950	Kwal_47.18543	rna4207	Sbay_2.610	rna1387	Skud_4.708	Smik_4.707	Spar_4.802	rna5166
OG0000930	rna574	SAKL-ORF4137	rna3954	Kwal_47.18520	rna4209, rna5219	Sbay_13.141		Skud_13.133	Smik_13.133	Spar_13.135	rna4890
OG0000931	rna578	SAKL-ORF4129	rna3958	Kwal_47.18509	rna5222	Sbay_13.138	rna4444	Skud_13.130	Smik_13.130	Spar_13.132	rna5958
OG0000932	rna588	SAKL-ORF4108	rna3967	Kwal_47.18470	rna4219	Sbay_2.623	rna1399	Skud_4.724	Smik_4.725	Spar_4.817	rna6112
OG0000933	rna589	SAKL-ORF4103	rna3968	Kwal_47.18464	rna4220	Sbay_2.624	rna1400	Skud_4.725	Smik_4.726	Spar_4.818	rna5562
OG0000934	rna593	SAKL-ORF4091	rna3972	Kwal_47.18442	rna4222	Sbay_2.627	rna1403	Skud_4.728	Smik_4.729	Spar_4.821	rna3594
OG0000935	rna596	SAKL-ORF4084	rna3975	Kwal_47.18431	rna5232	Sbay_13.129	rna4435	Skud_13.121	Smik_13.121	Spar_13.123	rna2322
OG0000936	rna597	SAKL-ORF4081	rna3976	Kwal_47.18430	rna4224	Sbay_2.629	rna1405	Skud_4.730	Smik_4.733	Spar_4.823	rna3198
OG0000937	rna598	SAKL-ORF4079	rna3977	Kwal_47.18417	rna4225	Sbay_2.630	rna1406	Skud_4.731	Smik_4.734	Spar_4.825	rna2055
OG0000938	rna601	SAKL-ORF4075	rna3980	Kwal_47.18389	rna4226	Sbay_2.631	rna1407	Skud_4.732	Smik_4.735	Spar_4.826	rna2897
OG0000939	rna609	SAKL-ORF15356	rna4799	Kwal_56.24158	rna3571	Sbay_7.128	rna2068	Skud_7.136	Smik_7.136	Spar_7.143	rna5060
OG0000940	rna613	SAKL-ORF15348	rna4803	Kwal_YGOB_56.24139	rna88	Sbay_16.89	rna5875	Skud_16.62	Smik_6.422	Spar_16.106	rna3237
OG0000941	rna615	SAKL-ORF15339	rna4805	Kwal_56.24132	rna90	Sbay_16.91	rna5877	Skud_16.64	Smik_6.420	Spar_16.108	rna6226
OG0000942	rna616	SAKL-ORF15337	rna4806	Kwal_56.24127	rna91	Sbay_16.92	rna5878	Skud_16.65	Smik_6.419	Spar_16.109	rna868
OG0000943	rna617	SAKL-ORF15336	rna4807	Kwal_56.24125	rna92	Sbay_16.93	rna5879	Skud_16.66	Smik_6.418	Spar_16.110	rna5450
OG0000944	rna618	SAKL-ORF15335	rna4808	Kwal_56.24115	rna3574	Sbay_7.132	rna2072	Skud_7.141	Smik_7.140	Spar_7.147	rna1081
OG0000945	rna619	SAKL-ORF15333	rna4809	Kwal_56.24113	rna3575	Sbay_7.133	rna2073	Skud_7.142	Smik_7.141	Spar_7.148	rna4084
OG0000946	rna620	SAKL-ORF15331	rna4810	Kwal_56.24111	rna3576	Sbay_7.134	rna2074	Skud_7.143	Smik_7.142	Spar_7.149	rna4268
OG0000947	rna621		rna4811	Kwal_56.24105	rna3577, rna93	Sbay_16.94		Skud_16.67	Smik_6.417	Spar_16.111	rna5119, rna6757
OG0000948	rna623	SAKL-ORF15326	rna4813	Kwal_56.24098	rna95	Sbay_16.96	rna5882	Skud_16.69	Smik_6.415	Spar_16.113	rna5735
OG0000949	rna625	SAKL-ORF15323	rna4815	Kwal_56.24091	rna2048	Sbay_16.97	rna5883	Skud_16.70	Smik_6.414	Spar_16.114	rna5732
OG0000950	rna629	SAKL-ORF15317	rna4819	Kwal_56.24078	rna3579	Sbay_7.204	rna2138	Skud_7.215	Smik_7.215	Spar_7.224	rna3923
OG0000951	rna631	SAKL-ORF15315	rna4821	Kwal_56.24071	rna98	Sbay_16.100	rna5886	Skud_16.73	Smik_6.411	Spar_16.117	rna2971
OG0000952	rna632	SAKL-ORF3006	rna2002	Kwal_23.4033	rna267	Sbay_11.35	rna3465	Skud_11.37	Smik_11.41	Spar_11.60	rna2617
OG0000953	rna633	SAKL-ORF3007	rna2001	Kwal_23.4035	rna5804	Sbay_10.532	rna4277	Skud_12.501	Smik_12.504	Spar_12.557	rna5361
OG0000954	rna639	SAKL-ORF3024	rna1994	Kwal_23.4076	rna262	Sbay_11.40	rna3470	Skud_11.42	Smik_11.46	Spar_11.65	rna2591
OG0000955	rna641	SAKL-ORF3038	rna1992	Kwal_23.4090	rna5801	Sbay_11.42	rna3473	Skud_11.44	Smik_11.48	Spar_11.67	rna2187
OG0000956	rna642	SAKL-ORF3040	rna1991	Kwal_23.4101	rna3704	Sbay_10.528	rna4272	Skud_12.496	Smik_12.498	Spar_12.551	rna4370
OG0000957	rna643	SAKL-ORF3042	rna1990	Kwal_23.4106	rna260	Sbay_11.43	rna3474	Skud_11.45	Smik_11.49	Spar_11.68	rna1436
OG0000958	rna644	SAKL-ORF3048	rna1988	Kwal_23.4111	rna5799	Sbay_10.526	rna4268	Skud_12.494	Smik_12.496	Spar_12.549	rna5942
OG0000959	rna645	SAKL-ORF3052	rna1987	Kwal_23.4118	rna5798	Sbay_10.525	rna4267	Skud_12.493	Smik_12.495	Spar_12.548	rna5944
OG0000960	rna646	SAKL-ORF3055	rna1986	Kwal_23.4124	rna259	Sbay_4.171	rna868	Skud_4.179	Smik_4.159	Spar_4.204	rna863
OG0000961	rna657	SAKL-ORF3084	rna1975	Kwal_23.4168	rna5791	Sbay_10.517	rna4259	Skud_12.485	Smik_12.487	Spar_12.538	rna2463
OG0000962	rna658	SAKL-ORF3085	rna1974	Kwal_23.4173	rna256	Sbay_4.177	rna874	Skud_4.184	Smik_4.164	Spar_4.209	rna2473
OG0000963	rna1819, rna660	SAKL-ORF13915	rna2751	Kwal_27.12335	rna1689, rna2591		rna5735	Skud_15.488	Smik_15.501	Spar_15.534	
OG0000964	rna662	SAKL-ORF2331	rna1972	Kwal_23.4187	rna5789	Sbay_10.515	rna4257	Skud_12.483	Smik_12.485	Spar_12.535	rna6253
OG0000965	rna664	SAKL-ORF2327	rna1970	Kwal_23.4194	rna5788	Sbay_10.514	rna4256	Skud_12.482	Smik_12.484	Spar_12.534	rna5424
OG0000966	rna665	SAKL-ORF2323	rna1969	Kwal_23.4198	rna5787	Sbay_10.513	rna4255	Skud_12.481	Smik_12.483	Spar_12.533	rna4771
OG0000967	rna670	SAKL-ORF4774	rna22	Kwal_23.5378	rna1588	Sbay_16.515	rna6278	Skud_16.487	Smik_16.447	Spar_16.558	rna1689
OG0000968	rna671	SAKL-ORF4769	rna20	Kwal_23.5395	rna1591	Sbay_16.517	rna6280	Skud_16.489	Smik_16.449	Spar_16.560	rna2698
OG0000969	rna672	SAKL-ORF4765	rna19	Kwal_23.5400	rna1592	Sbay_16.518	rna6281	Skud_16.490	Smik_16.450	Spar_16.561	rna2597
OG0000970	rna675	SAKL-ORF4760	rna17	Kwal_23.5408	rna1595	Sbay_16.521	rna6284	Skud_16.493	Smik_16.453	Spar_16.564	rna6809
OG0000971	rna676	SAKL-ORF4757	rna16	Kwal_23.5415	rna1596	Sbay_16.522	rna6285	Skud_16.494	Smik_16.454	Spar_16.565	rna1843
OG0000972	rna677	SAKL-ORF4755	rna15	Kwal_23.5419	rna1597	Sbay_16.523	rna6286	Skud_16.495	Smik_16.455	Spar_16.566	rna5697
OG0000973	rna679	SAKL-ORF13256	rna2086	Kwal_47.16751	rna658	Sbay_15.410	rna2792	Skud_8.271	Smik_8.294	Spar_8.313	rna2276
OG0000974	rna684	SAKL-ORF13265	rna2090	Kwal_47.16741	rna654	Sbay_12.237	rna3412	Skud_10.368	Smik_10.438	Spar_10.429	rna4855
OG0000975	rna686	SAKL-ORF2761	rna2092	Kwal_47.16733	rna5860	Sbay_12.235	rna3410	Skud_10.366	Smik_10.436	Spar_10.427	rna732
OG0000976	rna687	SAKL-ORF2762	rna2093	Kwal_47.16732	rna653	Sbay_15.405	rna2789	Skud_8.268	Smik_8.291	Spar_8.310	rna2211
OG0000977	rna688	SAKL-ORF2763	rna2094	Kwal_47.16730	rna5861	Sbay_12.234	rna3409	Skud_10.365	Smik_10.435	Spar_10.426	rna3698
OG0000978	rna689	SAKL-ORF2765	rna2095	Kwal_47.16725	rna5862	Sbay_12.233	rna3408	Skud_10.364	Smik_10.434	Spar_10.425	rna5243
OG0000979	rna691	SAKL-ORF2771	rna2097	Kwal_47.16709	rna5863	Sbay_12.230	rna3406	Skud_10.362	Smik_10.432	Spar_10.423	rna5330
