Orthogroup	s_cerevisiae_proteins	l_kluyveri_v2_proteins
OG0003101	rna5959	SAKL-ORF1914
OG0003102	rna5637	SAKL-ORF1916
OG0003103	rna5644	SAKL-ORF1935
OG0003105	rna5652	SAKL-ORF1960
OG0003106	rna1854	SAKL-ORF14284
OG0003107	rna1853	SAKL-ORF14292
OG0003109	rna2725	SAKL-ORF6690
OG0003110	rna4989	SAKL-ORF6688
OG0003111	rna4987	SAKL-ORF6684
OG0003112	rna2726	SAKL-ORF6683
OG0003113	rna4986	SAKL-ORF6681
OG0003114	rna4985	SAKL-ORF6680
OG0003115	rna4984	SAKL-ORF6675
OG0003116	rna4981	SAKL-ORF6669
OG0003117	rna4975	SAKL-ORF6647
OG0003118	rna4968	SAKL-ORF6624
OG0003119	rna1236	SAKL-ORF3612
OG0003121	rna4671	SAKL-ORF15431
OG0003122	rna6170	SAKL-ORF13661
OG0003123	rna6169	SAKL-ORF13662
OG0003124	rna350	SAKL-ORF13664
OG0003125	rna997	SAKL-ORF9327
OG0003126	rna1723	SAKL-ORF183
OG0003127	rna2627	SAKL-ORF3587
OG0003128	rna2419	SAKL-ORF3229
OG0003129	rna3267	SAKL-ORF3428
OG0003130	rna3265	SAKL-ORF3416
OG0003132	rna4652	SAKL-ORF7343
OG0003133	rna4361	SAKL-ORF9524
OG0003136	rna4311	SAKL-ORF4842
OG0003137	rna3391	SAKL-ORF4843
OG0003138	rna3373	SAKL-ORF4873
OG0003139	rna3374	SAKL-ORF4929
OG0003140	rna4997	SAKL-ORF6722
OG0003141	rna2719	SAKL-ORF6706
OG0003143	rna4489	SAKL-ORF8271
OG0003144	rna4656	SAKL-ORF15372
OG0003145	rna1933	SAKL-ORF6294
OG0003146	rna1201	SAKL-ORF1525
OG0003147	rna1200	SAKL-ORF1520
OG0003148	rna1199	SAKL-ORF1515
OG0003150	rna6066	SAKL-ORF1483
OG0003151	rna6074	SAKL-ORF1477
OG0003152	rna783	SAKL-ORF5286
OG0003153	rna4061	SAKL-ORF5290
OG0003154	rna2	SAKL-ORF15467
OG0003155	rna4676	SAKL-ORF15464
OG0003156	rna4675	SAKL-ORF15458
OG0003158	rna5848	SAKL-ORF15456
OG0003159	rna5850	SAKL-ORF15452
OG0003160	rna2657	SAKL-ORF3780
OG0003161	rna1274	SAKL-ORF3786
OG0003162	rna1275	SAKL.mRNA.215ET.p
OG0003163	rna2660	SAKL-ORF3796
OG0003164	rna2607	SAKL-ORF3576
OG0003166	rna1587	SAKL-ORF5915
OG0003167	rna2997	SAKL-ORF5913
OG0003168	rna1585	SAKL-ORF5909
OG0003169	rna1579	SAKL-ORF5896
OG0003170	rna1575	SAKL-ORF5885
OG0003171	rna2993	SAKL-ORF5880
OG0003172	rna1571	SAKL-ORF5873
OG0003173	rna2991	SAKL-ORF5871
OG0003174	rna1568	SAKL-ORF5857
OG0003176	rna4476	SAKL-ORF5824
OG0003177	rna5434	SAKL-ORF5822
OG0003178	rna2543	SAKL-ORF5815
OG0003179	rna2295	SAKL-ORF5809
OG0003180	rna2296	SAKL-ORF5803
OG0003181	rna6195	SAKL-ORF5798
OG0003183	rna6200	SAKL-ORF5766
OG0003184	rna6202	SAKL-ORF5757
OG0003185	rna6203	SAKL-ORF5748
OG0003186	rna2310	SAKL-ORF5743
OG0003187	rna2312	SAKL-ORF5739
OG0003189	rna2314	SAKL-ORF5737
OG0003190	rna6210	SAKL-ORF5713
OG0003191	rna2323	SAKL-ORF5711
OG0003192	rna477	SAKL-ORF5705
OG0003193	rna479	SAKL-ORF5697
OG0003194	rna2974	SAKL-ORF5679
OG0003196	TCONS_novel_00000195-1	SAKL-ORF5650
OG0003197	rna1090	SAKL-ORF1128
OG0003198	rna3958	SAKL-ORF1136
OG0003199	rna3961	SAKL-ORF1146
OG0003200	rna3963	SAKL-ORF1170
OG0003201	rna1102	SAKL-ORF1176
OG0003202	rna1105	SAKL-ORF1180
OG0003203	rna3965	SAKL-ORF1181
OG0003204	rna3966	SAKL-ORF1185
OG0003205	rna3969	SAKL-ORF1189
OG0003206	rna3972	SAKL-ORF1198
OG0003207	rna1108	SAKL-ORF1204
OG0003208	rna3975	SAKL-ORF1207
OG0003209	rna3979	SAKL-ORF1226
OG0003210	rna1124	SAKL-ORF1279
OG0003211	rna1125	SAKL-ORF1281
OG0003212	rna4026	SAKL-ORF1282
OG0003213	rna1131	SAKL-ORF1299
OG0003214	rna1134	SAKL-ORF1313
OG0003216	rna1141	SAKL-ORF1329
OG0003217	rna1143	SAKL-ORF1331
OG0003218	rna1146	SAKL-ORF1342
OG0003219	rna1147	SAKL-ORF1343
OG0003220	rna725	SAKL-ORF6578
OG0003221	rna4952	SAKL-ORF6575
OG0003222	rna4948	SAKL-ORF6557
OG0003223	rna721	SAKL-ORF6554
OG0003224	rna4947	SAKL-ORF6553
OG0003225	rna4944	SAKL-ORF6548
OG0003226	rna4942	SAKL-ORF6542
OG0003227	rna4941	SAKL-ORF6538
OG0003228	rna4938	SAKL-ORF6528
OG0003229	rna715	SAKL-ORF6521
OG0003230	rna4926	SAKL-ORF6499
OG0003231	rna4924	SAKL-ORF6482
OG0003232	rna4923	SAKL-ORF4612
OG0003233	rna4920	SAKL-ORF4626
OG0003234	rna3051	SAKL-ORF14761
OG0003235	rna2530	SAKL-ORF32
OG0003236	rna3786	SAKL-ORF45
OG0003237	rna2536	SAKL-ORF66
OG0003238	rna2537	SAKL-ORF67
OG0003240	rna3794	SAKL-ORF75
OG0003241	rna1758	SAKL-ORF793
OG0003242	rna1023	SAKL-ORF785
OG0003243	rna1754	SAKL-ORF781
OG0003244	rna890	SAKL-ORF2254
OG0003245	rna891	Mod_transcript_77
OG0003246	rna4636	SAKL-ORF7403
OG0003247	rna848	SAKL-ORF7391
OG0003248	rna4638	SAKL-ORF7390
OG0003249	rna847	SAKL-ORF7387
OG0003250	rna4643	SAKL-ORF7376
OG0003252	rna4646	SAKL-ORF7358
OG0003253	rna5204	SAKL-ORF15725
OG0003254	rna5258	SAKL-ORF9593
OG0003255	rna4832	SAKL-ORF9609
OG0003256	rna4833	SAKL-ORF9614
OG0003257	rna4834	SAKL-ORF9615
OG0003258	rna4836	SAKL-ORF9629
OG0003259	rna1323	SAKL-ORF4422
OG0003260	rna1324	SAKL-ORF4415
OG0003261	rna5537	SAKL-ORF4408
OG0003262	rna1328	SAKL-ORF4401
OG0003263	rna5543	SAKL-ORF4376
OG0003264	rna1344	SAKL-ORF4344
OG0003265	rna5551	SAKL-ORF4332
OG0003266	rna5552	SAKL-ORF4330
OG0003267	rna5553	SAKL-ORF4329
OG0003268	rna5559	SAKL-ORF4318
OG0003269	rna2353	SAKL-ORF6114
OG0003270	rna2352	SAKL-ORF6113
OG0003271	rna6243	SAKL-ORF6099
OG0003272	rna2348	SAKL-ORF6091
OG0003273	rna6239	SAKL-ORF6089
OG0003274	rna2347	SAKL-ORF6081
OG0003275	rna1088	SAKL-ORF950
OG0003276	rna1087	SAKL-ORF1105
OG0003277	rna2954	SAKL-ORF5608
OG0003278	rna2952	SAKL-ORF5595
OG0003279	rna2950	SAKL-ORF5584
OG0003280	rna6237	SAKL-ORF6067
OG0003281	rna2343	SAKL-ORF6064
OG0003282	rna2342	SAKL-ORF6063
OG0003283	rna2341	SAKL-ORF6060
OG0003284	rna6274	SAKL-ORF4785
OG0003286	rna4250	SAKL-ORF2312
OG0003287	rna4245	SAKL-ORF2297
OG0003289	rna4243	SAKL-ORF2294
OG0003290	rna884	SAKL-ORF2290
OG0003291	rna6136	SAKL-ORF4938
OG0003293	rna169	SAKL-ORF4875
OG0003294	rna165	SAKL-ORF4884
OG0003295	rna164	SAKL-ORF4886
OG0003298	rna3353	SAKL-ORF4981
OG0003299	rna3351	SAKL-ORF4990
OG0003300	rna6126	SAKL-ORF5019
OG0003301	rna3347	SAKL-ORF5020
OG0003302	rna3346	SAKL-ORF5023
OG0003303	rna106	SAKL-ORF5026
OG0003304	rna110	Mod_transcript_56
OG0003305	rna6117	SAKL-ORF5050
OG0003306	rna6115	SAKL-ORF5060
OG0003307	rna1712	SAKL-ORF5096
OG0003308	rna1709	SAKL-ORF5104
OG0003309	rna5270	SAKL-ORF9649
OG0003310	rna4849	SAKL-ORF9672
OG0003311	rna4847	SAKL-ORF9669
OG0003312	rna5274	SAKL-ORF9667
OG0003313	rna5280	SAKL-ORF9692
OG0003314	rna3592	TCONS_novel_00000286_1-frame_2
OG0003315	rna4495	SAKL-ORF8248
OG0003316	rna4494	SAKL-ORF8250
OG0003317	rna2853	SAKL-ORF7020
OG0003318	rna5076	SAKL-ORF7016
OG0003319	rna2852	SAKL-ORF7010
OG0003320	rna5075	SAKL-ORF7001
OG0003321	rna2851	SAKL-ORF6992
OG0003322	rna5074	SAKL-ORF6993
OG0003323	rna3633	SAKL-ORF2670
OG0003324	rna2906	SAKL-ORF7238
OG0003325	rna5144	SAKL-ORF7261
OG0003326	rna826	SAKL-ORF7266
OG0003327	rna5145	SAKL.mRNA.178NJ.m
OG0003328	rna2052	SAKL-ORF7273
OG0003329	rna2054	SAKL-ORF7279
OG0003330	rna833	SAKL-ORF7307
OG0003331	rna834	SAKL-ORF7308
OG0003332	rna2058	SAKL-ORF7313
OG0003333	rna836	SAKL-ORF7317
OG0003334	rna5439	SAKL-ORF4002
OG0003335	rna5440	SAKL-ORF4003
OG0003336	rna5441	Sakl0G.mRNA.661.p
OG0003337	rna3834	SAKL-ORF3456
OG0003338	rna3833	SAKL-ORF3455
OG0003339	rna3830	SAKL-ORF3448
OG0003340	rna3831	SAKL-ORF3445
OG0003341	rna3276	SAKL-ORF3236
OG0003342	rna6135	SAKL-ORF4945
OG0003343	rna1751	SAKL-ORF769
OG0003344	rna1749	SAKL-ORF765
OG0003345	rna1018	SAKL-ORF761
OG0003346	rna1017	SAKL-ORF758
OG0003347	rna1012	SAKL-ORF742
OG0003348	rna193	SAKL-ORF694
OG0003349	rna200	SAKL-ORF521
OG0003350	rna2175	SAKL-ORF549
OG0003351	rna2172	SAKL-ORF559
OG0003352	rna4355	SAKL-ORF9362
OG0003353	rna4761	SAKL-ORF9360
OG0003354	rna4760	SAKL-ORF9359
OG0003355	rna4357	SAKL-ORF9354
OG0003356	rna4757	SAKL-ORF9352
OG0003357	rna325	SAKL-ORF13777
OG0003358	rna323	SAKL-ORF13785
OG0003359	rna6143	SAKL-ORF13788
OG0003360	rna2539	SAKL-ORF77
OG0003361	rna3498	SAKL-ORF3554
OG0003363	rna3223	SAKL-ORF3543
OG0003364	rna3221	SAKL-ORF3539
OG0003365	rna1861	SAKL-ORF14265
OG0003366	rna3516	SAKL-ORF7605
OG0003367	rna180	SAKL-ORF13844
OG0003368	rna302	SAKL-ORF13890
OG0003369	rna1263	SAKL-ORF3730
OG0003370	rna4867	SAKL-ORF9758
OG0003371	rna900	SAKL-ORF10542
OG0003372	rna5338	SAKL-ORF10537
OG0003373	rna1718	SAKL-ORF211
OG0003374	rna3510	SAKL-ORF3506
OG0003375	rna3665	SAKL-ORF14788
OG0003376	rna1876	SAKL-ORF14208
OG0003377	rna1871	SAKL-ORF14217
OG0003378	rna6089	SAKL-ORF14218
OG0003379	rna839	SAKL-ORF7325
OG0003380	rna2059	SAKL-ORF7319
OG0003381	rna3699	SAKL-ORF10946
OG0003382	rna3139	SAKL-ORF10957
OG0003383	rna3702	SAKL-ORF10970
OG0003384	rna3136	SAKL-ORF11016
OG0003385	rna3126	SAKL-ORF11134
OG0003386	rna3125	SAKL-ORF11146
OG0003387	rna2463	SAKL-ORF2343
OG0003388	rna2744	SAKL-ORF2342
OG0003389	rna2461	SAKL-ORF2334
OG0003390	rna2735	SAKL-ORF3112
OG0003391	rna2734	SAKL-ORF3113
OG0003392	rna2448	SAKL-ORF3119
OG0003393	rna2733	SAKL-ORF3124
OG0003394	rna3877	SAKL-ORF3150
OG0003395	rna2430	SAKL-ORF3189
OG0003396	rna3287	SAKL-ORF3193
OG0003397	rna3286	SAKL-ORF3194
OG0003398	rna3283	SAKL-ORF3205
OG0003401	rna5452	SAKL-ORF3945
OG0003402	rna1213	SAKL-ORF3952
OG0003403	rna5446	SAKL-ORF3953
OG0003405	rna1203	SAKL-ORF3974
OG0003406	rna1281	SAKL-ORF3816
OG0003407	rna2664	SAKL-ORF3818
OG0003408	rna1282	SAKL-ORF3821
OG0003409	rna2666	SAKL-ORF3832
OG0003410	rna2667	SAKL-ORF3834
OG0003411	rna3024	SAKL-ORF2676
OG0003412	rna3640	SAKL-ORF2684
OG0003413	rna3023	SAKL-ORF2690
OG0003414	rna3644	SAKL-ORF2699
OG0003416	rna4549	SAKL-ORF14738
OG0003417	rna2572	SAKL-ORF14758
OG0003418	rna5911	SAKL-ORF15201
OG0003419	rna2112	SAKL-ORF15213
OG0003420	rna5906	SAKL-ORF15222
OG0003421	rna5801, rna5814	SAKL-ORF15253
OG0003422	rna5898	SAKL-ORF15261
OG0003423	rna2125	SAKL-ORF15274
OG0003424	rna779	SAKL-ORF5270
OG0003425	rna4054	SAKL-ORF5268
OG0003426	rna778	SAKL-ORF5261
OG0003427	rna776	SAKL-ORF5251
OG0003428	rna4050	SAKL-ORF5249
OG0003429	rna1687	SAKL-ORF5197
OG0003430	rna1688	SAKL-ORF5195
OG0003432	rna148	SAKL-ORF5177
OG0003433	rna147	SAKL-ORF5176
OG0003434	rna143	Sakl0F.mRNA.pd.2.m
OG0003435	rna133	SAKL-ORF5143
OG0003436	rna1705	SAKL-ORF5124
OG0003437	rna1707	SAKL-ORF5118
OG0003438	rna4837	SAKL-ORF9637
OG0003439	rna5534	SAKL-ORF4428
OG0003440	rna5533	SAKL-ORF4430
OG0003441	rna1313	SAKL-ORF4441
OG0003442	rna2695	SAKL-ORF4444
OG0003443	rna1312	SAKL-ORF4448
OG0003444	rna2692	SAKL-ORF4450
OG0003445	rna2691	SAKL-ORF4451
OG0003446	rna1308	SAKL-ORF4458
OG0003447	rna1307	SAKL-ORF4461
OG0003448	rna2686	SAKL-ORF4470
OG0003449	rna1304	SAKL-ORF4472
OG0003450	rna5454	SAKL-ORF4484
OG0003451	rna4626	SAKL-ORF7472
OG0003452	rna1542	SAKL-ORF8429
OG0003454	rna1544	SAKL-ORF8441
OG0003455	rna3304	SAKL-ORF8447
OG0003456	rna1550	Mod_transcript_37
OG0003457	rna3298	SAKL-ORF8472
OG0003458	rna428	SAKL-ORF1613
OG0003459	rna6029	SAKL-ORF1650
OG0003460	rna426	SAKL-ORF1643
OG0003461	rna6024	SAKL-ORF1652
OG0003462	rna6022	SAKL-ORF1657
OG0003463	rna6021	SAKL-ORF1658
OG0003464	rna6020	SAKL-ORF1660
OG0003467	rna6011	SAKL-ORF1706
OG0003468	rna405	SAKL-ORF1719
OG0003470	rna399	SAKL-ORF1746
OG0003471	rna397	SAKL-ORF1754
OG0003472	rna5993	SAKL-ORF1762
OG0003473	rna5992	SAKL-ORF1763
OG0003474	rna5990	SAKL-ORF1766
OG0003475	rna388	SAKL-ORF1793
OG0003476	rna5985	SAKL-ORF1794
OG0003477	rna5984	SAKL-ORF1801
OG0003478	rna15	SAKL-ORF8132
OG0003479	rna5780	SAKL-ORF8131
OG0003480	rna5784	SAKL-ORF8124
OG0003481	rna5786	SAKL-ORF8115
OG0003482	rna12	SAKL-ORF8111
OG0003483	rna11	SAKL-ORF8107
OG0003484	rna5983	SAKL-ORF1803
OG0003485	rna5980	SAKL-ORF1808
OG0003486	rna5615	SAKL-ORF1815
OG0003487	rna5979	SAKL-ORF1810
OG0003488	rna5977	SAKL-ORF1828
OG0003489	rna5620	SAKL-ORF1838
OG0003490	rna5975	SAKL-ORF1839
OG0003491	rna5970	SAKL-ORF1853
OG0003492	rna5971	SAKL-ORF1855
OG0003493	rna5622	SAKL-ORF1858
OG0003494	rna488	SAKL-ORF8934
OG0003495	rna489	SAKL-ORF8931
OG0003496	rna499	SAKL-ORF8928
OG0003497	rna497	SAKL-ORF8922
OG0003498	rna3209	SAKL-ORF8912
OG0003499	rna3203	SAKL-ORF8886
OG0003500	rna3198	SAKL-ORF8872
OG0003501	rna500	SAKL-ORF8859
OG0003502	rna3193	SAKL-ORF8852
OG0003503	rna3192	SAKL-ORF8848
OG0003504	rna503	SAKL-ORF8847
OG0003505	rna504	SAKL-ORF8846
OG0003506	rna487	SAKL-ORF8841
OG0003507	rna483	SAKL-ORF8826
OG0003508	rna1908	SAKL-ORF8823
OG0003509	rna39	SAKL-ORF13452
OG0003510	rna5746	SAKL-ORF13453
OG0003511	rna5743	SAKL-ORF13463
OG0003512	rna1426	SAKL-ORF3987
OG0003513	rna371	SAKL-ORF10141
OG0003514	rna3150	SAKL-ORF9096
OG0003515	rna4577	SAKL-ORF7691
OG0003516	rna4807	SAKL-ORF2513
OG0003517	rna4808	SAKL-ORF2512
OG0003518	rna5088	SAKL-ORF7087
OG0003519	rna5100	SAKL-ORF7141
OG0003520	rna2878	SAKL-ORF7146
OG0003522	rna5103	SAKL-ORF7150
OG0003523	rna5109	SAKL-ORF7175
OG0003524	rna5113	SAKL-ORF7179
OG0003525	rna2894	SAKL-ORF7194
OG0003526	rna518	SAKL-ORF9572
OG0003527	rna972	SAKL-ORF9210
OG0003528	rna271	SAKL-ORF9200
OG0003529	rna2866	SAKL-ORF7074
OG0003530	rna2863	SAKL-ORF7057
OG0003531	rna2858	SAKL-ORF7043
OG0003533	rna4069	SAKL-ORF5344
OG0003534	rna4070	SAKL-ORF12275, SAKL-ORF5346
OG0003535	rna803	SAKL-ORF5351
OG0003536	rna805	SAKL-ORF5356
OG0003537	rna806	SAKL-ORF5360
OG0003538	rna761	SAKL-ORF5382
OG0003539	rna763	SAKL-ORF5387
OG0003540	rna813	SAKL-ORF5394
OG0003541	rna818	SAKL-ORF5410
OG0003542	rna769	SAKL-ORF5411
OG0003543	rna772	SAKL-ORF5428
OG0003544	rna2915	SAKL-ORF5444
OG0003545	rna648	SAKL-ORF15585
OG0003546	rna4694	SAKL-ORF15537
OG0003547	rna5169	SAKL-ORF15535
OG0003548	rna5168	SAKL-ORF15530
OG0003549	rna5838	SAKL-ORF15513
OG0003550	rna2104	SAKL-ORF15158
OG0003551	rna465	SAKL-ORF15134
OG0003552	rna678	Mod_transcript_2
OG0003553	rna677	SAKL-ORF15680
OG0003554	rna852	SAKL-ORF7404
OG0003555	rna4635	SAKL-ORF7409
OG0003556	rna4631	SAKL-ORF7422
OG0003557	rna4628	SAKL-ORF7429
OG0003558	rna5361	SAKL-ORF13514
OG0003559	rna5366	SAKL-ORF13527
OG0003560	rna5369	SAKL-ORF13539
OG0003561	rna5379	SAKL-ORF13550
OG0003562	rna60	SAKL-ORF13560
OG0003563	rna63	SAKL-ORF13570
OG0003564	rna2291	SAKL-ORF13595
OG0003565	rna236	SAKL-ORF9800
OG0003566	rna5725	SAKL-ORF13957
OG0003567	rna5726	SAKL-ORF13952
OG0003568	rna5729	SAKL-ORF13942
OG0003569	rna5730	SAKL-ORF13939
OG0003570	rna4737	SAKL-ORF13934
OG0003572	rna3886	SAKL-ORF14349
OG0003573	rna3887	SAKL-ORF14384
OG0003574	rna1837	SAKL-ORF14396
OG0003575	rna1836	SAKL-ORF14400
OG0003576	rna2015	SAKL-ORF144
OG0003577	rna1735	SAKL-ORF716
OG0003578	rna2370	SAKL-ORF335
OG0003579	rna2163	SAKL-ORF336
OG0003580	rna448	SAKL-ORF15039
OG0003581	rna449	SAKL-ORF15042
OG0003582	rna2081	SAKL-ORF15062
OG0003583	rna1998	SAKL-ORF6147
OG0003584	rna6255	SAKL-ORF6132
OG0003585	rna681	SAKL-ORF15711
OG0003587	rna5200	SAKL-ORF15688
OG0003588	rna463	SAKL-ORF15121
OG0003589	rna2090	SAKL-ORF15092
OG0003590	rna455	Mod_transcript_5
OG0003591	rna2089	SAKL-ORF15085
OG0003592	rna2827	SAKL-ORF6379
OG0003593	rna2829	SAKL-ORF6384
OG0003594	rna3757	SAKL-ORF6385
OG0003595	rna3756	SAKL-ORF6390
OG0003597	rna5657	SAKL-ORF1988
OG0003598	rna5945	SAKL-ORF1972
OG0003599	rna5946	SAKL-ORF1969
OG0003600	rna1083	SAKL-ORF1091
OG0003601	rna1082	SAKL-ORF1088
OG0003602	rna298	SAKL-ORF9326
OG0003603	rna296	SAKL-ORF9297
OG0003604	rna1787	SAKL-ORF925
OG0003605	rna1050	SAKL-ORF904
OG0003606	rna5148	SAKL-ORF8739
OG0003607	rna585	SAKL-ORF8726
OG0003608	rna2007	SAKL-ORF122
OG0003609	rna187	SAKL-ORF712
OG0003610	rna1010	SAKL-ORF734
OG0003611	rna598	SAKL-ORF8672
OG0003612	rna596	SAKL-ORF8693
OG0003613	rna3825	SAKL-ORF3402
OG0003614	rna1163	SAKL-ORF1383
OG0003615	rna4082	SAKL-ORF1388
OG0003616	rna4081	SAKL-ORF1391
OG0003617	rna1166	SAKL-ORF1392
OG0003618	rna4078	SAKL-ORF1397
OG0003619	rna4076	SAKL-ORF1401
OG0003620	rna4074	SAKL-ORF1408
OG0003621	rna3551	SAKL-ORF7754
OG0003622	rna3548	SAKL-ORF7744
OG0003623	rna3547	SAKL-ORF7734
OG0003624	rna3544	SAKL-ORF7721
OG0003625	rna4566	SAKL-ORF7720
OG0003626	rna4567	SAKL-ORF7719
OG0003627	rna4572	SAKL-ORF7707
OG0003628	rna4573	SAKL-ORF7703
OG0003629	rna3164	SAKL-ORF9054
OG0003630	rna3167	SAKL-ORF9044
OG0003631	rna3678	SAKL-ORF9025
OG0003632	rna1768	SAKL-ORF837
OG0003633	rna1767	SAKL-ORF835
OG0003634	rna1036	SAKL-ORF833
OG0003635	rna2386	SAKL-ORF3288
OG0003636	rna5341	SAKL-ORF10505
OG0003637	rna936	SAKL-ORF9807
OG0003638	rna938	SAKL-ORF9810
OG0003639	rna3245	SAKL-ORF3300
OG0003641	rna2401	SAKL-ORF3328
OG0003642	rna2396	SAKL-ORF3344
OG0003643	rna3852	SAKL-ORF3356
OG0003644	rna3849	SAKL-ORF3377
OG0003645	rna3846	SAKL-ORF3383
OG0003646	rna3261	SAKL-ORF3390
OG0003647	rna3820	SAKL-ORF3393
OG0003648	rna49	SAKL-ORF13499
OG0003649	rna5463	SAKL.mRNA.256GF.m
OG0003650	rna3723	SAKL-ORF4527
OG0003651	rna5469	SAKL-ORF4538
OG0003652	rna5471	SAKL-ORF4547
OG0003653	rna5475	SAKL-ORF4554
OG0003654	rna5476	SAKL-ORF4556
OG0003656	rna5482	SAKL-ORF4576
OG0003657	rna1525	SAKL-ORF8380
OG0003658	rna1529	SAKL-ORF8394
OG0003659	rna1532	SAKL-ORF8403
OG0003660	rna867	SAKL-ORF7503
OG0003661	rna4619	SAKL-ORF15045, SAKL-ORF7511
OG0003662	rna4617	SAKL-ORF7513
OG0003663	rna4615	SAKL-ORF7520
OG0003664	rna3863	SAKL-ORF7538
OG0003665	rna4609	SAKL-ORF7554
OG0003666	rna4607	SAKL-ORF7561
OG0003667	rna2967	SAKL-ORF5629
OG0003668	rna2372	SAKL-ORF325
OG0003669	rna281	SAKL-ORF9242
OG0003670	rna979	SAKL-ORF9226
OG0003671	rna995	SAKL-ORF9279
OG0003672	rna292	SAKL-ORF9285
OG0003673	rna1057	SAKL-ORF945
OG0003674	rna1058	SAKL-ORF962
OG0003675	rna1060	SAKL-ORF968
OG0003676	rna1064	SAKL-ORF975
OG0003677	rna1065	SAKL-ORF977
OG0003678	rna1069	SAKL-ORF989
OG0003679	rna3922	SAKL-ORF997
OG0003680	rna3923	SAKL-ORF1004
OG0003681	rna1071	SAKL-ORF1008
OG0003682	rna1073	SAKL-ORF1018
OG0003683	rna3932	SAKL-ORF1045
OG0003684	rna3936	SAKL-ORF1064
OG0003685	rna1078	SAKL-ORF1066
OG0003687	rna4119	SAKL-ORF7834
OG0003688	rna4118	SAKL-ORF7835
OG0003689	rna2371	SAKL-ORF346
OG0003690	rna1151	SAKL-ORF1356
OG0003691	rna1150	SAKL-ORF1354
OG0003692	rna726	SAKL-ORF6586
OG0003693	rna730	SAKL-ORF6602
OG0003694	rna4963	SAKL-ORF6605
OG0003695	rna3692	SAKL-ORF9121
OG0003696	rna2630	SAKL-ORF3580
OG0003697	rna2422	SAKL-ORF3220
OG0003698	rna3282	SAKL-ORF3216
OG0003699	rna1300	SAKL-ORF3931
OG0003700	rna1298	SAKL-ORF3924
OG0003701	rna2169	SAKL-ORF582
OG0003702	rna2030	SAKL-ORF233
OG0003703	rna3247	SAKL-ORF3285
OG0003704	rna4032	SAKL-ORF8770
OG0003705	rna4113	SAKL-ORF8795
OG0003706	rna5754	SAKL-ORF13414
OG0003707	rna5526	SAKL-ORF6861
OG0003708	rna5528	SAKL-ORF6842
OG0003709	rna2698	SAKL-ORF6821
OG0003710	rna2700	SAKL-ORF6816
OG0003711	rna5029	SAKL-ORF6799
OG0003712	rna2703	SAKL-ORF6795
OG0003714	rna2704	SAKL-ORF6792
OG0003715	rna2706	SAKL-ORF6783
OG0003716	rna5020	SAKL-ORF6780
OG0003717	rna5720	SAKL-ORF13973
OG0003718	rna5713	SAKL-ORF14001
OG0003719	rna1843	SAKL-ORF14340
OG0003720	rna1845	SAKL-ORF14324
OG0003721	rna3882	SAKL-ORF14321
OG0003722	rna2545	SAKL-ORF8282
OG0003723	rna2546	SAKL-ORF8287
OG0003724	rna2552	SAKL-ORF14684
OG0003725	rna2555	SAKL-ORF14703
OG0003726	rna2561	SAKL-ORF14713
OG0003727	rna2573	SAKL-ORF2717
OG0003728	rna4547	SAKL-ORF2727
OG0003729	rna4546	SAKL-ORF2730
OG0003730	rna4545	SAKL-ORF2733
OG0003731	rna4543	SAKL-ORF2745
OG0003732	rna3573	SAKL-ORF13272
OG0003733	rna4535	SAKL-ORF13285
OG0003734	rna4532	SAKL-ORF13293
OG0003735	rna3581	SAKL-ORF13296
OG0003736	rna4526	SAKL-ORF13304
OG0003737	rna3589	SAKL-ORF13341
OG0003738	rna3590	SAKL-ORF13345
OG0003739	rna4510	SAKL-ORF13357
OG0003740	rna6085	SAKL-ORF14231
OG0003741	rna6083	SAKL-ORF14235
OG0003742	rna6076	SAKL-ORF14242
OG0003743	rna674	SAKL-ORF15663
OG0003744	rna672	SAKL-ORF15656
OG0003746	rna1637	SAKL-ORF5573
OG0003747	rna2964	SAKL-ORF5639
OG0003748	rna4994	SAKL-ORF6731
OG0003749	rna4993	SAKL-ORF6732
OG0003750	rna5744	SAKL-ORF13460
OG0003751	rna5206	SAKL-ORF6695, SAKL-ORF15729
OG0003752	rna5885	SAKL-ORF15320
OG0003753	rna3652	SAKL-ORF14815
OG0003754	rna4392	SAKL-ORF14641
OG0003755	rna5751	SAKL-ORF13437
OG0003756	rna551	SAKL-ORF12902
OG0003757	rna631	SAKL-ORF11733
OG0003758	rna82	SAKL-ORF10763
OG0003759	rna358	SAKL-ORF10653
OG0003760	rna4871	SAKL-ORF9769
OG0003761	rna293	SAKL-ORF9287
OG0003762	rna968	SAKL-ORF9194
OG0003763	rna3147	SAKL-ORF9116
OG0003764	rna3190	SAKL-ORF8941
OG0003765	rna1555	SAKL-ORF8489
OG0003766	rna3322	SAKL-ORF8349
OG0003767	rna2050	SAKL-ORF7270
OG0003768	rna4462	SAKL-ORF7253
OG0003769	rna6123	SAKL-ORF5033
OG0003770	rna4257	SAKL-ORF2331
OG0003771	rna6108	SAKL-ORF629
OG0003772	rna2154	SAKL-ORF296
OG0003774	rna4641	TCONS_novel_00000691_1-frame_2
OG0003779	rna2843	SAKL-ORF6432
OG0003780	rna1624	SAKL-ORF6223
OG0003781	rna1986	SAKL.mRNA.164AT.p
OG0003783	rna1376	SAKL-ORF4212
OG0003784	rna1375	SAKL-ORF4221
OG0003785	rna1370	SAKL-ORF4237
