Orthogroup	s_cerevisiae_proteins	n_castellii_proteins
OG0004273	rna720	rna4662
OG0004274	rna6294	rna307
OG0004275	rna3780	rna3146
OG0004276	rna170	rna1552
OG0004277	rna3380	rna1558
OG0004278	rna161	rna2574
OG0004279	rna1004, rna305	rna1125
OG0004280	rna5500	rna4535
OG0004281	rna2028	rna2949
OG0004282	rna2665	rna5125
OG0004283	rna1315	rna4433
OG0004284	rna863, rna4624	rna400, rna3267
OG0004285	rna5004	rna2319
OG0004286	rna400, rna6003	rna2718
OG0004287	rna4073	rna4047
OG0004288	rna2099	rna3509
OG0004289	rna6185	rna1188
OG0004291	rna3870	rna407
OG0004292	rna4613	rna4292
OG0004293	rna4123	rna3403
OG0004294	rna5323	rna2141
OG0004296	rna2082	rna3490
OG0004299	rna568	rna962
OG0004300	rna3130	rna1010
OG0004302	rna297	rna5462
OG0004303	rna290	rna5465
OG0004304	rna622	rna4917
OG0004305	rna4493	rna1327
OG0004307	rna2981	rna4167
OG0004308	rna2955	rna1395
OG0004309	rna171	rna1551
OG0004310	rna4921	rna4875
OG0004311	rna1206	rna819
OG0004312	rna1262	rna2821
OG0004313	rna1250	rna4368
OG0004315	rna2737	rna3302
OG0004316	rna3571	rna5271
OG0004317	rna420	rna1814
OG0004318	rna6023	rna2736
OG0004320	rna3840	rna2127
OG0004324	rna5173	rna3602
OG0004328	rna3977	rna1923
OG0004329	rna1783	rna2091
OG0004330	rna5331	rna2133
OG0004332	rna2114	rna3528
OG0004336	rna5820	rna3376
OG0004337	rna5902	rna5039
OG0004342	rna5653	rna1745
OG0004343	rna754	rna1867, rna2788
OG0004344	rna5358, rna4746	rna2587
OG0004345	rna1408	rna4228
OG0004346	rna4328	rna5652
OG0004357	rna1929	rna4495
OG0004359	rna70	rna5740
OG0004360	rna4789	rna4315
OG0004365	rna4440	rna5226
OG0004366	rna2067	rna3570
OG0004367	rna5874	rna87
OG0004369	rna4386	rna631, rna5843
OG0004370	rna955	rna1078
OG0004371	rna5357	rna1692
OG0004372	rna341	rna5412
OG0004375	rna3655	rna509
OG0004376	rna4895	rna53
OG0004377	rna641	rna2469
OG0004378	rna911	rna2891
OG0004380	rna438	rna5091
OG0004381	rna1665	rna4009
OG0004383	rna4509	rna5257
OG0004384	rna5057, rna5512	rna2285
OG0004385	rna4067	rna5016
OG0004386	rna793	rna1467
OG0004387	rna2024	rna2944
OG0004388	rna4162	rna608
OG0004389	rna4173	rna5736
OG0004390	rna67	rna5738
OG0004393	rna3463	rna270
OG0004394	rna1832	rna2909
OG0004395	rna3906	rna5656
OG0004396	rna731	rna3174
OG0004397	rna4133	rna3452
OG0004399	rna2659	rna5119
OG0004400	rna1583	rna5387
OG0004401	rna1578	rna791
OG0004402	rna1573	rna5392
OG0004405	rna5536	rna5154
OG0004406	rna1337	rna1236
OG0004408	rna2597	rna692
OG0004409	rna3224	rna122
OG0004410	rna898	rna5537
OG0004411	rna2451	rna4149
OG0004413	rna1321	rna4438
OG0004414	rna2683	rna5140
OG0004416	rna418	rna1811
OG0004417	rna3196	rna2358
OG0004419	rna5104	rna4820
OG0004420	rna2884	rna2241
OG0004421	rna759, rna809	rna4042
OG0004422	rna4690	rna3597
OG0004423	rna6057	rna2181
OG0004426	rna5147	rna4881
OG0004428	rna3264	rna142
OG0004430	rna1009	rna2173
OG0004431	rna3921	rna2106
OG0004432	rna1077	rna2119
OG0004434	rna5033	rna4755
OG0004436	rna3884	rna5677
OG0004438	rna3057	rna3631
OG0004441	rna6095	rna367
OG0004450	rna3839	rna4579
OG0004451	rna684	rna3638
OG0004457	rna6129	rna3975
OG0004465	rna2641	rna155
OG0004466	rna2360	rna177
OG0004467	rna2243	rna205
OG0004468	rna4403	rna283
OG0004469	rna2424	rna339
OG0004470	rna3733	rna342
OG0004471	rna5183	rna462
OG0004472	rna3557	rna541
OG0004473	rna2782	rna648
OG0004474	rna2402	rna704
OG0004475	rna4561	rna793
OG0004476	rna1417	rna818
OG0004477	rna1700	rna1510
OG0004478	rna1702	rna1511
OG0004479	rna1430	rna1839
OG0004480	rna1153	rna1887
OG0004481	rna3927	rna2112
OG0004482	rna2011	rna2149
OG0004483	rna5513	rna2286
OG0004484	rna484	rna2342
OG0004485	rna5962	rna2670
OG0004486	rna4090	rna2800
OG0004487	rna1548	rna2897
OG0004488	rna590	rna3019
OG0004489	rna4168	rna3121
OG0004490	rna2098	rna3508
OG0004491	rna2107	rna3520
OG0004492	rna4684	rna3590
OG0004493	rna1640	rna3980
OG0004494	rna5595	rna4123
OG0004495	rna5605	rna4133
OG0004496	rna2445	rna4154
OG0004497	rna42	rna4267
OG0004498	rna1616	rna4482
OG0004499	rna1923	rna4490
OG0004500	rna2837	rna4526
OG0004501	rna1223	rna4570
OG0004502	rna4950	rna4665
OG0004503	rna4965	rna4683
OG0004504	rna5006	rna4727
OG0004505	rna1498	rna4959
OG0004506	rna4313	rna4969
OG0004507	TCONS_novel_00000364-1	rna4984
OG0004508	rna5567	rna5190
OG0004509	rna5739	rna5323
OG0004510	rna6072	rna5681
OG0004511	rna3758	rna5865
OG0004537	rna3752	rna319
OG0004541	rna2205	rna530
OG0004543	rna1379	rna4200
OG0004545	rna6282	rna1593
OG0004549	rna6150	rna1155
OG0004550	rna335	rna5421
OG0004551	rna1269	rna4384
OG0004552	rna6266	rna4963
OG0004554	rna3649	rna572
OG0004565	rna4715	rna2617
OG0004568	rna1252	rna4370
OG0004569	rna2618	rna116
OG0004572	rna6183	rna1186
OG0004574	rna4185	rna5716
OG0004575	rna5213	rna577
OG0004584	rna3235	rna4306
OG0004585	rna3278	rna3333
OG0004587	rna1953	rna3674
OG0004588	rna4056	rna3954
OG0004590	rna480	rna3864
OG0004592	rna6293	rna306
OG0004595	rna1338	rna1237
OG0004596	rna2583	rna4598
OG0004597	rna6241	rna4460
OG0004599	rna880	rna247
OG0004600	rna6120	rna1533
OG0004603	rna831	rna2207
OG0004606	rna2174	rna172
OG0004608	rna2889	rna3313
OG0004611	rna2569	rna498
OG0004613	rna152	rna3936
OG0004618	rna822	rna1441
OG0004619	rna186	rna2040
OG0004620	rna2832	rna4520
OG0004624	rna3243	rna3414
OG0004625	rna2405	rna701
OG0004644	rna1497	rna5698
OG0004654	rna4683	rna3589
OG0004655	rna2171	rna175
OG0004658	rna859	rna3263
OG0004667	rna5194	rna551
OG0004668	rna4358	rna1695
OG0004670	rna4630	rna3260
OG0004671	rna4629	rna3261
OG0004672	rna4960	rna4676
OG0004674	rna4998	rna4720
OG0004675	rna3113	rna5591
OG0004676	rna230	rna5727
OG0004850	rna1978	rna3694
OG0004853	rna3660	rna504
OG0004860	rna2662	rna5122
OG0004895	rna2919	rna1432
OG0004910	rna6103	rna2067
OG0004922	rna3973	rna2843
OG0004946	rna1689	rna3937
OG0004961	rna817	rna4033
OG0005020	rna1628	rna3841
OG0005022	rna2616	rna115
OG0005031	rna5082	rna4800
OG0005037	rna3071	rna2460, rna5625
OG0005040	rna1378	rna4199
OG0005116	rna592	rna3041
OG0005251	rna5363	rna5358
OG0005273	rna3583	rna5282
OG0005298	rna588	rna718
OG0005922	rna3270	rna3351
