Genes	Orthogroup	Clade	Node
rna3843	OG0001302	schizo_pombe	N0
rna3232	OG0001303	schizo_pombe	N0
rna1228	OG0001304	schizo_pombe	N0
rna5325	OG0001306	schizo_pombe	N0
rna363	OG0001307	schizo_pombe	N0
rna362	OG0001308	schizo_pombe	N0
rna5071	OG0001309	schizo_pombe	N0
rna5070	OG0001310	schizo_pombe	N0
rna5069	OG0001311	schizo_pombe	N0
rna5068	OG0001312	schizo_pombe	N0
rna2847	OG0001313	schizo_pombe	N0
rna2182	OG0001314	schizo_pombe	N0
rna1759	OG0001315	schizo_pombe	N0
rna1026	OG0001316	schizo_pombe	N0
rna1029	OG0001317	schizo_pombe	N0
rna1763	OG0001318	schizo_pombe	N0
rna1033	OG0001319	schizo_pombe	N0
rna2436	OG0001320	schizo_pombe	N0
rna4881	OG0001321	schizo_pombe	N0
rna1445	OG0001322	schizo_pombe	N0
rna1444	OG0001323	schizo_pombe	N0
rna5306	OG0001324	schizo_pombe	N0
rna3604	OG0001325	schizo_pombe	N0
rna4507	OG0001326	schizo_pombe	N0
rna3601	OG0001327	schizo_pombe	N0
rna3598	OG0001328	schizo_pombe	N0
rna3597	OG0001329	schizo_pombe	N0
rna4504	OG0001330	schizo_pombe	N0
rna3596	OG0001331	schizo_pombe	N0
rna4503	OG0001332	schizo_pombe	N0
rna3594	OG0001333	schizo_pombe	N0
rna5282	OG0001334	schizo_pombe	N0
rna27	OG0001335	schizo_pombe	N0
rna5770	OG0001336	schizo_pombe	N0
rna5767	OG0001337	schizo_pombe	N0
rna5049	OG0001339	schizo_pombe	N0
rna5518	OG0001340	schizo_pombe	N0
rna5055	OG0001341	schizo_pombe	N0
rna5511	OG0001342	schizo_pombe	N0
rna5509	OG0001343	schizo_pombe	N0
rna5059	OG0001344	schizo_pombe	N0
rna5507	OG0001345	schizo_pombe	N0
rna5506	OG0001346	schizo_pombe	N0
rna5064	OG0001347	schizo_pombe	N0
rna5501	OG0001348	schizo_pombe	N0
rna5067	OG0001349	schizo_pombe	N0
rna4799	OG0001350	schizo_pombe	N0
rna4805	OG0001351	schizo_pombe	N0
rna3535	OG0001352	schizo_pombe	N0
rna3534	OG0001353	schizo_pombe	N0
rna4741	OG0001354	schizo_pombe	N0
rna5734	OG0001355	schizo_pombe	N0
rna5359	OG0001356	schizo_pombe	N0
rna300	OG0001358	schizo_pombe	N0
rna1261	OG0001359	schizo_pombe	N0
rna3320	OG0001360	schizo_pombe	N0
rna2645	OG0001361	schizo_pombe	N0
rna1259	OG0001362	schizo_pombe	N0
rna2644	OG0001363	schizo_pombe	N0
rna2643	OG0001364	schizo_pombe	N0
rna2642	OG0001366	schizo_pombe	N0
rna1256	OG0001367	schizo_pombe	N0
rna1410	OG0001368	schizo_pombe	N0
rna1413	OG0001369	schizo_pombe	N0
rna1177	OG0001370	schizo_pombe	N0
rna1179	OG0001371	schizo_pombe	N0
rna746	OG0001372	schizo_pombe	N0
rna745	OG0001373	schizo_pombe	N0
rna1181	OG0001374	schizo_pombe	N0
rna744	OG0001375	schizo_pombe	N0
rna1182	OG0001376	schizo_pombe	N0
rna1183	OG0001377	schizo_pombe	N0
rna742	OG0001378	schizo_pombe	N0
rna1188	OG0001379	schizo_pombe	N0
rna1189	OG0001380	schizo_pombe	N0
rna1190	OG0001381	schizo_pombe	N0
rna2126	OG0001382	schizo_pombe	N0
rna6182	OG0001383	schizo_pombe	N0
rna6179	OG0001384	schizo_pombe	N0
rna6178	OG0001385	schizo_pombe	N0
rna6174	OG0001386	schizo_pombe	N0
rna357	OG0001387	schizo_pombe	N0
rna355	OG0001388	schizo_pombe	N0
rna6173	OG0001389	schizo_pombe	N0
rna5857	OG0001390	schizo_pombe	N0
rna5859	OG0001391	schizo_pombe	N0
rna5864	OG0001392	schizo_pombe	N0
rna5865	OG0001393	schizo_pombe	N0
rna5867	OG0001394	schizo_pombe	N0
rna4068	OG0001395	schizo_pombe	N0
rna799	OG0001396	schizo_pombe	N0
rna797	OG0001397	schizo_pombe	N0
rna796	OG0001398	schizo_pombe	N0
rna795	OG0001399	schizo_pombe	N0
rna794	OG0001400	schizo_pombe	N0
rna789	OG0001402	schizo_pombe	N0
rna787	OG0001403	schizo_pombe	N0
rna4065	OG0001404	schizo_pombe	N0
rna4064	OG0001405	schizo_pombe	N0
rna2655	OG0001406	schizo_pombe	N0
rna4373	OG0001407	schizo_pombe	N0
rna4371	OG0001408	schizo_pombe	N0
rna2181	OG0001409	schizo_pombe	N0
rna2026	OG0001410	schizo_pombe	N0
rna4161	OG0001411	schizo_pombe	N0
rna2034	OG0001412	schizo_pombe	N0
rna2549	OG0001413	schizo_pombe	N0
rna6110	OG0001414	schizo_pombe	N0
rna1771	OG0001415	schizo_pombe	N0
rna1774	OG0001417	schizo_pombe	N0
rna1042	OG0001418	schizo_pombe	N0
rna1777	OG0001419	schizo_pombe	N0
rna1778	OG0001420	schizo_pombe	N0
rna1779	OG0001421	schizo_pombe	N0
rna2216	OG0001422	schizo_pombe	N0
rna2215	OG0001423	schizo_pombe	N0
rna2211	OG0001424	schizo_pombe	N0
rna2210	OG0001425	schizo_pombe	N0
rna2209	OG0001426	schizo_pombe	N0
rna4178	OG0001427	schizo_pombe	N0
rna2206	OG0001428	schizo_pombe	N0
rna4175	OG0001429	schizo_pombe	N0
rna4174	OG0001430	schizo_pombe	N0
rna4177	OG0001431	schizo_pombe	N0
rna69	OG0001432	schizo_pombe	N0
rna687	OG0001433	schizo_pombe	N0
rna688	OG0001434	schizo_pombe	N0
rna1122	OG0001435	schizo_pombe	N0
rna5209	OG0001436	schizo_pombe	N0
rna5212	OG0001437	schizo_pombe	N0
rna5215	OG0001438	schizo_pombe	N0
rna5825	OG0001440	schizo_pombe	N0
rna5823	OG0001441	schizo_pombe	N0
rna5829	OG0001442	schizo_pombe	N0
rna5421	OG0001443	schizo_pombe	N0
rna5417	OG0001444	schizo_pombe	N0
rna5416	OG0001445	schizo_pombe	N0
rna4779	OG0001446	schizo_pombe	N0
rna4777	OG0001447	schizo_pombe	N0
rna4774	OG0001448	schizo_pombe	N0
rna4773	OG0001449	schizo_pombe	N0
rna4767	OG0001450	schizo_pombe	N0
rna4770	OG0001451	schizo_pombe	N0
rna4348	OG0001452	schizo_pombe	N0
rna4346	OG0001453	schizo_pombe	N0
rna4353	OG0001454	schizo_pombe	N0
rna4354	OG0001455	schizo_pombe	N0
rna4763	OG0001456	schizo_pombe	N0
rna6107	OG0001457	schizo_pombe	N0
rna6109	OG0001458	schizo_pombe	N0
rna1007	OG0001459	schizo_pombe	N0
rna1006	OG0001460	schizo_pombe	N0
rna3673	OG0001461	schizo_pombe	N0
rna3178	OG0001462	schizo_pombe	N0
rna3672	OG0001463	schizo_pombe	N0
rna3179	OG0001464	schizo_pombe	N0
rna5702	OG0001465	schizo_pombe	N0
rna5565	OG0001466	schizo_pombe	N0
rna4290	OG0001467	schizo_pombe	N0
rna4289	OG0001468	schizo_pombe	N0
rna4407	OG0001469	schizo_pombe	N0
rna4287	OG0001470	schizo_pombe	N0
rna3457	OG0001471	schizo_pombe	N0
rna3458	OG0001472	schizo_pombe	N0
rna4285	OG0001473	schizo_pombe	N0
rna3459	OG0001474	schizo_pombe	N0
rna3460	OG0001475	schizo_pombe	N0
rna4281	OG0001476	schizo_pombe	N0
rna3462	OG0001477	schizo_pombe	N0
rna4278	OG0001478	schizo_pombe	N0
rna4279	OG0001479	schizo_pombe	N0
rna2135	OG0001480	schizo_pombe	N0
rna2134	OG0001481	schizo_pombe	N0
rna2132	OG0001482	schizo_pombe	N0
rna5892	OG0001483	schizo_pombe	N0
rna256	OG0001484	schizo_pombe	N0
rna896	OG0001485	schizo_pombe	N0
rna2280	OG0001486	schizo_pombe	N0
rna2281	OG0001487	schizo_pombe	N0
rna4158	OG0001488	schizo_pombe	N0
rna4171	OG0001489	schizo_pombe	N0
rna3804	OG0001490	schizo_pombe	N0
rna2224	OG0001491	schizo_pombe	N0
rna3503	OG0001492	schizo_pombe	N0
rna3502	OG0001493	schizo_pombe	N0
rna5163	OG0001494	schizo_pombe	N0
rna4034	OG0001495	schizo_pombe	N0
rna5153	OG0001496	schizo_pombe	N0
rna4035	OG0001497	schizo_pombe	N0
rna580	OG0001498	schizo_pombe	N0
rna5156	OG0001499	schizo_pombe	N0
rna581	OG0001500	schizo_pombe	N0
rna582	OG0001501	schizo_pombe	N0
rna2020	OG0001502	schizo_pombe	N0
rna3890	OG0001503	schizo_pombe	N0
rna1834	OG0001504	schizo_pombe	N0
rna1831	OG0001505	schizo_pombe	N0
rna1828	OG0001506	schizo_pombe	N0
rna3898	OG0001507	schizo_pombe	N0
rna3900	OG0001508	schizo_pombe	N0
rna1822	OG0001509	schizo_pombe	N0
rna3903	OG0001510	schizo_pombe	N0
rna1821	OG0001511	schizo_pombe	N0
rna1819	OG0001512	schizo_pombe	N0
rna5937	OG0001514	schizo_pombe	N0
rna5935	OG0001516	schizo_pombe	N0
rna5932	OG0001517	schizo_pombe	N0
rna5661	OG0001518	schizo_pombe	N0
rna1409	OG0001519	schizo_pombe	N0
rna4431	OG0001520	schizo_pombe	N0
rna5782	OG0001521	schizo_pombe	N0
rna3166	OG0001522	schizo_pombe	N0
rna5779	OG0001523	schizo_pombe	N0
rna3188	OG0001524	schizo_pombe	N0
rna3189	OG0001525	schizo_pombe	N0
rna5967	OG0001526	schizo_pombe	N0
rna5966	OG0001527	schizo_pombe	N0
rna5628	OG0001528	schizo_pombe	N0
rna5964	OG0001529	schizo_pombe	N0
rna5629	OG0001530	schizo_pombe	N0
rna5633	OG0001531	schizo_pombe	N0
rna5634	OG0001532	schizo_pombe	N0
rna5640	OG0001533	schizo_pombe	N0
rna5641	OG0001534	schizo_pombe	N0
rna5955	OG0001535	schizo_pombe	N0
rna5648	OG0001536	schizo_pombe	N0
rna1860	OG0001538	schizo_pombe	N0
rna1852	OG0001539	schizo_pombe	N0
rna1851	OG0001540	schizo_pombe	N0
rna2722	OG0001541	schizo_pombe	N0
rna4991	OG0001542	schizo_pombe	N0
rna4988	OG0001543	schizo_pombe	N0
rna4983	OG0001544	schizo_pombe	N0
rna2728	OG0001545	schizo_pombe	N0
rna4982	OG0001546	schizo_pombe	N0
rna4979	OG0001547	schizo_pombe	N0
rna4977	OG0001548	schizo_pombe	N0
rna738	OG0001549	schizo_pombe	N0
rna4976	OG0001550	schizo_pombe	N0
rna4974	OG0001551	schizo_pombe	N0
rna4973	OG0001552	schizo_pombe	N0
rna737	OG0001553	schizo_pombe	N0
rna4970	OG0001554	schizo_pombe	N0
rna735	OG0001555	schizo_pombe	N0
rna734	OG0001556	schizo_pombe	N0
rna2777	OG0001557	schizo_pombe	N0
rna4672	OG0001558	schizo_pombe	N0
rna5855	OG0001559	schizo_pombe	N0
rna6172	OG0001560	schizo_pombe	N0
rna351	OG0001562	schizo_pombe	N0
rna349	OG0001563	schizo_pombe	N0
rna4132	OG0001565	schizo_pombe	N0
rna3256	OG0001566	schizo_pombe	N0
rna3237	OG0001567	schizo_pombe	N0
rna3236	OG0001568	schizo_pombe	N0
rna3258	OG0001569	schizo_pombe	N0
rna3234	OG0001570	schizo_pombe	N0
rna3279	OG0001571	schizo_pombe	N0
rna3829	OG0001572	schizo_pombe	N0
rna3266	OG0001573	schizo_pombe	N0
rna3828	OG0001574	schizo_pombe	N0
rna4649	OG0001575	schizo_pombe	N0
rna4650	OG0001576	schizo_pombe	N0
rna842	OG0001577	schizo_pombe	N0
rna841	OG0001578	schizo_pombe	N0
rna840	OG0001579	schizo_pombe	N0
rna4655	OG0001580	schizo_pombe	N0
rna4362	OG0001581	schizo_pombe	N0
rna4363	OG0001582	schizo_pombe	N0
rna4364	OG0001583	schizo_pombe	N0
rna4365	OG0001584	schizo_pombe	N0
rna4367	OG0001585	schizo_pombe	N0
rna4331	OG0001586	schizo_pombe	N0
rna4332	OG0001587	schizo_pombe	N0
rna4312	OG0001588	schizo_pombe	N0
rna1605	OG0001589	schizo_pombe	N0
rna3389	OG0001590	schizo_pombe	N0
rna3388	OG0001591	schizo_pombe	N0
rna1603	OG0001592	schizo_pombe	N0
rna3386	OG0001593	schizo_pombe	N0
rna3385	OG0001594	schizo_pombe	N0
rna1602	OG0001595	schizo_pombe	N0
rna1601	OG0001596	schizo_pombe	N0
rna3384	OG0001597	schizo_pombe	N0
rna3372	OG0001598	schizo_pombe	N0
rna1600	OG0001599	schizo_pombe	N0
rna4480	OG0001600	schizo_pombe	N0
rna4488	OG0001601	schizo_pombe	N0
rna1936	OG0001602	schizo_pombe	N0
rna1935	OG0001603	schizo_pombe	N0
rna1954	OG0001604	schizo_pombe	N0
rna1934	OG0001606	schizo_pombe	N0
rna1957	OG0001607	schizo_pombe	N0
rna6046	OG0001608	schizo_pombe	N0
rna6047	OG0001609	schizo_pombe	N0
rna6048	OG0001610	schizo_pombe	N0
rna6049	OG0001611	schizo_pombe	N0
rna6050	OG0001612	schizo_pombe	N0
rna6051	OG0001613	schizo_pombe	N0
rna6061	OG0001614	schizo_pombe	N0
rna6062	OG0001615	schizo_pombe	N0
rna6063	OG0001616	schizo_pombe	N0
rna1194	OG0001617	schizo_pombe	N0
rna1191	OG0001618	schizo_pombe	N0
rna6067	OG0001619	schizo_pombe	N0
rna6068	OG0001620	schizo_pombe	N0
rna4055	OG0001621	schizo_pombe	N0
rna4057	OG0001622	schizo_pombe	N0
rna4058	OG0001623	schizo_pombe	N0
rna781	OG0001624	schizo_pombe	N0
rna782	OG0001625	schizo_pombe	N0
rna783	OG0001626	schizo_pombe	N0
rna784	OG0001627	schizo_pombe	N0
rna4680	OG0001628	schizo_pombe	N0
rna5846	OG0001629	schizo_pombe	N0
rna5849	OG0001630	schizo_pombe	N0
rna5851	OG0001631	schizo_pombe	N0
rna2656	OG0001632	schizo_pombe	N0
rna2658	OG0001633	schizo_pombe	N0
rna1276	OG0001634	schizo_pombe	N0
rna1277	OG0001635	schizo_pombe	N0
rna1278	OG0001636	schizo_pombe	N0
rna2661	OG0001637	schizo_pombe	N0
rna2999	OG0001638	schizo_pombe	N0
rna2998	OG0001639	schizo_pombe	N0
rna1582	OG0001640	schizo_pombe	N0
rna1581	OG0001641	schizo_pombe	N0
rna6171	OG0001642	schizo_pombe	N0
rna1580	OG0001643	schizo_pombe	N0
rna1577	OG0001644	schizo_pombe	N0
rna2994	OG0001645	schizo_pombe	N0
rna1574	OG0001646	schizo_pombe	N0
rna2986	OG0001647	schizo_pombe	N0
rna5831	OG0001648	schizo_pombe	N0
rna2982	OG0001649	schizo_pombe	N0
rna5830	OG0001650	schizo_pombe	N0
rna5424	OG0001651	schizo_pombe	N0
rna5380	OG0001652	schizo_pombe	N0
rna6192	OG0001653	schizo_pombe	N0
rna2298	OG0001654	schizo_pombe	N0
rna6196	OG0001655	schizo_pombe	N0
rna2299	OG0001656	schizo_pombe	N0
rna6198	OG0001657	schizo_pombe	N0
rna2302	OG0001658	schizo_pombe	N0
rna2303	OG0001659	schizo_pombe	N0
rna2304	OG0001660	schizo_pombe	N0
rna6199	OG0001661	schizo_pombe	N0
rna2306	OG0001662	schizo_pombe	N0
rna2307	OG0001663	schizo_pombe	N0
rna2308	OG0001664	schizo_pombe	N0
rna2309	OG0001665	schizo_pombe	N0
rna2311	OG0001666	schizo_pombe	N0
rna6204	OG0001667	schizo_pombe	N0
rna476	OG0001668	schizo_pombe	N0
rna3005	OG0001669	schizo_pombe	N0
rna478	OG0001670	schizo_pombe	N0
rna481	OG0001671	schizo_pombe	N0
rna2973	OG0001672	schizo_pombe	N0
rna1909	OG0001673	schizo_pombe	N0
rna1910	OG0001674	schizo_pombe	N0
rna1916	OG0001675	schizo_pombe	N0
rna2971	OG0001676	schizo_pombe	N0
rna2970	OG0001677	schizo_pombe	N0
rna2969	OG0001678	schizo_pombe	N0
rna2968	OG0001679	schizo_pombe	N0
rna2346	OG0001681	schizo_pombe	N0
rna3953	OG0001682	schizo_pombe	N0
rna3954	OG0001683	schizo_pombe	N0
rna3955	OG0001684	schizo_pombe	N0
rna1093	OG0001685	schizo_pombe	N0
rna1096	OG0001686	schizo_pombe	N0
rna1100	OG0001687	schizo_pombe	N0
rna3964	OG0001688	schizo_pombe	N0
rna1103	OG0001689	schizo_pombe	N0
rna1104	OG0001690	schizo_pombe	N0
rna3967	OG0001691	schizo_pombe	N0
rna1106	OG0001692	schizo_pombe	N0
rna3970	OG0001693	schizo_pombe	N0
rna3971	OG0001694	schizo_pombe	N0
rna1107	OG0001695	schizo_pombe	N0
rna1109	OG0001696	schizo_pombe	N0
rna1110	OG0001697	schizo_pombe	N0
rna3976	OG0001698	schizo_pombe	N0
rna3978	OG0001699	schizo_pombe	N0
rna1113	OG0001700	schizo_pombe	N0
rna1118	OG0001701	schizo_pombe	N0
rna1117	OG0001702	schizo_pombe	N0
rna1120	OG0001703	schizo_pombe	N0
rna1121	OG0001704	schizo_pombe	N0
rna4024	OG0001705	schizo_pombe	N0
rna1126	OG0001706	schizo_pombe	N0
rna1128	OG0001707	schizo_pombe	N0
rna4027	OG0001708	schizo_pombe	N0
rna1130	OG0001709	schizo_pombe	N0
rna4101	OG0001710	schizo_pombe	N0
rna4100	OG0001711	schizo_pombe	N0
rna4099	OG0001712	schizo_pombe	N0
rna1136	OG0001713	schizo_pombe	N0
rna1137	OG0001714	schizo_pombe	N0
rna4098	OG0001715	schizo_pombe	N0
rna4097	OG0001716	schizo_pombe	N0
rna4096	OG0001717	schizo_pombe	N0
rna4095	OG0001718	schizo_pombe	N0
rna1139	OG0001719	schizo_pombe	N0
rna1142	OG0001720	schizo_pombe	N0
rna1144	OG0001721	schizo_pombe	N0
rna4094	OG0001722	schizo_pombe	N0
rna1148	OG0001723	schizo_pombe	N0
rna4955	OG0001724	schizo_pombe	N0
rna4954	OG0001725	schizo_pombe	N0
rna4951	OG0001726	schizo_pombe	N0
rna4946	OG0001727	schizo_pombe	N0
rna4945	OG0001728	schizo_pombe	N0
rna4943	OG0001729	schizo_pombe	N0
rna718	OG0001730	schizo_pombe	N0
rna4940	OG0001731	schizo_pombe	N0
rna716	OG0001732	schizo_pombe	N0
rna4939	OG0001733	schizo_pombe	N0
rna4937	OG0001734	schizo_pombe	N0
rna714	OG0001735	schizo_pombe	N0
rna4935	OG0001736	schizo_pombe	N0
rna4934	OG0001737	schizo_pombe	N0
rna4931	OG0001738	schizo_pombe	N0
rna4929	OG0001739	schizo_pombe	N0
rna4927	OG0001740	schizo_pombe	N0
rna4922	OG0001741	schizo_pombe	N0
rna4919	OG0001742	schizo_pombe	N0
rna712	OG0001743	schizo_pombe	N0
rna4918	OG0001744	schizo_pombe	N0
rna2533	OG0001746	schizo_pombe	N0
rna3787	OG0001747	schizo_pombe	N0
rna3788	OG0001748	schizo_pombe	N0
rna2534	OG0001749	schizo_pombe	N0
rna3793	OG0001750	schizo_pombe	N0
rna3795	OG0001751	schizo_pombe	N0
rna1754	OG0001753	schizo_pombe	N0
rna1021	OG0001755	schizo_pombe	N0
rna4237	OG0001756	schizo_pombe	N0
rna4235	OG0001757	schizo_pombe	N0
rna893	OG0001758	schizo_pombe	N0
rna849	OG0001759	schizo_pombe	N0
rna4639	OG0001760	schizo_pombe	N0
rna846	OG0001761	schizo_pombe	N0
rna845	OG0001762	schizo_pombe	N0
rna844	OG0001763	schizo_pombe	N0
rna4644	OG0001764	schizo_pombe	N0
rna4645	OG0001765	schizo_pombe	N0
rna5259	OG0001766	schizo_pombe	N0
rna5260	OG0001767	schizo_pombe	N0
rna5261	OG0001768	schizo_pombe	N0
rna5262	OG0001769	schizo_pombe	N0
rna5263	OG0001770	schizo_pombe	N0
rna5264	OG0001771	schizo_pombe	N0
rna4830	OG0001772	schizo_pombe	N0
rna4831	OG0001773	schizo_pombe	N0
rna5265	OG0001774	schizo_pombe	N0
rna4835	OG0001775	schizo_pombe	N0
rna1326	OG0001776	schizo_pombe	N0
rna5538	OG0001777	schizo_pombe	N0
rna5539	OG0001778	schizo_pombe	N0
rna1330	OG0001779	schizo_pombe	N0
rna5540	OG0001780	schizo_pombe	N0
rna1331	OG0001781	schizo_pombe	N0
rna5547	OG0001784	schizo_pombe	N0
rna1343	OG0001785	schizo_pombe	N0
rna1345	OG0001786	schizo_pombe	N0
rna5550	OG0001787	schizo_pombe	N0
rna5554	OG0001788	schizo_pombe	N0
rna5555	OG0001789	schizo_pombe	N0
rna1350	OG0001790	schizo_pombe	N0
rna5560	OG0001791	schizo_pombe	N0
rna2584	OG0001792	schizo_pombe	N0
rna2582	OG0001793	schizo_pombe	N0
rna1420	OG0001794	schizo_pombe	N0
rna1419	OG0001795	schizo_pombe	N0
rna1418	OG0001796	schizo_pombe	N0
rna2579	OG0001797	schizo_pombe	N0
rna1416	OG0001798	schizo_pombe	N0
rna2577	OG0001799	schizo_pombe	N0
rna1415	OG0001800	schizo_pombe	N0
rna2349	OG0001802	schizo_pombe	N0
rna6240	OG0001803	schizo_pombe	N0
rna1087	OG0001804	schizo_pombe	N0
rna2959	OG0001805	schizo_pombe	N0
rna1627	OG0001806	schizo_pombe	N0
rna2958	OG0001807	schizo_pombe	N0
rna1630	OG0001808	schizo_pombe	N0
rna2953	OG0001809	schizo_pombe	N0
rna1632	OG0001810	schizo_pombe	N0
rna1635	OG0001811	schizo_pombe	N0
rna2951	OG0001812	schizo_pombe	N0
rna1636	OG0001813	schizo_pombe	N0
rna2339	OG0001814	schizo_pombe	N0
rna6271	OG0001815	schizo_pombe	N0
rna6272	OG0001816	schizo_pombe	N0
rna6273	OG0001817	schizo_pombe	N0
rna6275	OG0001818	schizo_pombe	N0
rna6276	OG0001819	schizo_pombe	N0
rna4319	OG0001820	schizo_pombe	N0
rna4252	OG0001821	schizo_pombe	N0
rna879	OG0001822	schizo_pombe	N0
rna881	OG0001823	schizo_pombe	N0
rna4248	OG0001824	schizo_pombe	N0
rna883	OG0001825	schizo_pombe	N0
rna4242	OG0001826	schizo_pombe	N0
rna885	OG0001827	schizo_pombe	N0
rna4241	OG0001828	schizo_pombe	N0
rna4240	OG0001829	schizo_pombe	N0
rna4239	OG0001830	schizo_pombe	N0
rna3369	OG0001831	schizo_pombe	N0
rna3381	OG0001833	schizo_pombe	N0
rna3379	OG0001834	schizo_pombe	N0
rna3357	OG0001835	schizo_pombe	N0
rna3354	OG0001836	schizo_pombe	N0
rna6132	OG0001837	schizo_pombe	N0
rna3352	OG0001838	schizo_pombe	N0
rna6131	OG0001839	schizo_pombe	N0
rna6130	OG0001840	schizo_pombe	N0
rna3350	OG0001841	schizo_pombe	N0
rna3349	OG0001842	schizo_pombe	N0
rna6128	OG0001843	schizo_pombe	N0
rna6127	OG0001844	schizo_pombe	N0
rna6126	OG0001845	schizo_pombe	N0
rna6125	OG0001846	schizo_pombe	N0
rna109	OG0001847	schizo_pombe	N0
rna6123	OG0001848	schizo_pombe	N0
rna111	OG0001849	schizo_pombe	N0
rna6121	OG0001850	schizo_pombe	N0
rna117	OG0001851	schizo_pombe	N0
rna6116	OG0001852	schizo_pombe	N0
rna1716	OG0001853	schizo_pombe	N0
rna121	OG0001854	schizo_pombe	N0
rna124	OG0001855	schizo_pombe	N0
rna125	OG0001856	schizo_pombe	N0
rna127	OG0001857	schizo_pombe	N0
rna1710	OG0001858	schizo_pombe	N0
rna4841	OG0001859	schizo_pombe	N0
rna5273	OG0001860	schizo_pombe	N0
rna4842	OG0001861	schizo_pombe	N0
rna4843	OG0001862	schizo_pombe	N0
rna4845	OG0001863	schizo_pombe	N0
rna4848	OG0001864	schizo_pombe	N0
rna4850	OG0001865	schizo_pombe	N0
rna5277	OG0001866	schizo_pombe	N0
rna4852	OG0001867	schizo_pombe	N0
rna4853	OG0001868	schizo_pombe	N0
rna5281	OG0001869	schizo_pombe	N0
rna3593	OG0001870	schizo_pombe	N0
rna4501	OG0001871	schizo_pombe	N0
rna4499	OG0001872	schizo_pombe	N0
rna4497	OG0001873	schizo_pombe	N0
rna3606	OG0001874	schizo_pombe	N0
rna4496	OG0001875	schizo_pombe	N0
rna5077	OG0001876	schizo_pombe	N0
rna3633	OG0001877	schizo_pombe	N0
rna3033	OG0001878	schizo_pombe	N0
rna3632	OG0001879	schizo_pombe	N0
rna3628	OG0001880	schizo_pombe	N0
rna5132	OG0001881	schizo_pombe	N0
rna2903	OG0001882	schizo_pombe	N0
rna2902	OG0001883	schizo_pombe	N0
rna2900	OG0001884	schizo_pombe	N0
rna5137	OG0001885	schizo_pombe	N0
rna2899	OG0001886	schizo_pombe	N0
rna5138	OG0001887	schizo_pombe	N0
rna5139	OG0001888	schizo_pombe	N0
rna5122	OG0001889	schizo_pombe	N0
rna5116	OG0001890	schizo_pombe	N0
rna2896	OG0001891	schizo_pombe	N0
rna2895	OG0001892	schizo_pombe	N0
rna5126	OG0001893	schizo_pombe	N0
rna2907	OG0001894	schizo_pombe	N0
rna2910	OG0001895	schizo_pombe	N0
rna2051	OG0001897	schizo_pombe	N0
rna828	OG0001898	schizo_pombe	N0
rna2053	OG0001899	schizo_pombe	N0
rna2055	OG0001900	schizo_pombe	N0
rna829	OG0001901	schizo_pombe	N0
rna2056	OG0001902	schizo_pombe	N0
rna830	OG0001903	schizo_pombe	N0
rna835	OG0001904	schizo_pombe	N0
rna1424	OG0001905	schizo_pombe	N0
rna5437	OG0001906	schizo_pombe	N0
rna3836	OG0001907	schizo_pombe	N0
rna3835	OG0001908	schizo_pombe	N0
rna3833	OG0001909	schizo_pombe	N0
rna3269	OG0001910	schizo_pombe	N0
rna3832	OG0001911	schizo_pombe	N0
rna5217	OG0001912	schizo_pombe	N0
rna2417	OG0001914	schizo_pombe	N0
rna2416	OG0001915	schizo_pombe	N0
rna3275	OG0001916	schizo_pombe	N0
rna3365	OG0001917	schizo_pombe	N0
rna3366	OG0001918	schizo_pombe	N0
rna1750	OG0001919	schizo_pombe	N0
rna1019	OG0001920	schizo_pombe	N0
rna1748	OG0001921	schizo_pombe	N0
rna1016	OG0001922	schizo_pombe	N0
rna1013	OG0001923	schizo_pombe	N0
rna1745	OG0001924	schizo_pombe	N0
rna1743	OG0001925	schizo_pombe	N0
rna190	OG0001926	schizo_pombe	N0
rna191	OG0001927	schizo_pombe	N0
rna192	OG0001928	schizo_pombe	N0
rna197	OG0001929	schizo_pombe	N0
rna2179	OG0001930	schizo_pombe	N0
rna2178	OG0001931	schizo_pombe	N0
rna2365	OG0001932	schizo_pombe	N0
rna2364	OG0001933	schizo_pombe	N0
rna2170	OG0001934	schizo_pombe	N0
rna4762	OG0001935	schizo_pombe	N0
rna4756	OG0001936	schizo_pombe	N0
rna4754	OG0001937	schizo_pombe	N0
rna324	OG0001938	schizo_pombe	N0
rna2604	OG0001939	schizo_pombe	N0
rna2603	OG0001940	schizo_pombe	N0
rna2602	OG0001941	schizo_pombe	N0
rna2601	OG0001942	schizo_pombe	N0
rna2600	OG0001943	schizo_pombe	N0
rna3225	OG0001944	schizo_pombe	N0
rna3501	OG0001945	schizo_pombe	N0
rna604	OG0001946	schizo_pombe	N0
rna3944	OG0001947	schizo_pombe	N0
rna3515	OG0001948	schizo_pombe	N0
rna3517	OG0001949	schizo_pombe	N0
rna184	OG0001950	schizo_pombe	N0
rna1005	OG0001952	schizo_pombe	N0
rna1000	OG0001953	schizo_pombe	N0
rna2647	OG0001954	schizo_pombe	N0
rna2648	OG0001955	schizo_pombe	N0
rna1264	OG0001956	schizo_pombe	N0
rna2649	OG0001957	schizo_pombe	N0
rna2650	OG0001958	schizo_pombe	N0
rna1431	OG0001959	schizo_pombe	N0
rna1959	OG0001960	schizo_pombe	N0
rna3749	OG0001961	schizo_pombe	N0
rna2844	OG0001962	schizo_pombe	N0
rna2845	OG0001963	schizo_pombe	N0
